,Unnamed: 0,Unnamed: 0.2,Date,Scheme,Goals,xG,Shots,Shots on Target,Shot Accuracy,Passes,Passes on Target,Pass Accuracy,"Possession, %",Losses,Low Losses,Medium Losses,High Losses,Recoveries,Low Recoveries,Medium Recoveries,High Recoveries,Duels,Duels won,Duel win %,Shots from outside,Shots from outside on target,Shots from outside accuracy,Positional attacks,Positional attacks with shots,Positional attacks with shots %,Counterattacks,Counterattacks with shots,Counterattacks with shots %,Set pieces,Set pieces with shots,Set pieces with shots %,Corners,Corners with shots,Corners with shots %,Free kicks,Free kicks with shots,Free kicks with shots %,Penalties,Penalties converted,Penalties converted %,Crosses,Crosses accurate,Crosses accurate %,Deep completed crosses,Deep completed passes,Penalty area entries (runs / crosses),Penalty area entries runs,Penalty area entries crosses,Touches in penalty area,Offensive duels,Offensive duels won,Offensive duels won %,Offsides,Conceded goals,Shots against,Shots against on target,Shots against on target %,Defensive duels,Defensive duels won,Defensive duels won %,Aerial duels,Aerial duels won,Aerial duels won %,Sliding tackles,Sliding tackles successful,Sliding tackles successful %,Interceptions,Clearances,Fouls,Yellow cards,Red cards,Forward passes,Forward passes accurate,Forward passes accurate %,Back passes,Back passes accurate,Back passes accurate %,Lateral passes,Lateral passes accurate,Lateral passes accurate %,Long passes,Long passes accurate,Long passes accurate %,Passes to final third,Passes to final third accurate,Passes to final third accurate %,Progressive passes,Progressive passes accurate,Progressive passes accurate %,Smart passes,Smart passes accurate,Smart passes accurate %,Throw ins,Throw ins accurate,Throw ins accurate %,Goal kicks,Match tempo,Average passes per possession,Long pass %,Average shot distance,Average pass length,PPDA,Home,Win
30,30,30,2021-10-16,1,0,0.28,5,2,40.0,232,173,74.57,27.53,94,28,33,33,69,42,21,6,199,94,47.24,2,1,50.0,13,4,30.77,3,0,0.0,17,1,5.88,1,1,100.0,2,0,0.0,0,0,0,5,2,40.0,3,5,12,0,4,9,61,23,37.7,8,5,19,9,47.37,62,39,62.9,32,15,46.88,2,0,0.0,68,27,4,0,0,103,63,61.17,31,28,90.32,62,52,83.87,48,28,58.33,31,16,51.61,56,31,55.36,5,1,20.0,11,7,63.64,7,15.68,2.61,20.69,19.53,21.14,22.63,1,0
31,31,31,2021-10-02,6,0,0.5,5,1,20.0,210,156,74.29,34.21,114,48,35,31,65,39,20,6,239,116,48.54,3,0,0.0,23,5,21.74,1,0,0.0,23,0,0.0,3,0,0.0,2,0,0.0,0,0,0,9,2,22.22,2,2,11,2,5,10,63,24,38.1,0,1,18,4,22.22,85,54,63.53,34,18,52.94,5,3,60.0,56,31,16,3,0,98,67,68.37,26,22,84.62,52,44,84.62,32,17,53.13,31,22,70.97,60,39,65.0,1,0,0.0,26,21,80.77,12,13.34,1.78,15.24,21.13,20.52,11.93,0,0
32,32,32,2021-09-25,6,1,0.83,15,5,33.33,329,262,79.64,55.34,93,15,33,45,74,35,30,9,235,103,43.83,8,3,37.5,30,7,23.33,6,4,66.67,29,3,10.34,5,1,20.0,4,1,25.0,0,0,0,13,4,30.77,3,3,22,7,6,16,77,25,32.47,1,1,19,6,31.58,75,47,62.67,41,18,43.9,5,2,40.0,45,11,19,4,0,126,93,73.81,49,43,87.76,117,103,88.03,41,25,60.98,60,42,70.0,73,56,76.71,9,2,22.22,26,25,96.15,13,14.27,3.07,12.46,22.62,21.37,5.79,1,1
33,33,33,2021-09-18,6,3,1.92,11,8,72.73,363,312,85.95,52.19,84,10,32,42,73,38,28,7,230,94,40.87,4,2,50.0,33,10,30.3,4,1,25.0,21,0,0.0,8,0,0.0,1,0,0.0,0,0,0,17,5,29.41,5,8,22,1,9,17,74,27,36.49,0,1,11,4,36.36,64,37,57.81,36,15,41.67,2,2,100.0,32,17,15,1,0,124,103,83.06,64,63,98.44,132,115,87.12,45,33,73.33,48,36,75.0,65,55,84.62,5,2,40.0,23,21,91.3,7,14.4,3.49,12.4,17.08,21.91,10.14,0,2
34,34,34,2021-09-11,8,0,0.3,6,1,16.67,337,275,81.6,48.66,101,14,39,48,63,31,26,6,200,100,50.0,4,0,0.0,20,1,5.0,1,0,0.0,31,5,16.13,6,1,16.67,1,1,100.0,0,0,0,15,3,20.0,3,8,22,4,7,15,87,38,43.68,1,2,15,6,40.0,76,42,55.26,19,10,52.63,3,2,66.67,37,21,15,3,0,108,80,74.07,46,37,80.43,142,125,88.03,39,27,69.23,49,32,65.31,60,46,76.67,6,1,16.67,20,18,90.0,10,13.75,3.34,11.57,23.6,20.72,15.62,1,0
35,35,35,2021-08-29,10,0,0.96,7,1,14.29,348,297,85.34,46.25,89,31,27,31,54,31,17,6,182,85,46.7,3,0,0.0,21,4,19.05,1,1,100.0,21,1,4.76,3,0,0.0,3,0,0.0,0,0,0,13,8,61.54,6,2,14,5,7,17,71,29,40.85,1,1,16,8,50.0,55,32,58.18,24,8,33.33,4,2,50.0,48,30,14,3,0,98,73,74.49,55,47,85.45,160,152,95.0,39,24,61.54,28,15,53.57,48,31,64.58,0,0,0.0,25,24,96.0,9,15.46,3.59,11.21,18.08,20.52,14.44,0,0
36,36,36,2021-08-21,4,0,0.47,9,1,11.11,413,359,86.92,44.27,94,26,26,42,66,37,14,15,246,109,44.31,3,0,0.0,32,7,21.88,2,1,50.0,21,1,4.76,2,0,0.0,1,0,0.0,0,0,0,17,7,41.18,7,6,24,3,12,16,86,27,31.4,1,2,13,3,23.08,79,49,62.03,38,17,44.74,4,2,50.0,45,23,6,0,0,140,116,82.86,47,45,95.74,184,168,91.3,47,36,76.6,50,40,80.0,83,72,86.75,3,1,33.33,22,20,90.91,8,15.99,4.21,11.38,19.73,20.34,22.89,0,0
37,37,37,2021-08-14,4,3,1.32,13,7,53.85,266,220,82.71,41.22,87,23,38,26,87,58,23,6,253,122,48.22,5,3,60.0,19,6,31.58,7,4,57.14,25,3,12.0,2,1,50.0,2,1,50.0,0,0,0,9,2,22.22,1,5,18,9,2,16,82,33,40.24,0,2,8,2,25.0,85,51,60.0,48,26,54.17,7,3,42.86,46,32,18,3,0,99,72,72.73,36,33,91.67,111,102,91.89,52,34,65.38,33,19,57.58,50,36,72.0,0,0,0.0,18,18,100.0,8,12.9,2.49,19.55,18.62,23.37,15.18,1,2
38,38,38,2020-07-26,3,2,4.08,17,6,35.29,393,335,85.24,48.92,87,6,18,63,75,29,32,14,198,93,46.97,3,0,0.0,39,10,25.64,5,1,20.0,23,4,17.39,8,2,25.0,5,1,20.0,1,1,100,28,9,32.14,9,13,38,4,19,34,61,30,49.18,3,3,10,5,50.0,60,29,48.33,42,19,45.24,4,2,50.0,33,2,12,2,0,127,103,81.1,44,42,95.45,166,145,87.35,43,28,65.12,52,38,73.08,72,65,90.28,5,1,20.0,24,20,83.33,5,16.84,4.05,10.94,12.95,20.69,14.23,0,0
39,39,39,2020-07-21,4,0,0.04,2,0,0.0,201,144,71.64,27.1,85,24,34,27,73,51,15,7,193,78,40.41,0,0,0.0,9,2,22.22,1,0,0.0,18,0,0.0,0,0,0.0,2,0,0.0,0,0,0,3,0,0.0,1,1,8,1,3,3,57,18,31.58,4,4,26,10,38.46,62,32,51.61,26,14,53.85,2,1,50.0,55,22,14,2,0,89,53,59.55,34,31,91.18,44,32,72.73,41,17,41.46,22,4,18.18,39,17,43.59,2,0,0.0,15,14,93.33,10,13.94,2.31,20.4,16.31,20.2,22.0,1,0
40,40,40,2020-07-17,6,1,1.79,13,3,23.08,428,339,79.21,55.89,125,22,47,56,107,48,41,18,229,106,46.29,2,0,0.0,42,10,23.81,5,0,0.0,20,3,15.0,3,1,33.33,4,0,0.0,0,0,0,27,6,22.22,6,11,38,3,17,29,52,19,36.54,2,3,10,4,40.0,58,31,53.45,76,31,40.79,1,1,100.0,57,18,11,2,0,160,122,76.25,43,39,90.7,131,103,78.63,44,26,59.09,54,41,75.93,91,63,69.23,8,7,87.5,31,29,93.55,6,17.29,3.79,10.28,14.73,18.04,6.05,0,0
41,41,41,2020-07-11,6,2,3.54,12,3,25.0,277,204,73.65,43.87,112,10,36,66,82,30,37,15,196,107,54.59,2,0,0.0,34,4,11.76,4,2,50.0,22,4,18.18,2,0,0.0,7,3,42.86,2,2,100,16,8,50.0,8,10,20,2,12,20,51,29,56.86,2,1,7,4,57.14,59,36,61.02,57,30,52.63,6,4,66.67,27,15,23,1,0,120,80,66.67,29,26,89.66,76,58,76.32,32,19,59.38,45,26,57.78,62,45,72.58,4,3,75.0,29,27,93.1,4,16.97,2.66,11.55,12.18,19.97,7.63,1,2
42,42,42,2020-07-07,2,2,1.28,9,5,55.56,334,269,80.54,38.47,125,15,40,70,92,36,31,25,248,135,54.44,2,0,0.0,33,3,9.09,3,1,33.33,28,5,17.86,4,1,25.0,8,2,25.0,0,0,0,17,6,35.29,6,9,22,1,12,16,67,25,37.31,0,1,12,3,25.0,85,53,62.35,68,39,57.35,4,4,100.0,32,9,11,2,0,122,82,67.21,61,60,98.36,100,86,86.0,45,25,55.56,46,30,65.22,60,41,68.33,0,0,0.0,23,20,86.96,9,17.12,3.44,13.47,15.11,20.56,19.22,1,2
43,43,43,2020-07-04,4,0,0.46,6,3,50.0,279,235,84.23,31.33,96,29,29,38,81,37,26,18,167,84,50.3,4,2,50.0,14,2,14.29,1,0,0.0,18,2,11.11,3,0,0.0,4,2,50.0,0,0,0,9,2,22.22,2,2,12,1,6,7,35,17,48.57,2,3,21,9,42.86,69,40,57.97,37,16,43.24,14,7,50.0,44,23,12,2,0,95,75,78.95,54,50,92.59,84,71,84.52,33,23,69.7,30,20,66.67,50,37,74.0,6,4,66.67,16,11,68.75,6,16.72,3.53,11.83,22.89,18.74,23.22,0,0
44,44,44,2020-06-28,6,1,0.54,7,0,0.0,380,280,73.68,47.12,135,14,54,67,103,44,38,21,251,114,45.42,5,0,0.0,32,3,9.38,6,1,16.67,19,4,21.05,5,3,60.0,2,1,50.0,0,0,0,19,5,26.32,4,9,25,1,13,9,56,19,33.93,1,3,12,7,58.33,82,48,58.54,68,28,41.18,3,1,33.33,39,11,18,3,0,149,98,65.77,59,50,84.75,126,98,77.78,78,42,53.85,51,30,58.82,82,56,68.29,1,1,100.0,28,26,92.86,5,17.69,3.28,20.53,19.24,21.76,8.25,1,0
45,45,45,2020-06-25,3,0,1.37,9,4,44.44,298,214,71.81,45.66,143,19,54,70,97,39,40,18,218,106,48.62,2,0,0.0,37,2,5.41,1,0,0.0,25,6,24.0,7,5,71.43,6,1,16.67,0,0,0,21,6,28.57,5,6,28,1,14,13,47,25,53.19,0,1,10,5,50.0,55,34,61.82,78,35,44.87,5,3,60.0,24,23,15,0,0,132,78,59.09,34,31,91.18,93,74,79.57,56,27,48.21,50,32,64.0,63,43,68.25,2,1,50.0,38,32,84.21,5,15.93,2.48,18.79,14.3,21.29,11.46,0,0
46,46,46,2020-06-20,6,1,1.49,7,4,57.14,229,158,69.0,34.55,113,22,32,59,78,36,27,15,202,85,42.08,1,0,0.0,30,2,6.67,3,1,33.33,25,4,16.0,2,1,50.0,3,1,33.33,0,0,0,13,4,30.77,5,5,24,4,10,20,67,26,38.81,1,1,15,2,13.33,57,27,47.37,43,19,44.19,8,5,62.5,55,23,15,0,0,99,67,67.68,37,30,81.08,55,37,67.27,50,28,56.0,37,28,75.68,65,46,70.77,2,2,100.0,29,23,79.31,12,14.06,2.01,21.83,15.43,21.39,11.41,1,1
47,47,47,2020-03-07,2,0,0.61,10,4,40.0,436,344,78.9,51.38,121,18,21,82,104,43,38,23,262,124,47.33,3,1,33.33,38,7,18.42,3,1,33.33,24,2,8.33,8,1,12.5,2,1,50.0,0,0,0,20,5,25.0,6,12,31,2,14,26,68,24,35.29,1,1,9,3,33.33,96,55,57.29,66,33,50.0,4,3,75.0,45,18,16,4,0,158,110,69.62,74,68,91.89,145,127,87.59,38,19,50.0,59,40,67.8,79,64,81.01,2,2,100.0,24,18,75.0,6,17.11,3.73,8.72,18.82,20.06,6.36,0,0
48,48,48,2020-02-29,8,3,1.87,13,5,38.46,289,209,72.32,34.08,121,35,34,52,100,58,30,12,178,101,56.74,3,1,33.33,26,11,42.31,2,1,50.0,23,1,4.35,3,0,0.0,2,1,50.0,0,0,0,11,4,36.36,5,4,20,6,8,20,49,20,40.82,5,0,7,1,14.29,59,42,71.19,35,20,57.14,5,5,100.0,58,36,4,0,0,132,74,56.06,47,46,97.87,62,49,79.03,49,27,55.1,38,21,55.26,66,39,59.09,4,2,50.0,19,14,73.68,14,15.11,2.75,16.96,17.33,19.27,28.07,1,2
49,49,49,2020-02-23,2,0,0.38,6,2,33.33,381,297,77.95,39.28,130,22,34,74,97,39,40,18,205,90,43.9,2,1,50.0,30,2,6.67,1,1,100.0,22,2,9.09,5,0,0.0,1,0,0.0,0,0,0,17,3,17.65,3,7,23,4,9,15,63,13,20.63,1,3,23,10,43.48,78,41,52.56,31,20,64.52,10,4,40.0,47,13,15,1,0,122,85,69.67,72,64,88.89,114,91,79.82,51,30,58.82,55,38,69.09,61,45,73.77,3,0,0.0,21,18,85.71,14,17.99,3.89,13.39,21.61,19.77,9.52,0,0
50,50,50,2020-02-08,2,1,0.49,5,2,40.0,291,208,71.48,33.99,113,23,46,44,98,54,35,9,202,85,42.08,2,0,0.0,21,2,9.52,2,1,50.0,17,2,11.76,2,1,50.0,0,0,0.0,0,0,0,10,3,30.0,4,4,15,3,5,14,37,18,48.65,2,1,11,3,27.27,61,33,54.1,46,12,26.09,2,0,0.0,58,11,12,2,0,124,67,54.03,52,49,94.23,75,59,78.67,45,21,46.67,45,20,44.44,63,33,52.38,0,0,0.0,22,19,86.36,11,16.6,3.13,15.46,17.73,19.55,13.96,0,1
51,51,51,2020-02-01,2,2,0.93,11,2,18.18,313,247,78.91,41.19,119,16,53,50,104,48,46,10,279,111,39.78,4,0,0.0,26,4,15.38,1,0,0.0,23,7,30.43,4,2,50.0,6,3,50.0,0,0,0,4,1,25.0,2,7,11,1,2,8,74,23,31.08,0,3,10,5,50.0,66,35,53.03,70,33,47.14,4,0,0.0,40,19,17,2,0,130,93,71.54,52,46,88.46,82,70,85.37,45,29,64.44,48,33,68.75,67,46,68.66,2,1,50.0,21,16,76.19,8,17.05,3.04,14.38,16.79,19.21,9.5,1,0
52,52,52,2020-01-21,6,1,1.47,6,3,50.0,278,208,74.82,35.17,125,34,37,54,72,34,31,7,276,140,50.72,1,0,0.0,23,4,17.39,0,0,0.0,20,2,10.0,3,0,0.0,2,0,0.0,0,0,0,14,6,42.86,7,4,19,3,10,10,63,36,57.14,3,2,13,5,38.46,106,68,64.15,69,26,37.68,5,2,40.0,53,37,17,2,0,109,72,66.06,48,44,91.67,80,61,76.25,45,24,53.33,49,27,55.1,53,40,75.47,3,2,66.67,24,16,66.67,11,15.2,2.55,16.19,13.69,21.04,10.56,0,0
53,53,53,2020-01-18,6,0,1.67,14,2,14.29,303,234,77.23,46.61,129,16,37,76,102,32,40,30,272,133,48.9,4,0,0.0,32,8,25.0,3,1,33.33,25,3,12.0,3,0,0.0,4,1,25.0,1,0,0,26,10,38.46,9,9,33,6,17,25,77,31,40.26,2,0,15,5,33.33,71,37,52.11,55,33,60.0,6,3,50.0,39,12,12,2,0,112,84,75.0,59,55,93.22,93,67,72.04,48,35,72.92,55,39,70.91,71,60,84.51,2,1,50.0,22,19,86.36,9,13.42,2.91,15.84,18.1,21.59,9.59,1,1
54,54,54,2020-01-12,6,3,2.33,17,6,35.29,388,308,79.38,44.12,127,31,44,52,101,51,39,11,266,136,51.13,5,0,0.0,22,8,36.36,15,6,40.0,16,3,18.75,5,2,40.0,1,0,0.0,0,0,0,13,5,38.46,5,11,23,5,8,26,56,22,39.29,6,0,11,1,9.09,85,55,64.71,83,40,48.19,3,1,33.33,48,23,13,1,0,147,97,65.99,74,73,98.65,110,89,80.91,56,34,60.71,64,32,50.0,89,63,70.79,7,3,42.86,16,13,81.25,11,17.05,3.66,14.43,16.54,20.47,9.49,0,2
55,55,55,2020-01-01,2,2,0.63,9,3,33.33,325,261,80.31,35.13,100,22,27,51,65,33,24,8,190,77,40.53,3,0,0.0,25,8,32.0,0,0,0.0,22,1,4.55,4,1,25.0,0,0,0.0,0,0,0,8,2,25.0,2,10,18,4,3,18,55,15,27.27,1,1,14,4,28.57,59,28,47.46,43,24,55.81,3,1,33.33,51,19,11,3,1,124,84,67.74,48,46,95.83,93,80,86.02,54,24,44.44,58,31,53.45,52,34,65.38,2,1,50.0,17,13,76.47,11,17.1,3.22,16.62,18.55,20.6,15.55,1,2
56,56,56,2019-12-28,6,3,3.46,18,6,33.33,408,337,82.6,51.33,102,14,25,63,92,42,29,21,191,101,52.88,8,1,12.5,27,8,29.63,11,4,36.36,20,5,25.0,6,3,50.0,2,2,100.0,1,1,100,19,7,36.84,7,9,27,6,13,26,51,26,50.98,1,0,9,2,22.22,58,34,58.62,41,23,56.1,5,2,40.0,41,24,16,4,1,135,95,70.37,63,60,95.24,143,123,86.01,59,38,64.41,55,37,67.27,69,55,79.71,9,6,66.67,19,15,78.95,3,15.83,3.89,14.46,16.77,20.49,7.68,1,2
57,57,57,2019-12-26,6,1,0.68,5,1,20.0,359,282,78.55,46.65,130,27,41,62,107,54,44,9,211,109,51.66,2,0,0.0,20,3,15.0,2,0,0.0,22,0,0.0,1,0,0.0,4,0,0.0,0,0,0,9,3,33.33,2,4,15,6,4,9,61,21,34.43,2,1,11,5,45.45,52,37,71.15,60,29,48.33,4,2,50.0,47,19,8,3,0,132,84,63.64,45,42,93.33,114,96,84.21,63,35,55.56,60,39,65.0,78,51,65.38,4,2,50.0,24,19,79.17,9,14.75,3.32,17.55,18.55,21.1,13.6,0,1
58,58,58,2019-12-22,6,2,1.9,11,3,27.27,292,223,76.37,34.68,106,15,35,56,90,41,28,21,218,97,44.5,3,1,33.33,30,4,13.33,4,1,25.0,27,5,18.52,3,1,33.33,3,2,66.67,1,1,100,10,4,40.0,3,6,17,4,4,20,57,23,40.35,5,0,17,8,47.06,84,46,54.76,30,16,53.33,6,5,83.33,48,11,16,3,0,107,71,66.36,45,39,86.67,77,67,87.01,43,22,51.16,34,22,64.71,61,39,63.93,5,2,40.0,20,17,85.0,11,17.89,2.81,14.73,14.9,19.69,9.15,1,2
59,59,59,2019-12-14,6,0,0.82,7,2,28.57,282,206,73.05,37.98,110,36,31,43,103,54,36,13,216,106,49.07,3,0,0.0,22,5,22.73,3,0,0.0,26,2,7.69,3,0,0.0,2,1,50.0,0,0,0,5,2,40.0,2,7,19,5,3,15,54,19,35.19,5,2,13,5,38.46,80,54,67.5,41,14,34.15,9,6,66.67,59,26,5,1,0,122,77,63.11,37,34,91.89,78,62,79.49,47,22,46.81,49,25,51.02,63,36,57.14,5,3,60.0,15,12,80.0,11,13.46,2.69,16.67,15.93,20.21,19.36,0,0
60,60,60,2019-12-07,6,0,1.11,12,3,25.0,345,271,78.55,49.22,120,13,39,68,102,42,43,17,250,121,48.4,6,0,0.0,40,5,12.5,2,2,100.0,29,4,13.79,6,1,16.67,6,3,50.0,0,0,0,19,6,31.58,4,8,23,3,12,15,77,33,42.86,1,0,4,0,0.0,79,47,59.49,55,22,40.0,5,0,0.0,36,20,15,4,0,117,75,64.1,63,58,92.06,102,84,82.35,64,40,62.5,58,32,55.17,69,54,78.26,5,5,100.0,27,24,88.89,8,15.39,3.08,18.55,20.43,21.36,6.19,1,1
61,61,61,2019-12-04,3,0,0.24,3,1,33.33,326,253,77.61,42.15,136,26,34,76,99,35,46,18,195,84,43.08,2,1,50.0,21,2,9.52,6,1,16.67,19,0,0.0,2,0,0.0,4,0,0.0,0,0,0,19,8,42.11,6,5,21,2,12,14,54,20,37.04,1,2,11,4,36.36,59,26,44.07,50,22,44.0,6,4,66.67,50,20,16,2,0,108,74,68.52,46,42,91.3,109,89,81.65,61,37,60.66,53,34,64.15,61,43,70.49,4,0,0.0,27,21,77.78,4,15.62,3.26,18.71,20.79,19.83,10.51,0,0
62,62,62,2019-11-30,7,1,1.17,6,3,50.0,300,203,67.67,35.32,142,44,48,50,90,44,33,13,185,86,46.49,2,1,50.0,25,4,16.0,7,0,0.0,20,2,10.0,7,1,14.29,3,1,33.33,0,0,0,12,4,33.33,4,6,15,1,9,10,48,17,35.42,4,2,10,6,60.0,77,40,51.95,31,18,58.06,1,1,100.0,61,35,10,0,0,127,73,57.48,50,45,90.0,69,49,71.01,51,19,37.25,37,18,48.65,77,44,57.14,6,3,50.0,27,21,77.78,7,17.75,2.48,17.0,17.43,20.28,13.63,0,0
63,63,63,2019-11-23,7,0,1.01,13,4,30.77,401,322,80.3,63.29,116,19,42,55,98,41,39,18,199,108,54.27,7,2,28.57,28,6,21.43,6,1,16.67,25,3,12.0,7,1,14.29,7,1,14.29,0,0,0,29,10,34.48,7,6,31,9,15,23,60,34,56.67,1,3,10,5,50.0,44,27,61.36,58,30,51.72,1,1,100.0,30,12,15,1,0,136,93,68.38,60,58,96.67,135,115,85.19,62,35,56.45,47,29,61.7,68,49,72.06,9,3,33.33,27,26,96.3,3,15.96,3.71,15.46,19.56,20.99,5.92,1,0
64,64,64,2019-11-08,7,2,1.68,12,2,16.67,308,243,78.9,33.68,111,37,36,38,84,44,24,16,222,109,49.1,5,0,0.0,23,7,30.43,10,2,20.0,20,3,15.0,4,1,25.0,1,0,0.0,0,0,0,8,4,50.0,3,4,15,5,2,13,76,33,43.42,0,0,17,5,29.41,101,55,54.46,22,9,40.91,9,4,44.44,61,34,13,3,1,121,87,71.9,53,50,94.34,83,68,81.93,42,23,54.76,35,20,57.14,64,38,59.38,6,1,16.67,13,11,84.62,8,15.98,2.91,13.64,17.27,19.06,12.1,0,2
65,65,65,2019-11-02,7,1,1.55,9,3,33.33,372,312,83.87,32.71,100,14,29,57,88,36,29,23,184,83,45.11,4,0,0.0,32,6,18.75,3,0,0.0,10,2,20.0,1,1,100.0,2,1,50.0,1,1,100,15,7,46.67,6,6,17,1,7,14,65,19,29.23,0,2,14,10,71.43,70,43,61.43,20,10,50.0,7,3,42.86,37,16,8,4,0,119,93,78.15,61,56,91.8,129,115,89.15,37,28,75.68,48,35,72.92,78,67,85.9,1,0,0.0,16,14,87.5,6,19.47,4.09,9.95,20.23,20.97,19.7,1,0
66,66,66,2019-10-26,7,0,0.71,9,3,33.33,336,266,79.17,44.42,114,17,32,65,89,40,33,16,193,89,46.11,5,2,40.0,34,5,14.71,4,1,25.0,20,2,10.0,5,2,40.0,2,1,50.0,0,0,0,17,4,23.53,3,2,21,1,12,10,60,22,36.67,3,0,14,5,35.71,60,37,61.67,34,16,47.06,3,3,100.0,50,23,16,5,0,128,90,70.31,54,48,88.89,116,97,83.62,51,34,66.67,53,33,62.26,71,60,84.51,2,1,50.0,18,16,88.89,4,14.43,3.33,15.18,21.6,23.03,13.17,1,1
67,67,67,2019-10-19,7,1,0.83,7,2,28.57,296,227,76.69,35.63,113,40,39,34,109,64,39,6,219,119,54.34,3,1,33.33,9,3,33.33,8,2,25.0,18,0,0.0,2,0,0.0,2,0,0.0,0,0,0,4,1,25.0,1,6,15,4,3,10,50,22,44.0,1,1,12,3,25.0,85,56,65.88,42,23,54.76,0,0,0.0,69,45,8,3,0,123,79,64.23,51,50,98.04,65,53,81.54,52,22,42.31,40,22,55.0,64,40,62.5,7,6,85.71,15,12,80.0,8,14.34,2.99,17.57,17.75,20.51,15.33,0,1
68,68,68,2019-10-05,7,0,1.2,7,2,28.57,339,248,73.16,41.84,132,29,41,62,93,49,33,11,191,92,48.17,3,0,0.0,22,2,9.09,4,2,50.0,23,3,13.04,7,1,14.29,1,1,100.0,0,0,0,17,5,29.41,4,3,16,2,10,12,57,20,35.09,2,0,7,3,42.86,53,34,64.15,51,24,47.06,1,1,100.0,42,27,7,0,0,136,82,60.29,52,47,90.38,102,79,77.45,60,28,46.67,51,29,56.86,66,43,65.15,3,0,0.0,16,13,81.25,7,14.82,3.32,17.7,17.15,20.97,28.38,1,1
69,69,69,2019-09-28,10,0,0.77,14,4,28.57,614,543,88.44,59.53,91,12,41,38,89,22,50,17,219,88,40.18,4,1,25.0,39,11,28.21,0,0,0.0,19,3,15.79,6,2,33.33,3,0,0.0,0,0,0,18,9,50.0,8,11,30,1,9,19,84,25,29.76,1,2,6,3,50.0,60,31,51.67,35,18,51.43,3,2,66.67,35,8,6,1,0,165,129,78.18,95,91,95.79,233,210,90.13,47,24,51.06,82,59,71.95,79,69,87.34,4,1,25.0,32,29,90.63,6,18.53,5.85,7.65,17.33,18.08,8.73,0,0
70,70,70,2019-09-21,2,0,0.33,5,4,80.0,315,264,83.81,32.19,94,28,39,27,63,32,22,9,175,71,40.57,1,1,100.0,12,3,25.0,3,1,33.33,19,0,0.0,4,0,0.0,2,0,0.0,0,0,0,0,0,0.0,0,4,8,1,0,5,54,14,25.93,1,8,27,12,44.44,67,38,56.72,23,7,30.43,2,1,50.0,53,17,9,2,0,103,70,67.96,60,56,93.33,103,97,94.17,43,19,44.19,27,15,55.56,49,32,65.31,4,1,25.0,15,14,93.33,10,17.21,3.62,13.65,16.31,19.81,19.87,0,0
71,71,71,2019-09-15,2,2,2.96,30,9,30.0,502,449,89.44,50.84,75,8,16,51,92,38,22,32,167,88,52.69,16,5,31.25,48,23,47.92,6,2,33.33,15,4,26.67,7,4,57.14,1,0,0.0,1,1,100,19,8,42.11,7,19,40,6,13,33,54,29,53.7,1,2,7,4,57.14,71,38,53.52,19,11,57.89,4,3,75.0,35,6,14,3,0,116,101,87.07,67,66,98.51,233,211,90.56,29,20,68.97,60,54,90.0,100,83,83.0,7,4,57.14,10,9,90.0,6,17.89,5.46,5.78,21.83,20.95,8.1,1,1
72,72,72,2019-08-31,11,1,1.73,10,3,30.0,478,393,82.22,47.57,118,23,36,59,99,46,41,12,278,136,48.92,5,1,20.0,23,5,21.74,5,2,40.0,20,3,15.0,5,1,20.0,1,0,0.0,0,0,0,8,3,37.5,4,8,19,3,4,14,75,27,36.0,0,1,12,6,50.0,102,64,62.75,49,24,48.98,7,3,42.86,41,9,11,3,0,157,106,67.52,71,64,90.14,174,157,90.23,55,28,50.91,66,34,51.52,88,69,78.41,4,3,75.0,17,16,94.12,7,18.7,4.93,11.51,18.02,20.05,12.84,0,1
73,73,73,2019-08-24,13,1,1.48,18,3,16.67,439,370,84.28,53.29,100,11,25,64,87,26,44,17,214,87,40.65,5,0,0.0,38,12,31.58,2,1,50.0,25,5,20.0,8,2,25.0,4,2,50.0,0,0,0,23,6,26.09,6,18,43,2,13,28,62,23,37.1,1,3,14,9,64.29,72,34,47.22,42,14,33.33,8,2,25.0,32,12,12,1,0,158,123,77.85,71,67,94.37,155,133,85.81,41,21,51.22,69,54,78.26,102,89,87.25,9,4,44.44,15,15,100.0,4,16.97,4.03,9.34,18.14,21.59,7.38,1,0
74,74,74,2019-08-17,3,0,1.14,10,2,20.0,348,275,79.02,52.94,127,27,40,60,87,30,39,18,309,163,52.75,4,1,25.0,33,4,12.12,3,1,33.33,28,4,14.29,7,3,42.86,3,0,0.0,0,0,0,15,4,26.67,4,11,28,0,9,21,85,28,32.94,1,1,10,2,20.0,114,85,74.56,67,30,44.78,2,0,0.0,41,19,10,3,0,127,89,70.08,59,55,93.22,107,89,83.18,47,28,59.57,50,35,70.0,57,46,80.7,6,2,33.33,38,33,86.84,8,14.86,3.03,13.51,16.55,20.66,6.42,0,0
