,Unnamed: 0,Unnamed: 0.2,Date,Scheme,Goals,xG,Shots,Shots on Target,Shot Accuracy,Passes,Passes on Target,Pass Accuracy,"Possession, %",Losses,Low Losses,Medium Losses,High Losses,Recoveries,Low Recoveries,Medium Recoveries,High Recoveries,Duels,Duels won,Duel win %,Shots from outside,Shots from outside on target,Shots from outside accuracy,Positional attacks,Positional attacks with shots,Positional attacks with shots %,Counterattacks,Counterattacks with shots,Counterattacks with shots %,Set pieces,Set pieces with shots,Set pieces with shots %,Corners,Corners with shots,Corners with shots %,Free kicks,Free kicks with shots,Free kicks with shots %,Penalties,Penalties converted,Penalties converted %,Crosses,Crosses accurate,Crosses accurate %,Deep completed crosses,Deep completed passes,Penalty area entries (runs / crosses),Penalty area entries runs,Penalty area entries crosses,Touches in penalty area,Offensive duels,Offensive duels won,Offensive duels won %,Offsides,Conceded goals,Shots against,Shots against on target,Shots against on target %,Defensive duels,Defensive duels won,Defensive duels won %,Aerial duels,Aerial duels won,Aerial duels won %,Sliding tackles,Sliding tackles successful,Sliding tackles successful %,Interceptions,Clearances,Fouls,Yellow cards,Red cards,Forward passes,Forward passes accurate,Forward passes accurate %,Back passes,Back passes accurate,Back passes accurate %,Lateral passes,Lateral passes accurate,Lateral passes accurate %,Long passes,Long passes accurate,Long passes accurate %,Passes to final third,Passes to final third accurate,Passes to final third accurate %,Progressive passes,Progressive passes accurate,Progressive passes accurate %,Smart passes,Smart passes accurate,Smart passes accurate %,Throw ins,Throw ins accurate,Throw ins accurate %,Goal kicks,Match tempo,Average passes per possession,Long pass %,Average shot distance,Average pass length,PPDA,Home,Win
75,75,75,2020-12-26,3,0,1.0,12,6,50.0,447,371,83.0,64.13,104,13,40,51,90,37,34,19,240,102,42.5,7,4,57.14,35,7,20.0,1,0,0.0,25,3,12.0,4,2,50.0,4,0,0.0,0,0,0,24,5,20.83,5,12,34,4,14,23,81,36,44.44,2,3,18,9,50.0,72,33,45.83,45,17,37.78,2,1,50.0,34,10,17,4,0,175,138,78.86,61,56,91.8,133,114,85.71,39,20,51.28,48,33,68.75,64,51,79.69,1,1,100.0,17,16,94.12,6,15.8,4.56,8.72,19.93,16.75,6.08,0,0
76,76,76,2020-12-19,3,0,0.39,5,3,60.0,354,274,77.4,38.17,92,11,38,43,74,27,37,10,158,83,52.53,1,1,100.0,25,3,12.0,2,0,0.0,20,2,10.0,5,1,20.0,4,1,25.0,0,0,0,8,2,25.0,2,5,15,4,2,14,58,25,43.1,7,7,12,7,58.33,48,35,72.92,30,12,40.0,2,2,100.0,38,9,5,1,0,122,82,67.21,60,53,88.33,112,97,86.61,53,30,56.6,41,26,63.41,74,52,70.27,5,3,60.0,13,12,92.31,6,16.7,3.73,14.97,21.48,21.18,21.72,1,0
77,77,77,2020-12-16,3,1,1.32,8,2,25.0,378,318,84.13,48.71,100,16,33,51,76,28,37,11,244,132,54.1,1,0,0.0,36,6,16.67,2,1,50.0,19,1,5.26,3,1,33.33,3,0,0.0,0,0,0,13,4,30.77,3,6,25,8,7,19,82,34,41.46,0,1,10,2,20.0,79,57,72.15,53,28,52.83,4,2,50.0,36,17,12,2,1,130,100,76.92,59,54,91.53,126,109,86.51,35,23,65.71,43,30,69.77,66,51,77.27,7,3,42.86,20,19,95.0,12,15.37,3.94,9.26,13.48,18.15,11.52,0,1
78,78,78,2020-12-13,3,1,2.38,16,6,37.5,327,268,81.96,41.59,100,29,32,39,67,32,25,10,197,91,46.19,6,2,33.33,27,3,11.11,3,2,66.67,21,9,42.86,4,3,75.0,7,4,57.14,0,0,0,11,1,9.09,0,9,18,5,5,20,80,24,30.0,4,1,13,7,53.85,61,38,62.3,34,20,58.82,1,0,0.0,54,19,15,1,0,129,97,75.19,43,42,97.67,116,102,87.93,38,27,71.05,42,35,83.33,79,51,64.56,3,1,33.33,22,21,95.45,8,17.89,3.17,11.62,15.98,19.91,13.1,1,1
79,79,79,2020-12-06,3,5,2.32,17,7,41.18,469,423,90.19,50.66,66,16,17,33,57,16,27,14,212,96,45.28,4,1,25.0,31,13,41.94,0,0,0.0,21,4,19.05,6,2,33.33,1,0,0.0,0,0,0,11,3,27.27,4,16,27,5,6,25,73,28,38.36,3,1,9,4,44.44,73,43,58.9,34,15,44.12,5,1,20.0,33,15,16,2,0,138,115,83.33,69,66,95.65,187,179,95.72,24,15,62.5,45,36,80.0,52,37,71.15,5,2,40.0,11,10,90.91,4,18.42,5.72,5.12,15.73,17.71,12.68,0,2
80,80,80,2020-11-27,6,0,1.19,12,3,25.0,466,409,87.77,56.03,91,14,34,43,76,38,30,8,245,115,46.94,4,1,25.0,22,6,27.27,3,1,33.33,20,4,20.0,7,2,28.57,1,0,0.0,0,0,0,21,10,47.62,9,14,26,5,9,25,97,36,37.11,0,2,12,7,58.33,57,42,73.68,43,25,58.14,4,1,25.0,43,10,9,2,0,161,132,81.99,61,58,95.08,154,142,92.21,41,28,68.29,58,44,75.86,90,71,78.89,5,3,60.0,21,19,90.48,4,16.99,5.07,8.8,16.27,20.02,12.94,1,0
81,81,81,2020-11-23,3,0,1.27,12,5,41.67,441,357,80.95,56.95,125,19,48,58,92,29,48,15,234,104,44.44,7,2,28.57,33,8,24.24,1,0,0.0,26,4,15.38,7,1,14.29,3,1,33.33,0,0,0,17,4,23.53,3,13,30,2,10,18,87,32,36.78,2,1,10,3,30.0,49,35,71.43,36,14,38.89,1,1,100.0,26,14,9,0,0,166,116,69.88,74,70,94.59,117,100,85.47,47,20,42.55,49,30,61.22,68,49,72.06,5,2,40.0,28,26,92.86,5,15.74,3.8,10.66,21.26,17.71,20.71,0,0
82,82,82,2020-11-07,2,4,1.35,11,7,63.64,297,238,80.13,34.93,115,32,46,37,82,43,32,7,227,107,47.14,3,2,66.67,19,5,26.32,6,1,16.67,27,4,14.81,3,1,33.33,2,0,0.0,0,0,0,7,0,0.0,0,9,16,7,2,15,101,42,41.58,1,1,9,3,33.33,52,31,59.62,39,17,43.59,0,0,0.0,70,28,9,0,0,127,96,75.59,38,35,92.11,61,53,86.89,42,25,59.52,30,23,76.67,59,34,57.63,3,2,66.67,17,14,82.35,9,16.62,2.7,14.14,17.5,18.44,22.11,1,2
83,83,83,2020-10-30,10,0,0.46,10,2,20.0,492,442,89.84,55.81,82,18,23,41,52,18,20,14,168,62,36.9,5,2,40.0,23,5,21.74,0,0,0.0,28,3,10.71,6,1,16.67,3,1,33.33,0,0,0,14,4,28.57,4,11,21,2,7,14,80,28,35.0,2,2,17,6,35.29,42,16,38.1,26,10,38.46,4,0,0.0,48,12,4,2,1,150,130,86.67,68,64,94.12,174,156,89.66,24,16,66.67,59,46,77.97,57,44,77.19,5,2,40.0,11,11,100.0,11,17.29,6.15,4.88,20.27,16.55,12.44,0,0
84,84,84,2020-10-24,3,2,2.19,12,9,75.0,287,241,83.97,34.98,82,28,27,27,52,29,16,7,213,100,46.95,3,2,66.67,17,6,35.29,2,1,50.0,28,4,14.29,4,1,25.0,2,0,0.0,0,0,0,9,3,33.33,4,7,17,4,3,20,72,33,45.83,2,1,17,4,23.53,85,48,56.47,13,6,46.15,7,4,57.14,48,24,11,1,0,107,84,78.5,44,41,93.18,97,82,84.54,38,20,52.63,35,21,60.0,48,33,68.75,5,4,80.0,22,16,72.73,14,16.22,2.93,13.24,13.0,19.63,22.4,0,2
85,85,85,2020-10-18,3,1,0.76,1,1,100.0,248,194,78.23,36.02,89,16,41,32,71,47,20,4,233,106,45.49,0,0,0.0,11,0,0.0,4,0,0.0,29,0,0.0,2,0,0.0,1,0,0.0,1,1,100,11,2,18.18,3,1,8,0,6,2,78,25,32.05,1,1,17,3,17.65,69,40,57.97,43,22,51.16,0,0,0.0,29,19,13,3,0,111,77,69.37,43,41,95.35,53,47,88.68,31,16,51.61,33,19,57.58,55,35,63.64,2,1,50.0,12,10,83.33,17,14.82,2.76,12.5,10.5,20.26,21.25,1,1
86,86,86,2020-10-03,3,0,0.2,4,0,0.0,255,205,80.39,32.92,86,19,35,32,56,27,21,8,189,73,38.62,3,0,0.0,20,3,15.0,2,0,0.0,28,1,3.57,5,0,0.0,4,1,25.0,0,0,0,11,2,18.18,3,5,13,0,6,7,78,33,42.31,0,4,16,6,37.5,55,21,38.18,31,12,38.71,5,2,40.0,42,14,12,0,0,95,66,69.47,39,34,87.18,83,75,90.36,25,10,40.0,34,22,64.71,47,33,70.21,4,2,50.0,26,23,88.46,8,14.98,2.58,9.8,20.72,18.18,23.15,0,0
87,87,87,2020-09-26,3,1,0.73,8,1,12.5,344,277,80.52,44.49,89,16,21,52,86,33,31,22,255,141,55.29,4,0,0.0,33,1,3.03,1,0,0.0,27,7,25.93,7,4,57.14,6,2,33.33,0,0,0,19,4,21.05,4,5,19,1,8,12,86,37,43.02,1,2,8,5,62.5,90,68,75.56,43,19,44.19,4,2,50.0,40,12,13,3,0,132,112,84.85,48,43,89.58,118,90,76.27,33,18,54.55,48,40,83.33,71,58,81.69,2,1,50.0,14,12,85.71,5,16.7,3.37,9.59,17.0,20.59,11.33,1,0
88,88,88,2020-09-19,3,3,1.82,14,5,35.71,207,141,68.12,28.99,116,37,42,37,76,43,22,11,221,101,45.7,5,1,20.0,14,6,42.86,6,1,16.67,22,6,27.27,3,2,66.67,3,0,0.0,1,1,100,4,1,25.0,1,5,11,6,2,14,80,28,35.0,2,1,15,4,26.67,84,43,51.19,28,17,60.71,5,2,40.0,77,34,10,1,0,97,57,58.76,29,28,96.55,33,26,78.79,41,14,34.15,27,16,59.26,44,19,43.18,6,4,66.67,14,12,85.71,7,13.75,1.92,19.81,17.74,19.23,14.96,0,2
89,89,89,2020-09-12,3,1,1.0,6,4,66.67,194,126,64.95,32.97,123,22,47,54,112,51,57,4,266,111,41.73,0,0,0.0,29,0,0.0,2,2,100.0,23,4,17.39,7,2,28.57,3,2,66.67,0,0,0,9,2,22.22,1,1,10,2,4,10,98,20,20.41,4,0,9,5,55.56,77,49,63.64,59,25,42.37,5,1,20.0,56,24,14,2,0,112,67,59.82,23,21,91.3,43,29,67.44,47,21,44.68,46,28,60.87,56,38,67.86,5,1,20.0,33,27,81.82,6,12.2,1.66,24.23,11.32,24.63,13.63,1,2
90,90,90,2020-07-26,3,1,0.86,8,2,25.0,385,321,83.38,51.02,112,24,35,53,94,42,34,18,232,108,46.55,3,1,33.33,30,2,6.67,0,0,0.0,22,6,27.27,7,4,57.14,3,1,33.33,0,0,0,17,8,47.06,4,8,27,1,9,17,98,39,39.8,1,1,7,2,28.57,67,40,59.7,35,18,51.43,3,2,66.67,30,17,11,3,0,137,97,70.8,51,49,96.08,153,144,94.12,37,21,56.76,53,38,71.7,73,58,79.45,3,1,33.33,30,26,86.67,4,14.99,3.6,9.61,15.53,20.74,13.0,1,1
91,91,91,2020-07-20,3,0,0.51,6,3,50.0,391,322,82.35,47.6,116,20,48,48,83,35,39,9,201,91,45.27,3,2,66.67,31,5,16.13,1,0,0.0,20,0,0.0,2,0,0.0,7,0,0.0,0,0,0,8,4,50.0,4,2,17,4,7,11,71,27,38.03,1,2,9,6,66.67,73,38,52.05,35,14,40.0,0,0,0.0,41,16,15,1,0,154,104,67.53,67,62,92.54,125,116,92.8,53,25,47.17,44,27,61.36,61,42,68.85,1,0,0.0,29,28,96.55,8,17.46,3.65,13.55,21.3,18.77,12.92,0,0
92,92,92,2020-07-16,3,0,0.98,13,5,38.46,404,336,83.17,39.72,114,23,32,59,86,33,37,16,163,73,44.79,5,2,40.0,27,7,25.93,5,1,20.0,25,4,16.0,2,2,100.0,2,0,0.0,0,0,0,9,6,66.67,5,9,24,7,7,23,67,31,46.27,1,2,17,5,29.41,61,32,52.46,17,5,29.41,6,2,33.33,52,18,10,1,0,150,104,69.33,49,45,91.84,139,126,90.65,38,23,60.53,45,25,55.56,59,47,79.66,3,1,33.33,21,20,95.24,11,18.36,4.0,9.41,18.43,19.04,21.1,1,0
93,93,93,2020-07-12,10,0,1.7,9,5,55.56,369,308,83.47,54.73,107,20,30,57,80,39,32,9,228,115,50.44,0,0,0.0,26,6,23.08,6,0,0.0,27,3,11.11,1,0,0.0,6,1,16.67,0,0,0,17,4,23.53,3,8,23,6,7,23,79,39,49.37,0,2,11,10,90.91,77,42,54.55,40,21,52.5,5,3,60.0,34,10,20,4,1,129,101,78.29,40,40,100.0,150,125,83.33,40,26,65.0,50,33,66.0,67,57,85.07,5,2,40.0,18,16,88.89,4,15.09,3.51,10.84,12.49,19.61,6.19,0,0
94,94,94,2020-07-07,4,2,1.53,13,3,23.08,347,285,82.13,46.85,101,17,30,54,85,33,38,14,245,107,43.67,4,1,25.0,44,9,20.45,1,0,0.0,21,4,19.05,7,2,28.57,3,2,66.67,0,0,0,19,4,21.05,5,12,28,0,13,18,80,25,31.25,1,3,13,6,46.15,61,35,57.38,65,32,49.23,8,3,37.5,30,12,11,1,0,132,105,79.55,53,48,90.57,131,113,86.26,48,38,79.17,57,45,78.95,91,72,79.12,3,0,0.0,25,25,100.0,6,14.64,3.02,13.83,20.07,22.37,16.14,1,0
95,95,95,2020-07-04,4,0,0.53,5,1,20.0,391,330,84.4,51.12,101,12,35,54,90,42,38,10,259,120,46.33,2,0,0.0,30,3,10.0,0,0,0.0,31,1,3.23,7,1,14.29,4,0,0.0,0,0,0,12,4,33.33,4,4,11,1,5,8,100,38,38.0,1,3,13,3,23.08,60,37,61.67,47,26,55.32,1,1,100.0,30,6,8,1,0,151,116,76.82,56,55,98.21,120,110,91.67,41,25,60.98,59,40,67.8,72,57,79.17,2,1,50.0,25,20,80.0,8,14.97,3.46,10.49,16.64,19.66,15.55,0,0
96,96,96,2020-06-29,8,0,2.02,16,4,25.0,475,398,83.79,58.43,122,19,37,66,88,44,24,20,191,90,47.12,6,2,33.33,36,9,25.0,2,0,0.0,24,5,20.83,9,3,33.33,7,1,14.29,0,0,0,24,10,41.67,10,11,33,5,12,36,77,34,44.16,0,1,7,4,57.14,46,30,65.22,39,13,33.33,2,2,100.0,29,21,12,1,0,172,124,72.09,61,57,93.44,164,151,92.07,39,24,61.54,60,45,75.0,83,58,69.88,4,2,50.0,29,29,100.0,5,17.78,4.57,8.21,17.4,18.84,12.5,1,0
97,97,97,2020-06-24,8,0,0.11,3,0,0.0,298,230,77.18,26.86,120,40,60,20,65,46,16,3,167,83,49.7,3,0,0.0,11,3,27.27,0,0,0.0,21,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,1,0,0,0,57,22,38.6,1,4,21,8,38.1,52,41,78.85,23,9,39.13,2,1,50.0,58,29,5,0,0,121,77,63.64,45,40,88.89,88,75,85.23,43,22,51.16,25,13,52.0,58,23,39.66,2,1,50.0,14,14,100.0,16,19.23,3.27,14.43,24.5,19.38,57.22,0,0
98,98,98,2020-06-20,4,2,1.0,7,2,28.57,320,269,84.06,42.31,107,29,46,32,62,34,20,8,217,105,48.39,2,1,50.0,17,2,11.76,3,1,33.33,26,3,11.54,4,1,25.0,4,1,25.0,0,0,0,6,1,16.67,1,3,11,5,2,13,63,21,33.33,3,0,9,1,11.11,88,47,53.41,38,23,60.53,8,3,37.5,42,28,15,2,0,112,82,73.21,55,53,96.36,84,75,89.29,38,24,63.16,37,31,83.78,62,41,66.13,2,2,100.0,16,14,87.5,10,15.83,3.48,11.88,16.96,18.22,9.45,0,2
99,99,99,2020-03-07,10,1,0.78,9,3,33.33,346,277,80.06,48.62,125,37,37,51,106,70,23,13,262,134,51.15,5,1,20.0,20,5,25.0,6,2,33.33,30,2,6.67,8,1,12.5,4,1,25.0,0,0,0,8,2,25.0,2,12,19,3,4,17,96,41,42.71,1,0,10,4,40.0,68,44,64.71,66,33,50.0,3,2,66.67,54,25,12,4,0,128,93,72.66,51,50,98.04,105,89,84.76,54,26,48.15,36,21,58.33,76,44,57.89,10,6,60.0,15,11,73.33,6,14.35,2.91,15.61,17.93,20.56,10.61,1,2
100,100,100,2020-02-29,10,1,2.24,10,2,20.0,249,192,77.11,34.74,132,36,49,47,82,42,27,13,245,108,44.08,1,0,0.0,22,4,18.18,6,2,33.33,26,4,15.38,7,2,28.57,3,0,0.0,0,0,0,6,0,0.0,0,5,15,4,2,16,85,30,35.29,3,0,21,8,38.1,75,46,61.33,51,18,35.29,3,0,0.0,53,36,9,1,0,97,70,72.16,38,34,89.47,66,54,81.82,31,16,51.61,32,21,65.63,52,34,65.38,2,1,50.0,32,25,78.13,10,15.35,2.17,12.45,13.53,18.92,11.79,0,2
101,101,101,2020-02-22,10,1,2.0,18,9,50.0,341,267,78.3,43.69,120,20,39,61,84,40,33,11,244,127,52.05,7,3,42.86,30,7,23.33,8,3,37.5,23,6,26.09,7,3,42.86,8,3,37.5,0,0,0,11,3,27.27,3,8,24,7,3,23,85,33,38.82,0,0,8,2,25.0,97,60,61.86,30,21,70.0,6,4,66.67,48,16,15,2,0,136,97,71.32,46,42,91.3,104,88,84.62,37,19,51.35,51,30,58.82,73,54,73.97,6,3,50.0,26,24,92.31,6,16.26,3.28,10.85,16.74,19.88,7.4,1,2
102,102,102,2020-02-08,4,1,1.61,9,2,22.22,394,321,81.47,55.51,108,31,28,49,78,38,27,13,263,121,46.01,2,0,0.0,32,5,15.63,1,0,0.0,23,2,8.7,6,2,33.33,2,0,0.0,0,0,0,16,4,25.0,4,13,26,4,9,28,80,33,41.25,2,3,13,8,61.54,85,50,58.82,56,30,53.57,3,0,0.0,46,24,12,1,0,138,110,79.71,64,52,81.25,130,111,85.38,55,31,56.36,46,36,78.26,72,55,76.39,6,4,66.67,30,26,86.67,6,15.87,3.1,13.96,16.21,20.01,8.31,0,0
103,103,103,2020-02-01,8,0,1.0,12,3,25.0,485,399,82.27,60.75,109,17,35,57,79,40,32,7,191,110,57.59,5,1,20.0,32,5,15.63,4,3,75.0,31,4,12.9,9,2,22.22,4,1,25.0,0,0,0,18,3,16.67,4,8,34,10,10,27,59,31,52.54,1,1,8,4,50.0,57,34,59.65,44,24,54.55,2,1,50.0,29,13,9,3,0,172,123,71.51,62,59,95.16,171,152,88.89,56,25,44.64,62,37,59.68,75,55,73.33,6,3,50.0,25,25,100.0,8,16.15,4.58,11.55,19.04,20.29,11.38,1,0
104,104,104,2020-01-21,8,0,0.74,6,0,0.0,294,220,74.83,48.08,129,27,55,47,93,45,41,7,276,130,47.1,0,0,0.0,26,3,11.54,3,1,33.33,20,1,5.0,0,0,0.0,7,2,28.57,0,0,0,3,3,100.0,3,13,13,3,2,19,83,34,40.96,2,2,14,6,42.86,73,45,61.64,64,34,53.13,7,1,14.29,72,31,12,1,0,129,82,63.57,44,38,86.36,76,64,84.21,51,31,60.78,37,26,70.27,71,47,66.2,4,2,50.0,38,31,81.58,10,13.6,2.31,17.35,14.61,19.43,6.13,1,0
105,105,105,2020-01-18,8,2,0.75,5,3,60.0,230,176,76.52,33.72,115,49,33,33,103,68,30,5,229,123,53.71,2,1,50.0,9,1,11.11,5,1,20.0,21,3,14.29,2,2,100.0,2,0,0.0,0,0,0,5,0,0.0,1,2,9,1,3,7,63,23,36.51,1,2,23,6,26.09,82,49,59.76,47,32,68.09,9,5,55.56,66,47,6,2,0,97,71,73.2,39,37,94.87,56,41,73.21,51,32,62.75,35,22,62.86,58,40,68.97,6,3,50.0,10,5,50.0,14,11.69,2.28,22.17,14.54,21.66,16.53,0,1
106,106,106,2020-01-11,4,1,0.47,6,3,50.0,321,249,77.57,41.59,87,13,32,42,83,31,41,11,197,109,55.33,2,0,0.0,17,1,5.88,0,0,0.0,27,5,18.52,1,0,0.0,13,3,23.08,0,0,0,12,4,33.33,4,6,21,1,9,16,65,27,41.54,3,1,6,2,33.33,69,52,75.36,24,14,58.33,6,2,33.33,51,14,13,2,0,127,88,69.29,59,51,86.44,86,67,77.91,47,27,57.45,52,29,55.77,57,37,64.91,2,0,0.0,20,18,90.0,4,15.78,3.21,14.64,16.4,19.45,8.66,1,1
107,107,107,2020-01-01,8,1,1.51,11,3,27.27,500,411,82.2,59.85,110,19,35,56,83,23,46,14,275,139,50.55,4,0,0.0,46,7,15.22,2,0,0.0,25,4,16.0,5,1,20.0,6,2,33.33,0,0,0,21,6,28.57,6,10,21,5,6,20,118,50,42.37,1,1,14,4,28.57,82,54,65.85,30,15,50.0,3,2,66.67,34,7,9,0,0,170,126,74.12,84,80,95.24,168,153,91.07,47,28,59.57,66,54,81.82,87,64,73.56,6,2,33.33,36,35,97.22,6,16.26,4.39,9.4,18.01,18.97,10.88,0,1
108,108,108,2019-12-28,10,1,0.31,5,3,60.0,297,243,81.82,39.55,112,26,35,51,95,48,36,11,217,92,42.4,3,1,33.33,12,0,0.0,3,0,0.0,21,5,23.81,4,1,25.0,3,1,33.33,0,0,0,1,0,0.0,0,6,9,1,1,4,81,28,34.57,2,1,13,4,30.77,70,35,50.0,45,22,48.89,8,5,62.5,54,37,7,2,0,121,90,74.38,40,38,95.0,81,67,82.72,38,16,42.11,37,23,62.16,43,27,62.79,7,2,28.57,23,17,73.91,6,15.41,2.94,12.79,20.24,17.41,12.55,0,1
109,109,109,2019-12-26,10,2,2.03,12,5,41.67,537,466,86.78,60.76,102,24,22,56,95,53,29,13,199,87,43.72,2,0,0.0,31,7,22.58,2,0,0.0,26,5,19.23,7,2,28.57,1,0,0.0,0,0,0,18,7,38.89,6,14,40,11,6,35,87,34,39.08,1,1,8,2,25.0,46,24,52.17,32,17,53.13,2,1,50.0,54,15,5,0,0,190,153,80.53,79,78,98.73,172,149,86.63,41,23,56.1,58,37,63.79,74,63,85.14,6,3,50.0,19,19,100.0,8,16.19,4.97,7.64,14.32,18.76,11.16,1,2
110,110,110,2019-12-21,10,0,1.07,14,3,21.43,471,412,87.47,56.03,108,16,44,48,82,38,27,17,227,102,44.93,7,0,0.0,35,8,22.86,1,0,0.0,25,5,20.0,5,1,20.0,4,2,50.0,0,0,0,12,3,25.0,3,15,24,5,6,21,78,28,35.9,0,1,8,4,50.0,55,35,63.64,43,24,55.81,5,3,60.0,31,21,12,0,0,159,130,81.76,63,62,98.41,164,152,92.68,41,30,73.17,42,35,83.33,80,68,85.0,8,4,50.0,27,24,88.89,8,15.99,4.17,8.7,19.41,18.19,9.29,0,0
111,111,111,2019-12-16,8,1,1.1,11,4,36.36,273,223,81.68,35.8,106,33,36,37,96,57,31,8,207,116,56.04,4,0,0.0,18,5,27.78,4,1,25.0,18,5,27.78,3,2,66.67,3,0,0.0,0,0,0,9,4,44.44,3,10,16,2,6,13,62,30,48.39,0,1,15,9,60.0,69,49,71.01,48,27,56.25,11,7,63.64,71,35,7,1,0,120,89,74.17,34,31,91.18,71,63,88.73,40,27,67.5,40,25,62.5,69,48,69.57,1,1,100.0,22,19,86.36,4,15.23,2.55,14.65,17.29,19.35,12.42,1,1
112,112,112,2019-12-07,8,0,0.15,4,0,0.0,341,279,81.82,50.78,114,29,41,44,105,57,41,7,250,125,50.0,1,0,0.0,19,3,15.79,3,0,0.0,23,1,4.35,2,0,0.0,4,0,0.0,0,0,0,7,0,0.0,0,4,11,3,5,7,79,32,40.51,1,0,12,3,25.0,77,44,57.14,55,33,60.0,5,3,60.0,55,29,16,2,0,118,86,72.88,61,57,93.44,112,94,83.93,51,27,52.94,45,29,64.44,54,39,72.22,3,2,66.67,18,13,72.22,7,14.74,3.13,14.96,17.79,20.43,7.76,0,1
113,113,113,2019-12-03,8,1,0.44,7,2,28.57,227,183,80.62,32.54,93,18,30,45,64,32,21,11,209,96,45.93,3,1,33.33,23,2,8.7,3,1,33.33,25,3,12.0,6,2,33.33,4,1,25.0,0,0,0,9,2,22.22,2,6,20,8,5,15,82,29,35.37,1,0,5,3,60.0,49,38,77.55,42,14,33.33,1,0,0.0,42,34,6,3,1,98,71,72.45,40,39,97.5,50,40,80.0,31,16,51.61,33,21,63.64,42,30,71.43,2,1,50.0,20,17,85.0,11,13.92,2.39,13.66,20.01,21.08,27.0,1,2
114,114,114,2019-11-30,8,2,0.52,5,2,40.0,436,347,79.59,53.46,129,34,52,43,98,50,39,9,213,95,44.6,1,0,0.0,22,3,13.64,5,1,20.0,25,0,0.0,6,0,0.0,2,0,0.0,0,0,0,12,1,8.33,2,9,23,3,6,15,59,26,44.07,1,0,14,5,35.71,54,29,53.7,53,28,52.83,0,0,0.0,52,21,9,0,0,175,127,72.57,79,75,94.94,111,91,81.98,51,28,54.9,47,30,63.83,86,52,60.47,6,2,33.33,25,21,84.0,8,16.77,3.63,11.7,17.36,18.98,11.18,0,2
115,115,115,2019-11-23,8,1,1.37,16,6,37.5,338,275,81.36,42.12,99,25,33,41,85,47,22,16,170,72,42.35,8,5,62.5,33,9,27.27,1,1,100.0,22,6,27.27,9,2,22.22,3,2,66.67,0,0,0,16,8,50.0,8,17,30,4,12,22,69,32,46.38,1,2,9,4,44.44,33,17,51.52,41,19,46.34,1,1,100.0,55,17,9,0,0,135,96,71.11,54,52,96.3,99,86,86.87,60,41,68.33,35,20,57.14,74,46,62.16,5,4,80.0,21,20,95.24,7,17.17,3.22,17.75,21.17,21.09,18.88,1,0
116,116,116,2019-11-09,8,0,0.46,4,1,25.0,357,295,82.63,39.94,103,26,39,38,69,39,22,8,249,115,46.18,3,1,33.33,13,0,0.0,8,2,25.0,20,1,5.0,0,0,0.0,2,1,50.0,0,0,0,7,2,28.57,2,4,10,2,3,4,68,28,41.18,0,2,23,7,30.43,93,49,52.69,37,16,43.24,1,0,0.0,38,21,17,2,0,138,97,70.29,56,50,89.29,109,102,93.58,38,23,60.53,45,32,71.11,71,52,73.24,8,2,25.0,17,15,88.24,12,17.06,4.1,10.64,18.01,19.81,20.82,0,0
117,117,117,2019-11-03,8,0,0.73,12,3,25.0,301,244,81.06,43.95,100,7,41,52,65,27,29,9,201,91,45.27,9,2,22.22,24,5,20.83,1,1,100.0,26,3,11.54,5,2,40.0,7,1,14.29,0,0,0,10,3,30.0,3,6,13,1,6,11,82,29,35.37,3,2,12,5,41.67,61,35,57.38,33,14,42.42,3,3,100.0,47,11,15,2,0,112,80,71.43,58,52,89.66,82,69,84.15,31,19,61.29,34,21,61.76,61,45,73.77,4,1,25.0,30,29,96.67,5,16.42,2.84,10.3,20.93,18.43,11.81,1,0
118,118,118,2019-10-27,4,2,1.61,9,4,44.44,308,252,81.82,49.02,105,29,21,55,77,39,26,12,216,106,49.07,2,0,0.0,24,3,12.5,5,2,40.0,35,4,11.43,5,0,0.0,6,1,16.67,1,1,100,18,8,44.44,7,4,19,0,12,15,89,37,41.57,1,2,14,6,42.86,60,32,53.33,37,20,54.05,2,1,50.0,51,28,9,0,0,114,85,74.56,58,54,93.1,83,67,80.72,36,20,55.56,42,30,71.43,64,52,81.25,3,1,33.33,13,12,92.31,11,13.72,2.75,11.69,14.76,19.4,13.24,0,1
119,119,119,2019-10-19,8,0,1.33,7,2,28.57,253,210,83.0,32.03,93,27,28,38,67,27,24,16,200,91,45.5,2,0,0.0,13,3,23.08,2,0,0.0,19,3,15.79,1,1,100.0,3,1,33.33,0,0,0,9,5,55.56,5,4,11,2,6,11,60,27,45.0,3,2,18,10,55.56,71,39,54.93,38,14,36.84,6,2,33.33,65,29,8,1,0,86,60,69.77,47,43,91.49,78,73,93.59,32,15,46.88,30,20,66.67,42,27,64.29,6,3,50.0,12,11,91.67,11,15.16,2.81,12.65,15.41,19.36,14.11,1,0
