,Unnamed: 0,Unnamed: 0.2,Date,Scheme,Goals,xG,Shots,Shots on Target,Shot Accuracy,Passes,Passes on Target,Pass Accuracy,"Possession, %",Losses,Low Losses,Medium Losses,High Losses,Recoveries,Low Recoveries,Medium Recoveries,High Recoveries,Duels,Duels won,Duel win %,Shots from outside,Shots from outside on target,Shots from outside accuracy,Positional attacks,Positional attacks with shots,Positional attacks with shots %,Counterattacks,Counterattacks with shots,Counterattacks with shots %,Set pieces,Set pieces with shots,Set pieces with shots %,Corners,Corners with shots,Corners with shots %,Free kicks,Free kicks with shots,Free kicks with shots %,Penalties,Penalties converted,Penalties converted %,Crosses,Crosses accurate,Crosses accurate %,Deep completed crosses,Deep completed passes,Penalty area entries (runs / crosses),Penalty area entries runs,Penalty area entries crosses,Touches in penalty area,Offensive duels,Offensive duels won,Offensive duels won %,Offsides,Conceded goals,Shots against,Shots against on target,Shots against on target %,Defensive duels,Defensive duels won,Defensive duels won %,Aerial duels,Aerial duels won,Aerial duels won %,Sliding tackles,Sliding tackles successful,Sliding tackles successful %,Interceptions,Clearances,Fouls,Yellow cards,Red cards,Forward passes,Forward passes accurate,Forward passes accurate %,Back passes,Back passes accurate,Back passes accurate %,Lateral passes,Lateral passes accurate,Lateral passes accurate %,Long passes,Long passes accurate,Long passes accurate %,Passes to final third,Passes to final third accurate,Passes to final third accurate %,Progressive passes,Progressive passes accurate,Progressive passes accurate %,Smart passes,Smart passes accurate,Smart passes accurate %,Throw ins,Throw ins accurate,Throw ins accurate %,Goal kicks,Match tempo,Average passes per possession,Long pass %,Average shot distance,Average pass length,PPDA,Home,Win
30,30,30,2022-01-23,4,1,1.98,8,5,62.5,405,316,78.02,45.8,119,35,45,39,104,56,41,7,164,86,52.44,2,1,50.0,18,7,38.89,1,1,100.0,19,0,0.0,2,0,0.0,4,0,0.0,0,0,0,10,2,20.0,2,7,17,4,3,16,52,27,51.92,5,3,14,6,42.86,52,28,53.85,39,18,46.15,3,1,33.33,51,29,12,4,0,141,84,59.57,68,60,88.24,154,142,92.21,58,24,41.38,48,22,45.83,64,39,60.94,9,3,33.33,14,12,85.71,7,17.51,3.75,14.32,13.32,22.01,14.21,1,0
31,31,31,2022-01-14,10,1,0.25,4,2,50.0,303,238,78.55,34.41,123,37,50,36,80,49,24,7,179,78,43.58,2,0,0.0,20,4,20.0,0,0,0.0,20,0,0.0,0,0,0.0,0,0,0.0,0,0,0,10,3,30.0,3,1,9,0,7,5,57,21,36.84,3,1,19,5,26.32,51,27,52.94,36,15,41.67,6,1,16.67,49,24,6,2,0,113,78,69.03,38,36,94.74,99,84,84.85,43,20,46.51,33,23,69.7,56,25,44.64,2,0,0.0,22,20,90.91,11,18.11,3.29,14.19,19.04,17.52,17.35,0,1
32,32,32,2022-01-01,10,2,2.52,21,6,28.57,534,467,87.45,62.06,114,17,31,66,92,47,22,23,191,94,49.21,7,2,28.57,41,15,36.59,0,0,0.0,35,4,11.43,9,1,11.11,5,0,0.0,0,0,0,31,15,48.39,15,17,47,1,23,32,83,34,40.96,0,3,11,5,45.45,35,25,71.43,41,20,48.78,2,2,100.0,29,7,6,0,0,168,136,80.95,65,64,98.46,244,221,90.57,47,38,80.85,61,50,81.97,111,92,82.88,1,1,100.0,30,25,83.33,8,16.94,4.41,8.8,16.35,21.73,14.4,1,0
33,33,33,2021-12-28,10,3,3.55,17,6,35.29,375,304,81.07,51.54,108,20,42,46,75,35,28,12,182,104,57.14,2,0,0.0,26,6,23.08,3,2,66.67,27,8,29.63,8,3,37.5,5,4,80.0,1,1,100,11,4,36.36,5,9,20,5,5,22,63,29,46.03,1,0,13,2,15.38,56,40,71.43,37,20,54.05,4,3,75.0,41,15,9,1,0,129,80,62.02,52,49,94.23,144,135,93.75,46,24,52.17,41,23,56.1,65,38,58.46,4,2,50.0,30,26,86.67,3,17.13,3.29,12.27,12.82,20.84,14.44,1,2
34,34,34,2021-12-26,10,0,0.47,4,0,0.0,379,327,86.28,40.89,92,20,44,28,66,33,25,8,219,105,47.95,1,0,0.0,15,2,13.33,0,0,0.0,30,2,6.67,2,0,0.0,3,1,33.33,0,0,0,9,4,44.44,4,2,13,3,6,8,82,30,36.59,0,3,15,6,40.0,88,57,64.77,31,14,45.16,7,5,71.43,36,7,11,2,1,117,91,77.78,61,61,100.0,145,130,89.66,37,19,51.35,31,24,77.42,65,39,60.0,3,1,33.33,13,13,100.0,14,17.28,4.31,9.76,17.35,18.98,13.63,0,0
35,35,35,2021-12-15,10,2,0.98,9,6,66.67,418,331,79.19,57.47,130,26,51,53,96,47,41,8,264,141,53.41,0,0,0.0,29,7,24.14,4,1,25.0,32,1,3.13,4,0,0.0,6,1,16.67,0,0,0,15,4,26.67,4,3,25,6,11,18,91,45,49.45,0,2,12,4,33.33,72,48,66.67,60,28,46.67,4,2,50.0,54,32,17,2,0,144,93,64.58,54,52,96.3,163,140,85.89,54,26,48.15,47,24,51.06,71,43,60.56,5,1,20.0,32,31,96.88,7,16.91,3.32,12.92,13.23,21.53,6.06,1,1
36,36,36,2021-12-12,10,3,1.79,15,7,46.67,450,381,84.67,59.45,117,30,42,45,79,48,22,9,273,135,49.45,5,2,40.0,30,8,26.67,2,1,50.0,27,5,18.52,8,2,25.0,1,0,0.0,0,0,0,15,3,20.0,5,11,29,8,8,25,112,36,32.14,1,1,12,6,50.0,82,51,62.2,43,28,65.12,4,3,75.0,37,15,15,0,0,153,120,78.43,70,65,92.86,159,140,88.05,39,25,64.1,46,37,80.43,86,57,66.28,4,3,75.0,31,29,93.55,5,16.18,3.98,8.67,17.66,19.76,9.21,1,2
37,37,37,2021-12-05,6,0,0.62,7,2,28.57,284,226,79.58,40.55,111,25,43,43,91,42,37,12,228,111,48.68,4,1,25.0,20,3,15.0,1,0,0.0,34,4,11.76,6,2,33.33,3,2,66.67,0,0,0,6,1,16.67,1,3,9,2,4,6,83,35,42.17,0,1,19,3,15.79,59,40,67.8,56,25,44.64,3,2,66.67,53,29,9,2,0,113,75,66.37,46,44,95.65,81,70,86.42,41,24,58.54,30,18,60.0,49,28,57.14,1,1,100.0,20,18,90.0,11,15.79,2.49,14.44,19.38,18.48,9.79,0,0
38,38,38,2021-11-30,4,0,1.28,9,1,11.11,276,204,73.91,42.43,126,27,65,34,96,49,33,14,232,119,51.29,5,0,0.0,25,5,20.0,2,2,100.0,28,1,3.57,4,0,0.0,7,1,14.29,0,0,0,10,2,20.0,3,6,16,6,4,16,114,48,42.11,0,1,16,3,18.75,73,48,65.75,29,14,48.28,5,3,60.0,55,11,15,3,0,114,74,64.91,39,37,94.87,76,60,78.95,48,30,62.5,25,14,56.0,64,37,57.81,5,1,20.0,22,17,77.27,9,13.66,2.44,17.39,18.22,19.32,8.9,0,0
39,39,39,2021-11-27,6,1,1.05,8,3,37.5,557,481,86.36,62.13,98,15,29,54,83,34,34,15,196,110,56.12,2,0,0.0,46,7,15.22,4,0,0.0,22,1,4.55,7,1,14.29,3,1,33.33,0,0,0,28,8,28.57,7,7,30,6,14,23,68,36,52.94,1,2,10,3,30.0,71,51,71.83,31,17,54.84,5,3,60.0,32,9,12,3,0,169,131,77.51,93,90,96.77,212,196,92.45,50,35,70.0,52,45,86.54,71,62,87.32,6,1,16.67,28,26,92.86,5,17.77,5.02,8.98,16.04,20.21,8.59,1,0
40,40,40,2021-11-20,6,3,2.5,16,7,43.75,478,398,83.26,62.28,115,23,48,44,87,49,29,9,232,96,41.38,5,0,0.0,27,9,33.33,2,2,100.0,28,4,14.29,6,2,33.33,2,0,0.0,0,0,0,18,5,27.78,5,12,30,6,11,27,73,29,39.73,0,3,14,9,64.29,53,32,60.38,56,17,30.36,3,0,0.0,52,16,15,3,0,167,125,74.85,70,66,94.29,162,140,86.42,55,24,43.64,65,49,75.38,93,68,73.12,4,3,75.0,21,20,95.24,8,17.6,4.73,11.51,16.88,19.82,10.83,0,1
41,41,41,2021-11-06,10,2,1.4,11,6,54.55,518,451,87.07,59.64,109,20,37,52,70,29,30,11,260,130,50.0,1,0,0.0,32,5,15.63,4,0,0.0,19,6,31.58,4,2,50.0,2,2,100.0,0,0,0,8,3,37.5,2,12,25,5,4,23,108,38,35.19,1,0,5,2,40.0,77,54,70.13,34,19,55.88,5,4,80.0,27,14,13,2,0,162,119,73.46,82,78,95.12,192,184,95.83,49,25,51.02,50,30,60.0,77,60,77.92,11,6,54.55,30,27,90.0,2,17.1,5.18,9.46,14.31,18.6,10.5,1,2
42,42,42,2021-10-30,4,2,0.96,8,3,37.5,285,229,80.35,32.44,110,40,38,32,86,55,25,6,188,93,49.47,2,0,0.0,16,4,25.0,1,1,100.0,23,3,13.04,1,1,100.0,3,1,33.33,0,0,0,1,1,100.0,1,5,7,1,1,9,53,22,41.51,5,0,14,3,21.43,74,43,58.11,33,15,45.45,4,2,50.0,51,21,10,3,0,114,80,70.18,47,45,95.74,94,82,87.23,43,27,62.79,32,21,65.63,69,40,57.97,0,0,0.0,13,11,84.62,14,15.9,2.94,15.09,16.98,20.3,15.95,0,2
43,43,43,2021-10-23,6,1,1.78,15,3,20.0,662,579,87.46,71.81,112,18,37,57,95,37,39,19,202,103,50.99,4,0,0.0,41,12,29.27,1,1,100.0,18,2,11.11,3,1,33.33,3,0,0.0,0,0,0,23,9,39.13,11,7,36,8,15,25,72,26,36.11,2,1,5,2,40.0,55,38,69.09,42,23,54.76,1,1,100.0,39,16,13,3,0,201,152,75.62,99,96,96.97,279,258,92.47,50,28,56.0,81,66,81.48,100,74,74.0,5,1,20.0,18,18,100.0,3,19.24,7.04,7.55,16.62,18.77,6.43,1,1
44,44,44,2021-10-18,10,2,0.88,9,6,66.67,450,388,86.22,47.1,96,29,36,31,86,53,25,8,181,103,56.91,6,4,66.67,25,7,28.0,3,1,33.33,15,1,6.67,3,1,33.33,1,0,0.0,0,0,0,6,3,50.0,3,4,10,2,2,6,55,24,43.64,3,2,14,6,42.86,60,40,66.67,33,20,60.61,2,1,50.0,41,26,4,1,0,154,111,72.08,76,72,94.74,166,161,96.99,43,26,60.47,50,38,76.0,75,50,66.67,1,0,0.0,18,18,100.0,5,16.75,4.69,9.56,20.57,19.75,23.07,0,1
45,45,45,2021-10-03,10,2,1.41,15,4,26.67,546,439,80.4,59.86,140,16,64,60,120,39,56,25,240,122,50.83,4,0,0.0,42,12,28.57,0,0,0.0,15,3,20.0,1,1,100.0,3,1,33.33,0,0,0,19,5,26.32,5,15,31,5,12,31,98,43,43.88,2,2,9,5,55.56,74,49,66.22,37,19,51.35,3,0,0.0,47,7,15,2,0,178,109,61.24,69,66,95.65,231,213,92.21,55,19,34.55,70,46,65.71,91,68,74.73,5,1,20.0,30,29,96.67,2,18.14,5.01,10.07,16.3,20.49,6.49,1,1
46,46,46,2021-09-27,10,1,1.08,8,3,37.5,471,398,84.5,44.46,106,20,26,60,81,25,33,23,159,70,44.03,4,1,25.0,34,5,14.71,1,0,0.0,21,1,4.76,6,0,0.0,2,0,0.0,1,1,100,17,6,35.29,5,7,29,3,9,12,72,29,40.28,1,1,8,4,50.0,40,22,55.0,23,11,47.83,4,1,25.0,44,15,12,2,0,144,102,70.83,82,77,93.9,162,144,88.89,51,23,45.1,54,33,61.11,62,46,74.19,5,1,20.0,22,21,95.45,5,18.26,4.86,10.83,20.51,19.04,14.45,1,1
47,47,47,2021-09-18,4,0,0.88,12,3,25.0,307,240,78.18,45.26,135,39,44,52,88,44,31,13,193,92,47.67,7,1,14.29,24,5,20.83,0,0,0.0,28,6,21.43,5,3,60.0,5,2,40.0,0,0,0,13,5,38.46,4,9,26,6,7,16,76,32,42.11,4,3,25,10,40.0,61,40,65.57,34,10,29.41,6,4,66.67,52,25,10,1,0,126,82,65.08,45,45,100.0,99,85,85.86,49,24,48.98,45,29,64.44,69,47,68.12,3,1,33.33,19,18,94.74,8,14.78,2.77,15.96,19.2,21.12,14.1,0,0
48,48,48,2021-09-11,4,3,2.48,17,4,23.53,471,400,84.93,63.54,108,11,33,64,95,41,40,14,256,114,44.53,6,0,0.0,43,8,18.6,1,1,100.0,25,6,24.0,8,5,62.5,6,1,16.67,1,1,100,24,8,33.33,9,6,28,6,14,19,115,39,33.91,0,0,2,1,50.0,73,50,68.49,47,18,38.3,3,2,66.67,27,12,13,2,0,162,121,74.69,85,84,98.82,178,157,88.2,52,36,69.23,72,59,81.94,87,67,77.01,3,1,33.33,29,27,93.1,4,17.33,4.1,11.04,18.33,21.26,6.19,1,2
49,49,49,2021-08-28,4,2,0.87,8,2,25.0,434,367,84.56,58.48,103,22,37,44,72,33,27,12,209,103,49.28,3,0,0.0,29,5,17.24,1,0,0.0,22,3,13.64,3,2,66.67,2,1,50.0,0,0,0,8,4,50.0,4,6,20,5,6,15,85,24,28.24,2,2,14,5,35.71,65,48,73.85,44,26,59.09,3,1,33.33,50,30,6,0,0,145,105,72.41,82,79,96.34,152,134,88.16,52,31,59.62,49,25,51.02,81,53,65.43,2,1,50.0,18,18,100.0,9,15.39,3.95,11.98,16.27,19.41,11.83,0,1
50,50,50,2021-08-21,10,0,0.31,7,2,28.57,402,324,80.6,55.19,131,28,55,48,101,45,48,8,209,96,45.93,3,2,66.67,26,3,11.54,1,0,0.0,25,4,16.0,3,1,33.33,2,1,50.0,0,0,0,12,5,41.67,4,7,16,1,6,7,87,25,28.74,1,0,14,3,21.43,51,36,70.59,44,29,65.91,8,3,37.5,44,8,12,3,0,165,106,64.24,63,61,96.83,122,112,91.8,52,28,53.85,42,21,50.0,74,40,54.05,3,2,66.67,31,28,90.32,11,17.36,3.38,12.94,15.62,19.81,8.43,1,1
51,51,51,2021-08-14,3,0,0.52,4,1,25.0,383,342,89.3,39.75,81,27,34,20,67,40,21,6,171,81,47.37,0,0,0.0,10,2,20.0,0,0,0.0,25,2,8.0,2,2,100.0,2,0,0.0,0,0,0,5,1,20.0,1,3,7,2,2,8,70,29,41.43,1,3,14,6,42.86,53,31,58.49,25,14,56.0,3,1,33.33,45,15,11,0,0,107,85,79.44,57,55,96.49,156,146,93.59,27,17,62.96,24,18,75.0,45,25,55.56,3,1,33.33,14,13,92.86,9,17.19,4.79,7.05,12.25,17.6,31.17,0,0
52,52,52,2021-05-23,4,0,0.48,4,3,75.0,231,163,70.56,33.69,128,47,50,31,89,60,27,2,188,96,51.06,2,2,100.0,10,2,20.0,1,1,100.0,24,0,0.0,1,0,0.0,2,0,0.0,0,0,0,0,0,0.0,0,2,6,2,0,6,49,21,42.86,1,2,16,5,31.25,84,51,60.71,32,16,50.0,5,2,40.0,55,24,8,2,0,106,58,54.72,36,31,86.11,51,46,90.2,44,21,47.73,28,12,42.86,48,24,50.0,0,0,0.0,17,16,94.12,14,15.01,2.6,19.05,21.42,19.32,18.95,0,0
53,53,53,2021-05-19,10,1,1.05,12,6,50.0,257,193,75.1,32.79,100,14,49,37,80,35,35,10,176,89,50.57,3,2,66.67,27,6,22.22,0,0,0.0,19,6,31.58,6,3,50.0,5,2,40.0,0,0,0,16,6,37.5,6,5,25,5,9,16,55,21,38.18,3,3,6,3,50.0,53,34,64.15,48,27,56.25,3,1,33.33,51,17,7,2,0,107,69,64.49,41,37,90.24,73,60,82.19,47,25,53.19,32,22,68.75,62,40,64.52,2,2,100.0,20,16,80.0,5,15.38,2.57,18.29,15.61,22.26,16.9,1,0
54,54,54,2021-05-16,10,3,2.05,20,7,35.0,302,237,78.48,43.69,111,26,36,49,101,44,32,25,215,107,49.77,9,3,33.33,39,14,35.9,0,0,0.0,28,4,14.29,7,2,28.57,6,1,16.67,0,0,0,24,10,41.67,11,8,30,5,17,29,76,33,43.42,2,2,17,5,29.41,70,44,62.86,43,20,46.51,0,0,0.0,51,19,23,3,0,114,85,74.56,27,24,88.89,108,87,80.56,33,22,66.67,42,33,78.57,67,49,73.13,8,5,62.5,15,13,86.67,9,16.38,2.72,10.93,18.97,18.32,5.14,1,2
55,55,55,2021-05-11,10,1,1.91,11,4,36.36,267,212,79.4,38.2,107,20,46,41,76,31,34,11,210,109,51.9,4,1,25.0,20,3,15.0,0,0,0.0,34,6,17.65,8,2,25.0,3,2,66.67,1,0,0,11,1,9.09,1,11,17,4,4,15,95,38,40.0,2,3,13,6,46.15,62,38,61.29,35,24,68.57,1,0,0.0,45,19,13,3,0,105,73,69.52,49,45,91.84,62,53,85.48,23,14,60.87,30,23,76.67,45,32,71.11,4,4,100.0,15,14,93.33,7,16.55,2.7,8.61,16.26,15.67,12.38,0,0
56,56,56,2021-05-08,10,2,2.3,18,8,44.44,385,317,82.34,47.85,96,11,37,48,84,37,32,15,195,109,55.9,4,0,0.0,28,10,35.71,3,2,66.67,30,5,16.67,11,4,36.36,1,1,100.0,0,0,0,11,6,54.55,6,13,34,7,8,28,83,45,54.22,1,0,5,0,0.0,46,31,67.39,44,23,52.27,2,1,50.0,27,15,8,1,0,148,112,75.68,62,56,90.32,126,109,86.51,38,19,50.0,45,27,60.0,80,65,81.25,3,1,33.33,21,21,100.0,10,16.18,3.63,9.87,17.24,19.2,19.38,0,2
57,57,57,2021-05-01,4,0,0.82,9,4,44.44,283,233,82.33,32.85,99,23,50,26,59,27,25,7,235,115,48.94,6,3,50.0,24,4,16.67,2,1,50.0,22,4,18.18,2,0,0.0,3,1,33.33,0,0,0,7,2,28.57,3,3,16,3,6,7,77,34,44.16,3,2,19,3,15.79,70,40,57.14,39,17,43.59,4,1,25.0,56,15,9,2,0,114,84,73.68,51,46,90.2,74,65,87.84,37,25,67.57,33,27,81.82,62,43,69.35,3,1,33.33,29,24,82.76,10,16.1,2.75,13.07,18.8,18.78,24.44,1,0
58,58,58,2021-04-26,4,1,0.79,4,2,50.0,258,196,75.97,31.71,108,19,44,45,65,32,24,9,229,106,46.29,1,0,0.0,23,1,4.35,3,1,33.33,23,2,8.7,2,1,50.0,4,1,25.0,0,0,0,6,0,0.0,1,1,14,2,4,5,70,20,28.57,3,2,12,5,41.67,66,41,62.12,40,21,52.5,8,2,25.0,54,17,11,1,0,111,74,66.67,40,35,87.5,63,51,80.95,49,22,44.9,45,30,66.67,60,46,76.67,3,2,66.67,25,22,88.0,9,17.73,2.69,18.99,12.9,20.14,13.68,0,0
59,59,59,2021-04-10,3,1,0.22,1,1,100.0,380,311,81.84,37.85,108,20,48,40,69,33,27,9,227,101,44.49,0,0,0.0,21,0,0.0,0,0,0.0,18,1,5.56,0,0,0.0,1,0,0.0,0,0,0,11,2,18.18,2,1,7,2,3,6,83,28,33.73,1,4,22,10,45.45,64,43,67.19,47,19,40.43,5,2,40.0,48,9,7,1,0,127,91,71.65,70,66,94.29,120,106,88.33,48,30,62.5,37,23,62.16,59,40,67.8,0,0,0.0,20,18,90.0,9,17.02,4.18,12.63,7.16,19.89,22.95,1,0
60,60,60,2021-04-05,3,1,0.7,13,6,46.15,498,424,85.14,51.23,111,24,43,44,77,30,34,13,208,102,49.04,5,2,40.0,28,8,28.57,8,2,25.0,25,3,12.0,4,0,0.0,3,1,33.33,0,0,0,10,1,10.0,1,12,26,8,3,22,77,40,51.95,1,1,14,7,50.0,55,34,61.82,33,15,45.45,2,1,50.0,38,13,10,0,0,169,134,79.29,77,72,93.51,165,147,89.09,37,22,59.46,53,43,81.13,81,60,74.07,9,3,33.33,15,15,100.0,9,18.33,4.98,7.43,20.09,17.41,13.17,0,1
61,61,61,2021-03-13,3,1,1.21,5,4,80.0,276,214,77.54,44.77,125,32,44,49,68,41,23,4,280,116,41.43,2,2,100.0,16,3,18.75,0,0,0.0,28,1,3.57,3,0,0.0,4,0,0.0,1,1,100,4,2,50.0,1,3,16,0,3,9,80,20,25.0,1,0,12,1,8.33,83,45,54.22,66,30,45.45,1,1,100.0,48,32,16,3,0,136,94,69.12,36,31,86.11,65,55,84.62,38,16,42.11,39,24,61.54,54,35,64.81,6,2,33.33,32,30,93.75,10,15.34,2.46,13.77,16.94,18.53,10.32,1,2
62,62,62,2021-03-07,3,1,0.57,5,1,20.0,356,284,79.78,35.89,114,20,40,54,69,23,29,17,251,115,45.82,2,0,0.0,24,2,8.33,0,0,0.0,19,3,15.79,5,1,20.0,2,1,50.0,0,0,0,11,3,27.27,3,2,14,2,7,9,84,35,41.67,4,4,10,5,50.0,84,46,54.76,46,20,43.48,7,3,42.86,44,7,17,3,0,127,87,68.5,66,62,93.94,101,87,86.14,56,31,55.36,44,24,54.55,49,31,63.27,8,2,25.0,23,21,91.3,6,17.76,4.09,15.73,13.16,18.06,14.12,0,0
63,63,63,2021-03-03,3,0,1.22,7,2,28.57,335,284,84.78,39.47,108,23,54,31,67,33,28,6,197,96,48.73,2,0,0.0,17,3,17.65,4,1,25.0,25,2,8.0,4,1,25.0,4,1,25.0,0,0,0,9,3,33.33,3,3,14,3,4,11,67,32,47.76,1,0,11,1,9.09,61,39,63.93,39,16,41.03,3,1,33.33,53,26,5,1,0,128,88,68.75,60,59,98.33,90,86,95.56,50,30,60.0,29,17,58.62,52,37,71.15,3,2,66.67,20,19,95.0,8,16.01,3.49,14.93,16.05,20.11,17.14,1,1
64,64,64,2021-02-28,2,0,0.13,2,0,0.0,334,276,82.63,39.7,105,21,43,41,61,31,24,6,210,108,51.43,1,0,0.0,22,1,4.55,0,0,0.0,25,1,4.0,1,1,100.0,4,0,0.0,0,0,0,7,1,14.29,1,3,11,0,5,10,64,24,37.5,1,0,16,5,31.25,76,48,63.16,35,18,51.43,8,6,75.0,45,14,10,1,0,115,87,75.65,47,46,97.87,114,94,82.46,43,27,62.79,31,21,67.74,60,41,68.33,2,0,0.0,21,21,100.0,14,17.05,3.52,12.87,14.39,20.72,14.31,1,1
65,65,65,2021-02-22,8,2,0.43,3,2,66.67,217,162,74.65,27.85,87,41,31,15,53,37,14,2,202,97,48.02,1,0,0.0,9,1,11.11,0,0,0.0,23,2,8.7,0,0,0.0,1,0,0.0,0,0,0,5,2,40.0,2,0,5,0,4,2,53,19,35.85,1,1,23,5,21.74,73,41,56.16,34,22,64.71,1,0,0.0,50,34,6,0,0,95,63,66.32,28,26,92.86,69,61,88.41,36,19,52.78,27,14,51.85,52,26,50.0,1,0,0.0,18,16,88.89,15,14.72,2.38,16.59,15.01,20.87,39.55,0,2
66,66,66,2021-02-13,3,0,0.6,14,3,21.43,394,309,78.43,56.06,122,20,38,64,85,40,24,21,244,125,51.23,6,1,16.67,35,8,22.86,3,2,66.67,28,4,14.29,7,3,42.86,0,0,0.0,0,0,0,26,6,23.08,7,15,42,5,18,24,86,39,45.35,3,3,15,4,26.67,68,46,67.65,51,21,41.18,0,0,0.0,31,12,15,0,0,158,109,68.99,49,47,95.92,126,103,81.75,53,26,49.06,44,26,59.09,73,50,68.49,5,2,40.0,25,23,92.0,6,15.45,3.34,13.45,19.12,19.27,8.88,1,0
67,67,67,2021-02-08,3,0,0.65,8,3,37.5,295,229,77.63,33.23,96,29,34,33,64,32,23,9,184,87,47.28,3,2,66.67,20,6,30.0,4,1,25.0,20,1,5.0,3,1,33.33,3,1,33.33,0,0,0,10,3,30.0,3,5,15,1,7,12,90,34,37.78,1,2,17,7,41.18,43,28,65.12,28,15,53.57,1,1,100.0,41,12,8,2,0,109,71,65.14,45,41,91.11,79,64,81.01,45,19,42.22,33,20,60.61,59,37,62.71,4,4,100.0,19,17,89.47,12,15.35,3.01,15.25,18.41,17.97,26.68,0,0
68,68,68,2021-02-02,2,2,0.84,5,3,60.0,367,305,83.11,44.67,93,18,40,35,78,45,31,2,220,111,50.45,3,2,66.67,16,3,18.75,3,0,0.0,22,2,9.09,1,1,100.0,1,1,100.0,0,0,0,8,3,37.5,2,7,13,1,4,8,60,30,50.0,2,1,20,5,25.0,68,44,64.71,42,22,52.38,5,2,40.0,47,25,11,3,0,119,85,71.43,58,54,93.1,117,106,90.6,48,28,58.33,37,22,59.46,70,50,71.43,6,1,16.67,11,11,100.0,10,14.82,3.82,13.08,18.39,17.66,18.25,0,2
69,69,69,2021-01-30,2,1,1.37,12,2,16.67,485,436,89.9,46.26,72,11,22,39,63,27,26,10,208,101,48.56,6,1,16.67,32,4,12.5,9,3,33.33,13,3,23.08,1,0,0.0,3,1,33.33,0,0,0,5,2,40.0,0,7,14,4,0,11,91,34,37.36,1,0,5,5,100.0,67,41,61.19,19,12,63.16,5,2,40.0,34,18,7,1,0,154,133,86.36,108,101,93.52,155,145,93.55,32,19,59.38,61,47,77.05,62,52,83.87,5,2,40.0,18,15,83.33,5,17.84,5.57,6.6,20.75,18.61,17.33,1,2
70,70,70,2021-01-26,3,2,0.74,6,3,50.0,485,407,83.92,59.46,136,16,58,62,92,42,37,13,250,121,48.4,4,1,25.0,32,4,12.5,2,1,50.0,17,1,5.88,3,0,0.0,1,0,0.0,0,0,0,15,5,33.33,2,17,31,1,9,19,95,34,35.79,0,3,16,7,43.75,79,39,49.37,49,32,65.31,6,4,66.67,43,12,9,0,0,183,136,74.32,55,50,90.91,167,150,89.82,50,33,66.0,65,52,80.0,90,75,83.33,11,5,45.45,22,21,95.45,4,13.78,5.0,10.31,19.95,18.91,12.7,1,0
71,71,71,2021-01-17,4,0,0.06,2,0,0.0,269,204,75.84,27.76,87,24,42,21,49,27,20,2,184,91,49.46,1,0,0.0,17,1,5.88,2,0,0.0,14,1,7.14,1,0,0.0,2,0,0.0,0,0,0,4,0,0.0,2,4,8,1,4,3,60,21,35.0,0,4,13,6,46.15,68,46,67.65,29,13,44.83,2,0,0.0,62,14,8,0,0,98,57,58.16,56,53,94.64,68,55,80.88,44,21,47.73,21,13,61.9,56,26,46.43,1,0,0.0,21,19,90.48,5,16.57,3.02,16.36,26.79,17.99,21.89,0,0
72,72,72,2021-01-14,3,0,1.47,11,2,18.18,325,261,80.31,32.79,108,31,45,32,69,41,24,4,207,95,45.89,4,0,0.0,20,4,20.0,4,2,50.0,20,4,20.0,3,1,33.33,2,2,100.0,0,0,0,7,2,28.57,2,3,17,3,5,13,74,27,36.49,1,0,10,4,40.0,67,32,47.76,35,21,60.0,2,1,50.0,62,18,10,1,0,145,98,67.59,47,45,95.74,85,76,89.41,57,27,47.37,38,28,73.68,69,46,66.67,1,0,0.0,12,12,100.0,7,17.49,3.42,17.54,16.65,17.98,24.53,0,1
73,73,73,2021-01-02,3,2,1.35,8,4,50.0,376,305,81.12,47.24,109,19,40,50,74,31,30,13,272,138,50.74,3,2,66.67,35,2,5.71,10,4,40.0,30,5,16.67,3,0,0.0,3,1,33.33,0,0,0,6,2,33.33,2,9,17,4,5,16,95,49,51.58,0,0,6,2,33.33,73,44,60.27,49,23,46.94,0,0,0.0,46,36,8,1,0,154,122,79.22,78,62,79.49,80,73,91.25,46,28,60.87,54,40,74.07,68,55,80.88,4,2,50.0,35,33,94.29,7,15.77,3.08,12.23,17.12,17.63,12.88,1,2
74,74,74,2020-12-28,3,1,0.77,4,1,25.0,261,189,72.41,37.89,127,25,67,35,78,36,33,9,246,111,45.12,0,0,0.0,15,1,6.67,2,1,50.0,24,2,8.33,2,1,50.0,3,0,0.0,0,0,0,8,4,50.0,4,1,10,0,7,5,68,19,27.94,3,1,17,3,17.65,74,42,56.76,55,26,47.27,4,1,25.0,57,29,10,0,0,127,73,57.48,33,30,90.91,66,59,89.39,45,19,42.22,40,24,60.0,51,31,60.78,3,1,33.33,31,27,87.1,15,13.9,2.44,17.24,9.8,20.2,21.75,1,1
