,Date,Match,Team,Scheme,Goals,xG,Shots,Shots on Target,Shot Accuracy,Passes,Passes on Target,Pass Accuracy,"Possession, %",Losses,Low Losses,Medium Losses,High Losses,Recoveries,Low Recoveries,Medium Recoveries,High Recoveries,Duels,Duels won,Duel win %,Shots from outside,Shots from outside on target,Shots from outside accuracy,Positional attacks,Positional attacks with shots,Positional attacks with shots %,Counterattacks,Counterattacks with shots,Counterattacks with shots %,Set pieces,Set pieces with shots,Set pieces with shots %,Corners,Corners with shots,Corners with shots %,Free kicks,Free kicks with shots,Free kicks with shots %,Penalties,Penalties converted,Penalties converted %,Crosses,Crosses accurate,Crosses accurate %,Deep completed crosses,Deep completed passes,Penalty area entries (runs / crosses),Penalty area entries runs,Penalty area entries crosses,Touches in penalty area,Offensive duels,Offensive duels won,Offensive duels won %,Offsides,Conceded goals,Shots against,Shots against on target,Shots against on target %,Defensive duels,Defensive duels won,Defensive duels won %,Aerial duels,Aerial duels won,Aerial duels won %,Sliding tackles,Sliding tackles successful,Sliding tackles successful %,Interceptions,Clearances,Fouls,Yellow cards,Red cards,Forward passes,Forward passes accurate,Forward passes accurate %,Back passes,Back passes accurate,Back passes accurate %,Lateral passes,Lateral passes accurate,Lateral passes accurate %,Long passes,Long passes accurate,Long passes accurate %,Passes to final third,Passes to final third accurate,Passes to final third accurate %,Progressive passes,Progressive passes accurate,Progressive passes accurate %,Smart passes,Smart passes accurate,Smart passes accurate %,Throw ins,Throw ins accurate,Throw ins accurate %,Goal kicks,Match tempo,Average passes per possession,Long pass %,Average shot distance,Average pass length,PPDA,Home Team,Away Team,Home,Win
30,2022-01-22,Brentford - Wolverhampton Wanderers 1:2,Brentford,3-5-2,1,1.09,8,1,12.5,435,334,76.78,47.16,147,11,67,69,102,34,54,14,220,91,41.36,4,0,0.0,34,3,8.82,1,0,0.0,22,4,18.18,6,1,16.67,4,1,25.0,0,0,0,19,7,36.84,7,7,28,1,15,14,80,17,21.25,0,2,7,2,28.57,61,34,55.74,42,21,50.0,2,1,50.0,47,13,6,2,0,170,108,63.53,68,66,97.06,133,118,88.72,48,22,45.83,49,32,65.31,75,45,60.0,3,1,33.33,29,24,82.76,5,18.41,4.14,11.03,15.6,18.62,9.85,Brentford,Wolverhampton Wanderers,1,-1
31,2022-01-19,Brentford - Manchester United 1:3,Brentford,3-5-2,1,1.71,16,8,50.0,380,294,77.37,43.32,149,25,52,72,108,36,46,26,178,76,42.7,5,2,40.0,31,9,29.03,2,2,100.0,23,5,21.74,6,4,66.67,3,0,0.0,0,0,0,14,8,57.14,8,12,27,2,9,30,40,13,32.5,3,3,12,5,41.67,50,23,46.0,47,20,42.55,3,3,100.0,54,28,7,0,0,130,80,61.54,67,56,83.58,126,112,88.89,59,30,50.85,52,37,71.15,84,66,78.57,1,1,100.0,16,12,75.0,8,17.11,3.58,15.53,18.64,19.75,12.85,Brentford,Manchester United,1,-1
32,2022-01-16,Liverpool - Brentford 3:0,Brentford,3-5-2,0,0.84,6,1,16.67,301,213,70.76,32.28,133,35,66,32,99,46,39,14,191,79,41.36,2,0,0.0,16,4,25.0,3,2,66.67,14,1,7.14,0,0,0.0,0,0,0.0,0,0,0,5,2,40.0,2,4,14,3,5,7,40,14,35.0,7,3,25,13,52.0,56,31,55.36,43,20,46.51,4,2,50.0,65,30,6,1,0,126,69,54.76,47,42,89.36,73,62,84.93,56,25,44.64,39,18,46.15,72,38,52.78,2,1,50.0,12,10,83.33,9,17.85,3.2,18.6,20.1,18.98,16.96,Liverpool,Brentford,0,-1
33,2022-01-11,Southampton - Brentford 4:1,Brentford,5-3-2,1,0.61,5,4,80.0,408,322,78.92,52.09,124,19,58,47,99,49,35,15,186,87,46.77,1,1,100.0,28,4,14.29,1,0,0.0,16,1,6.25,2,1,50.0,2,0,0.0,0,0,0,12,7,58.33,6,6,21,3,10,15,58,21,36.21,1,4,12,6,50.0,56,34,60.71,41,20,48.78,5,2,40.0,42,18,8,1,0,161,107,66.46,47,43,91.49,156,140,89.74,45,25,55.56,55,40,72.73,82,53,64.63,5,1,20.0,27,24,88.89,6,17.4,4.25,11.03,15.36,19.07,10.13,Southampton,Brentford,0,-1
34,2022-01-02,Brentford - Aston Villa 2:1,Brentford,5-3-2,2,1.36,10,4,40.0,371,299,80.59,46.73,104,18,44,42,86,44,38,4,211,103,48.82,4,2,50.0,17,8,47.06,4,1,25.0,24,1,4.17,3,1,33.33,0,0,0.0,0,0,0,11,3,27.27,4,5,13,1,8,13,45,12,26.67,0,1,14,4,28.57,81,49,60.49,36,19,52.78,7,5,71.43,47,21,17,2,0,128,88,68.75,48,46,95.83,155,132,85.16,38,16,42.11,44,23,52.27,54,32,59.26,2,2,100.0,19,16,84.21,8,16.99,3.75,10.24,18.1,19.44,7.36,Brentford,Aston Villa,1,1
35,2021-12-29,Brentford - Manchester City 0:1,Brentford,5-3-2,0,0.33,6,2,33.33,194,138,71.13,23.93,88,21,32,35,60,28,27,5,159,72,45.28,3,0,0.0,8,2,25.0,1,1,100.0,22,3,13.64,3,2,66.67,5,0,0.0,0,0,0,7,0,0.0,0,1,8,1,4,7,32,17,53.13,0,1,12,5,41.67,62,29,46.77,40,17,42.5,4,2,50.0,38,22,12,0,0,75,42,56.0,20,19,95.0,68,53,77.94,32,14,43.75,24,10,41.67,38,19,50.0,1,0,0.0,10,7,70.0,11,16.45,2.28,16.49,24.09,20.32,13.74,Brentford,Manchester City,1,-1
36,2021-12-26,Brighton - Brentford 2:0,Brentford,3-5-2,0,1.57,15,6,40.0,446,354,79.37,49.66,132,32,57,43,88,41,27,20,222,127,57.21,4,2,50.0,28,9,32.14,3,1,33.33,29,5,17.24,9,4,44.44,0,0,0.0,0,0,0,16,6,37.5,6,7,21,5,9,23,67,33,49.25,2,2,14,5,35.71,67,50,74.63,33,16,48.48,0,0,0.0,46,16,9,3,0,161,115,71.43,68,60,88.24,155,136,87.74,58,29,50.0,48,30,62.5,83,51,61.45,6,4,66.67,19,18,94.74,10,17.87,4.13,13.0,17.02,19.22,12.26,Brighton,Brentford,0,-1
37,2021-12-10,Brentford - Watford 2:1,Brentford,3-5-2,2,2.04,14,5,35.71,452,362,80.09,62.05,138,13,54,71,102,40,44,18,247,129,52.23,3,1,33.33,35,7,20.0,4,1,25.0,29,5,17.24,8,2,25.0,5,1,20.0,1,1,100,19,7,36.84,6,8,30,2,9,22,65,30,46.15,1,1,5,2,40.0,67,50,74.63,72,27,37.5,5,1,20.0,37,18,12,4,0,166,122,73.49,71,68,95.77,162,136,83.95,51,29,56.86,65,46,70.77,92,69,75.0,4,1,25.0,34,30,88.24,4,16.42,3.56,11.28,14.57,20.77,4.32,Brentford,Watford,1,1
38,2021-12-05,Leeds United - Brentford 2:2,Brentford,5-3-2,2,1.21,9,2,22.22,287,218,75.96,41.18,113,33,34,46,80,34,28,18,213,108,50.7,3,0,0.0,24,5,20.83,1,0,0.0,24,3,12.5,1,0,0.0,4,0,0.0,0,0,0,14,6,42.86,5,7,19,3,7,19,62,23,37.1,0,2,11,6,54.55,70,44,62.86,44,26,59.09,8,6,75.0,58,28,9,3,0,119,78,65.55,32,30,93.75,94,77,81.91,32,20,62.5,41,26,63.41,69,45,65.22,3,1,33.33,18,11,61.11,5,13.97,2.9,11.15,17.52,19.28,10.96,Leeds United,Brentford,0,0
39,2021-12-02,Tottenham Hotspur - Brentford 2:0,Brentford,5-3-2,0,0.17,5,1,20.0,499,412,82.57,52.39,123,23,44,56,84,26,42,16,205,91,44.39,3,0,0.0,27,3,11.11,2,1,50.0,20,1,5.0,5,1,20.0,2,0,0.0,0,0,0,19,2,10.53,1,7,17,0,10,12,47,20,42.55,0,2,9,7,77.78,65,37,56.92,61,23,37.7,6,3,50.0,55,16,11,0,0,137,100,72.99,87,77,88.51,222,194,87.39,50,26,52.0,47,34,72.34,73,49,67.12,5,2,40.0,24,17,70.83,5,18.77,4.38,10.02,23.96,20.87,7.56,Tottenham Hotspur,Brentford,0,-1
40,2021-11-28,Brentford - Everton 1:0,Brentford,5-3-2,1,1.05,6,4,66.67,333,249,74.77,38.01,128,22,51,55,81,47,24,10,268,125,46.64,2,2,100.0,23,4,17.39,2,1,50.0,23,0,0.0,3,0,0.0,2,0,0.0,1,1,100,8,1,12.5,1,2,12,0,6,5,82,25,30.49,0,0,12,5,41.67,103,67,65.05,46,19,41.3,5,4,80.0,59,18,8,4,0,127,81,63.78,45,42,93.33,133,112,84.21,57,29,50.88,39,25,64.1,70,46,65.71,1,0,0.0,23,16,69.57,7,17.42,2.87,17.12,15.61,22.62,9.84,Brentford,Everton,1,1
41,2021-11-20,Newcastle United - Brentford 3:3,Brentford,3-4-2-1,3,0.94,10,4,40.0,309,226,73.14,47.83,129,32,50,47,76,34,31,11,267,128,47.94,4,1,25.0,30,7,23.33,2,0,0.0,23,2,8.7,2,1,50.0,3,0,0.0,0,0,0,11,4,36.36,4,7,18,1,9,15,51,20,39.22,2,3,21,8,38.1,106,67,63.21,54,21,38.89,6,3,50.0,49,24,11,2,0,140,91,65.0,51,47,92.16,65,52,80.0,68,40,58.82,47,37,78.72,72,53,73.61,2,1,50.0,23,19,82.61,8,15.94,2.89,22.01,18.74,20.11,9.17,Newcastle United,Brentford,0,0
42,2021-11-06,Brentford - Norwich City 1:2,Brentford,3-5-2,1,2.29,14,7,50.0,526,430,81.75,60.02,146,16,36,94,111,25,56,30,292,150,51.37,2,0,0.0,48,10,20.83,0,0,0.0,25,4,16.0,6,3,50.0,2,1,50.0,0,0,0,36,16,44.44,13,15,41,4,19,31,90,37,41.11,2,2,10,5,50.0,69,43,62.32,66,38,57.58,9,8,88.89,25,15,12,2,0,180,135,75.0,84,80,95.24,190,162,85.26,66,41,62.12,85,55,64.71,100,88,88.0,3,1,33.33,28,26,92.86,4,17.42,4.46,12.55,11.42,21.36,7.59,Brentford,Norwich City,1,-1
43,2021-10-30,Burnley - Brentford 3:1,Brentford,3-5-2,1,1.25,11,4,36.36,526,416,79.09,61.08,145,18,58,69,102,46,41,15,214,97,45.33,6,2,33.33,27,8,29.63,0,0,0.0,20,2,10.0,2,1,50.0,2,1,50.0,0,0,0,19,6,31.58,5,4,27,1,14,14,50,20,40.0,3,3,14,4,28.57,76,40,52.63,49,24,48.98,7,2,28.57,44,15,10,1,0,184,115,62.5,65,61,93.85,212,185,87.26,71,35,49.3,61,35,57.38,93,64,68.82,5,0,0.0,20,18,90.0,8,16.9,4.65,13.5,19.94,20.16,9.3,Burnley,Brentford,0,-1
44,2021-10-24,Brentford - Leicester City 1:2,Brentford,3-5-2,1,1.59,15,5,33.33,437,344,78.72,57.03,119,10,33,76,92,27,43,22,224,112,50.0,5,1,20.0,43,10,23.26,0,0,0.0,22,5,22.73,8,3,37.5,4,2,50.0,0,0,0,18,5,27.78,5,6,30,3,13,18,57,21,36.84,3,2,9,6,66.67,72,49,68.06,49,23,46.94,3,3,100.0,36,11,13,1,0,158,104,65.82,63,59,93.65,146,128,87.67,56,29,51.79,64,38,59.38,92,73,79.35,3,0,0.0,21,20,95.24,6,15.86,3.7,12.81,15.44,20.15,6.89,Brentford,Leicester City,1,-1
45,2021-10-16,Brentford - Chelsea 0:1,Brentford,3-5-2,0,1.75,13,6,46.15,389,317,81.49,42.57,115,16,32,67,91,36,37,18,254,124,48.82,3,1,33.33,38,11,28.95,0,0,0.0,21,2,9.52,5,2,40.0,3,0,0.0,0,0,0,23,13,56.52,11,12,27,1,13,30,54,20,37.04,1,1,7,1,14.29,81,54,66.67,71,36,50.7,0,0,0.0,44,4,13,1,0,145,105,72.41,64,58,90.63,133,118,88.72,63,38,60.32,65,49,75.38,97,81,83.51,3,1,33.33,29,24,82.76,6,17.06,3.57,16.2,15.2,21.95,12.96,Brentford,Chelsea,1,-1
46,2021-10-03,West Ham United - Brentford 1:2,Brentford,3-5-2,2,2.65,12,5,41.67,248,183,73.79,43.61,121,30,59,32,76,31,40,5,228,97,42.54,2,0,0.0,18,6,33.33,1,0,0.0,35,5,14.29,6,2,33.33,5,3,60.0,0,0,0,8,2,25.0,3,5,11,2,5,15,67,28,41.79,1,1,20,5,25.0,60,30,50.0,55,26,47.27,0,0,0.0,68,28,13,3,0,104,65,62.5,27,25,92.59,68,56,82.35,38,18,47.37,32,18,56.25,51,33,64.71,5,3,60.0,21,15,71.43,14,14.32,2.51,15.32,13.63,18.34,9.93,West Ham United,Brentford,0,1
47,2021-09-25,Brentford - Liverpool 3:3,Brentford,3-5-2,3,2.78,12,4,33.33,239,175,73.22,33.52,94,31,22,41,72,38,25,9,207,99,47.83,2,0,0.0,19,7,36.84,5,1,20.0,22,4,18.18,2,1,50.0,1,1,100.0,0,0,0,15,6,40.0,7,5,22,4,10,17,57,19,33.33,4,3,12,5,41.67,53,37,69.81,56,32,57.14,3,1,33.33,64,28,8,1,0,104,64,61.54,32,30,93.75,65,53,81.54,38,25,65.79,38,23,60.53,58,42,72.41,10,3,30.0,15,13,86.67,10,15.21,2.78,15.9,12.54,20.74,10.64,Brentford,Liverpool,1,0
48,2021-09-18,Wolverhampton Wanderers - Brentford 0:2,Brentford,3-5-2,2,1.99,8,3,37.5,287,230,80.14,41.63,82,15,39,28,63,32,23,8,212,96,45.28,5,0,0.0,20,5,25.0,5,1,20.0,24,1,4.17,2,0,0.0,2,0,0.0,1,1,100,4,0,0.0,0,5,14,3,3,10,58,23,39.66,2,0,10,0,0.0,91,46,50.55,32,16,50.0,5,0,0.0,48,22,7,3,1,107,70,65.42,34,33,97.06,97,88,90.72,36,22,61.11,30,24,80.0,58,39,67.24,9,1,11.11,16,10,62.5,11,14.22,2.9,12.54,15.91,19.45,11.62,Wolverhampton Wanderers,Brentford,0,1
49,2021-09-11,Brentford - Brighton 0:1,Brentford,5-3-2,0,0.72,7,1,14.29,313,244,77.96,41.44,105,31,38,36,70,42,20,8,218,118,54.13,2,0,0.0,25,4,16.0,1,0,0.0,18,3,16.67,1,0,0.0,3,1,33.33,0,0,0,18,4,22.22,4,4,17,2,12,10,68,28,41.18,0,1,4,2,50.0,84,58,69.05,31,19,61.29,6,4,66.67,52,14,9,3,0,121,84,69.42,45,42,93.33,81,68,83.95,33,15,45.45,30,21,70.0,63,35,55.56,2,2,100.0,22,17,77.27,6,15.55,3.13,10.54,19.84,19.07,10.07,Brentford,Brighton,1,-1
50,2021-08-28,Aston Villa - Brentford 1:1,Brentford,3-4-1-2,1,0.88,8,1,12.5,382,302,79.06,52.82,111,23,39,49,92,42,39,11,224,100,44.64,3,0,0.0,18,6,33.33,2,1,50.0,22,1,4.55,2,2,100.0,2,0,0.0,0,0,0,9,2,22.22,3,8,16,2,2,15,54,16,29.63,2,1,6,5,83.33,77,45,58.44,44,19,43.18,6,3,50.0,46,25,14,3,0,135,84,62.22,50,49,98.0,152,138,90.79,57,28,49.12,41,22,53.66,60,39,65.0,4,0,0.0,21,18,85.71,4,16.05,3.64,14.92,16.6,22.01,7.38,Aston Villa,Brentford,0,0
51,2021-08-21,Crystal Palace - Brentford 0:0,Brentford,3-5-2,0,0.97,14,3,21.43,355,269,75.77,44.88,97,13,40,44,91,28,49,14,260,132,50.77,6,1,16.67,35,8,22.86,0,0,0.0,21,4,19.05,5,3,60.0,7,0,0.0,0,0,0,13,6,46.15,9,4,19,2,8,11,57,22,38.6,2,0,7,2,28.57,92,65,70.65,56,20,35.71,4,3,75.0,36,12,10,1,0,148,96,64.86,55,50,90.91,99,84,84.85,50,20,40.0,55,34,61.82,66,47,71.21,4,2,50.0,19,17,89.47,6,18.65,3.03,14.08,17.7,19.18,8.6,Crystal Palace,Brentford,0,0
52,2021-08-13,Brentford - Arsenal 2:0,Brentford,3-5-2,2,1.28,9,3,33.33,264,200,75.76,35.34,108,25,51,32,74,29,35,10,240,124,51.67,2,0,0.0,22,6,27.27,0,0,0.0,21,3,14.29,2,1,50.0,0,0,0.0,0,0,0,11,4,36.36,4,7,15,3,5,18,54,27,50.0,1,0,20,5,25.0,92,59,64.13,42,15,35.71,10,4,40.0,34,26,12,0,0,103,75,72.82,40,33,82.5,77,64,83.12,37,22,59.46,35,21,60.0,51,34,66.67,5,2,40.0,19,14,73.68,16,15.19,2.9,14.02,14.39,20.12,9.27,Brentford,Arsenal,1,1
