,Unnamed: 0.2,Date,Scheme,Goals,xG,Shots,Shots on Target,Shot Accuracy,Passes,Passes on Target,Pass Accuracy,"Possession, %",Losses,Low Losses,Medium Losses,High Losses,Recoveries,Low Recoveries,Medium Recoveries,High Recoveries,Duels,Duels won,Duel win %,Shots from outside,Shots from outside on target,Shots from outside accuracy,Positional attacks,Positional attacks with shots,Positional attacks with shots %,Counterattacks,Counterattacks with shots,Counterattacks with shots %,Set pieces,Set pieces with shots,Set pieces with shots %,Corners,Corners with shots,Corners with shots %,Free kicks,Free kicks with shots,Free kicks with shots %,Penalties,Penalties converted,Penalties converted %,Crosses,Crosses accurate,Crosses accurate %,Deep completed crosses,Deep completed passes,Penalty area entries (runs / crosses),Penalty area entries runs,Penalty area entries crosses,Touches in penalty area,Offensive duels,Offensive duels won,Offensive duels won %,Offsides,Conceded goals,Shots against,Shots against on target,Shots against on target %,Defensive duels,Defensive duels won,Defensive duels won %,Aerial duels,Aerial duels won,Aerial duels won %,Sliding tackles,Sliding tackles successful,Sliding tackles successful %,Interceptions,Clearances,Fouls,Yellow cards,Red cards,Forward passes,Forward passes accurate,Forward passes accurate %,Back passes,Back passes accurate,Back passes accurate %,Lateral passes,Lateral passes accurate,Lateral passes accurate %,Long passes,Long passes accurate,Long passes accurate %,Passes to final third,Passes to final third accurate,Passes to final third accurate %,Progressive passes,Progressive passes accurate,Progressive passes accurate %,Smart passes,Smart passes accurate,Smart passes accurate %,Throw ins,Throw ins accurate,Throw ins accurate %,Goal kicks,Match tempo,Average passes per possession,Long pass %,Average shot distance,Average pass length,PPDA,Home,Win
76,76,2020-12-20,11,1,3.52,22,4,18.18,521,453,86.95,73.17,88,11,25,52,79,34,32,13,200,97,48.5,5,1,20.0,34,9,26.47,4,3,75.0,33,10,30.3,14,7,50.0,4,0,0.0,0,0,0,26,11,42.31,10,12,36,2,17,35,67,32,47.76,1,1,5,3,60.0,37,24,64.86,56,25,44.64,2,0,0.0,22,3,9,1,0,150,107,71.33,71,66,92.96,244,232,95.08,42,26,61.9,63,49,77.78,74,60,81.08,6,2,33.33,24,23,95.83,6,15.23,4.96,8.06,13.76,21.28,5.89,0,0
77,77,2020-12-16,11,0,1.0,8,3,37.5,475,354,74.53,53.51,154,27,53,74,98,40,42,16,238,132,55.46,4,1,25.0,34,3,8.82,1,0,0.0,27,4,14.81,8,2,25.0,2,0,0.0,0,0,0,17,5,29.41,4,6,21,1,8,16,65,36,55.38,2,0,8,3,37.5,83,50,60.24,39,22,56.41,5,5,100.0,41,8,11,0,0,154,82,53.25,65,59,90.77,195,167,85.64,74,28,37.84,70,33,47.14,80,51,63.75,8,2,25.0,32,28,87.5,6,17.64,3.89,15.58,24.3,22.7,7.94,0,0
78,78,2020-12-13,6,0,1.13,11,4,36.36,414,358,86.47,44.03,96,25,34,37,59,28,22,9,206,98,47.57,6,0,0.0,26,5,19.23,2,1,50.0,25,5,20.0,5,2,40.0,3,2,66.67,0,0,0,12,6,50.0,5,5,18,2,8,10,67,34,50.75,1,3,16,6,37.5,73,39,53.42,33,12,36.36,4,1,25.0,45,16,10,1,0,119,96,80.67,70,66,94.29,164,150,91.46,42,29,69.05,49,38,77.55,59,45,76.27,5,3,60.0,13,10,76.92,8,17.43,4.45,10.14,19.81,19.14,12.76,0,-1
79,79,2020-12-07,9,1,2.43,11,4,36.36,349,269,77.08,46.58,110,23,38,49,75,37,26,12,241,105,43.57,1,0,0.0,25,5,20.0,7,3,42.86,24,2,8.33,4,0,0.0,3,2,66.67,1,1,100,17,6,35.29,6,9,23,4,13,18,75,25,33.33,2,2,8,3,37.5,78,52,66.67,42,18,42.86,8,4,50.0,31,11,12,3,0,130,82,63.08,54,47,87.04,122,106,86.89,56,32,57.14,50,33,66.0,81,55,67.9,4,2,50.0,30,24,80.0,7,16.37,3.17,16.05,14.51,22.65,14.82,0,1
80,80,2020-11-28,11,1,2.4,12,3,25.0,336,272,80.95,43.23,95,18,37,40,77,40,28,9,181,88,48.62,5,1,20.0,22,6,27.27,1,1,100.0,20,2,10.0,4,2,50.0,2,0,0.0,2,1,50,7,3,42.86,3,5,22,5,4,13,62,27,43.55,2,1,6,2,33.33,63,44,69.84,30,10,33.33,3,2,66.67,36,17,9,2,0,132,85,64.39,52,50,96.15,121,110,90.91,56,32,57.14,47,26,55.32,75,55,73.33,7,3,42.86,19,18,94.74,2,15.93,3.5,16.67,18.27,22.41,11.96,0,0
81,81,2020-11-21,3,2,1.1,8,4,50.0,376,307,81.65,45.17,98,30,29,39,72,46,21,5,175,80,45.71,2,2,100.0,19,6,31.58,1,0,0.0,21,2,9.52,3,1,33.33,1,0,0.0,0,0,0,16,6,37.5,7,5,22,1,8,20,42,23,54.76,0,1,15,6,40.0,83,30,36.14,25,15,60.0,8,2,25.0,56,42,18,2,1,122,83,68.03,52,49,94.23,163,148,90.8,53,27,50.94,35,20,57.14,57,33,57.89,6,1,16.67,14,9,64.29,12,16.56,3.84,14.1,16.47,20.88,11.05,0,1
82,82,2020-11-06,5,0,1.76,17,3,17.65,535,446,83.36,58.49,113,14,38,61,92,29,38,25,182,83,45.6,7,0,0.0,49,14,28.57,3,1,33.33,14,1,7.14,5,1,20.0,2,1,50.0,0,0,0,39,19,48.72,17,13,51,9,27,36,69,26,37.68,2,0,4,2,50.0,40,27,67.5,37,15,40.54,1,1,100.0,33,12,11,1,0,191,144,75.39,86,84,97.67,171,144,84.21,44,19,43.18,75,55,73.33,105,86,81.9,7,5,71.43,23,20,86.96,6,17.83,5.46,8.22,17.16,20.01,11.83,0,0
83,83,2020-11-01,15,1,0.49,5,2,40.0,474,393,82.91,59.28,100,20,33,47,72,30,31,11,223,115,51.57,1,0,0.0,30,3,10.0,0,0,0.0,23,2,8.7,5,1,20.0,2,1,50.0,0,0,0,17,9,52.94,8,9,34,5,11,25,64,27,42.19,4,2,8,4,50.0,63,44,69.84,34,14,41.18,4,1,25.0,45,13,12,1,0,151,105,69.54,65,58,89.23,185,167,90.27,46,22,47.83,65,41,63.08,77,57,74.03,4,3,75.0,25,22,88.0,6,15.68,4.39,9.7,16.52,19.97,10.17,0,-1
84,84,2020-10-26,12,1,0.72,5,4,80.0,457,382,83.59,52.8,114,25,42,47,83,45,30,8,209,94,44.98,2,2,100.0,29,5,17.24,0,0,0.0,20,0,0.0,6,0,0.0,1,0,0.0,0,0,0,6,1,16.67,1,6,20,5,5,13,73,22,30.14,2,1,9,3,33.33,72,39,54.17,40,23,57.5,1,0,0.0,52,18,14,2,0,153,114,74.51,69,67,97.1,164,145,88.41,57,36,63.16,46,33,71.74,91,66,72.53,5,0,0.0,21,20,95.24,8,15.52,4.48,12.47,16.92,19.93,9.9,0,0
85,85,2020-10-18,12,1,1.92,17,3,17.65,519,447,86.13,63.98,94,6,28,60,78,30,38,10,233,120,51.5,8,2,25.0,48,12,25.0,1,1,100.0,22,4,18.18,5,3,60.0,4,1,25.0,0,0,0,12,6,50.0,6,8,28,5,7,26,69,29,42.03,2,1,1,1,100.0,78,53,67.95,43,20,46.51,6,3,50.0,38,9,12,2,1,167,121,72.46,64,60,93.75,234,218,93.16,50,27,54.0,90,62,68.89,86,71,82.56,9,4,44.44,33,31,93.94,3,17.46,4.85,9.63,17.34,22.04,6.03,0,0
86,86,2020-10-03,12,2,1.99,11,3,27.27,587,505,86.03,58.22,99,16,27,56,73,22,32,19,198,106,53.54,6,1,16.67,31,7,22.58,3,0,0.0,26,3,11.54,10,1,10.0,1,0,0.0,0,0,0,23,4,17.39,5,14,28,5,12,26,82,35,42.68,2,4,10,6,60.0,70,46,65.71,17,8,47.06,2,1,50.0,30,8,14,1,0,148,113,76.35,95,87,91.58,250,227,90.8,39,20,51.28,62,45,72.58,82,58,70.73,2,1,50.0,16,13,81.25,3,18.13,5.49,6.64,18.28,18.78,13.04,0,-1
87,87,2020-09-26,11,2,2.42,17,4,23.53,472,403,85.38,58.86,92,14,28,50,68,29,15,24,203,96,47.29,6,0,0.0,24,9,37.5,9,3,33.33,30,4,13.33,7,2,28.57,4,1,25.0,1,1,100,22,5,22.73,5,16,30,2,14,23,89,44,49.44,1,3,7,4,57.14,63,32,50.79,22,10,45.45,4,1,25.0,39,6,18,4,0,132,102,77.27,70,66,94.29,205,183,89.27,42,22,52.38,47,34,72.34,67,50,74.63,9,4,44.44,18,18,100.0,3,15.35,4.54,8.9,16.7,20.84,7.64,0,1
88,88,2020-09-20,12,3,1.98,13,6,46.15,427,363,85.01,54.95,93,19,40,34,77,29,34,14,184,107,58.15,8,2,25.0,27,11,40.74,3,1,33.33,24,0,0.0,1,0,0.0,4,1,25.0,1,1,100,9,2,22.22,1,4,16,2,4,9,53,30,56.6,2,0,6,0,0.0,52,35,67.31,39,19,48.72,3,2,66.67,36,15,15,0,1,140,102,72.86,66,62,93.94,151,138,91.39,49,32,65.31,50,35,70.0,82,55,67.07,5,2,40.0,17,16,94.12,6,16.48,4.45,11.48,20.01,18.98,11.71,0,1
89,89,2020-09-14,5,1,1.16,12,3,25.0,488,419,85.86,55.84,88,12,29,47,68,21,38,9,185,82,44.32,6,3,50.0,34,9,26.47,3,0,0.0,20,3,15.0,4,1,25.0,0,0,0.0,0,0,0,12,5,41.67,5,6,23,3,7,13,71,27,38.03,0,3,8,5,62.5,52,31,59.62,23,9,39.13,6,1,16.67,38,9,8,1,0,145,113,77.93,70,65,92.86,195,181,92.82,47,30,63.83,55,36,65.45,66,49,74.24,11,4,36.36,24,21,87.5,0,16.38,4.44,9.63,17.76,19.68,12.35,0,1
90,90,2020-07-26,9,2,1.73,14,4,28.57,304,240,78.95,49.07,98,24,39,35,76,42,24,10,200,99,49.5,7,1,14.29,19,11,57.89,2,0,0.0,32,3,9.38,7,1,14.29,0,0,0.0,0,0,0,13,3,23.08,4,7,19,7,7,14,58,22,37.93,2,1,13,2,15.38,48,28,58.33,52,32,61.54,1,1,100.0,50,22,11,0,0,109,71,65.14,59,56,94.92,88,72,81.82,60,36,60.0,40,27,67.5,69,45,65.22,3,1,33.33,18,16,88.89,13,14.62,2.71,19.74,17.76,22.17,8.64,0,1
91,91,2020-07-20,6,0,0.63,9,3,33.33,510,459,90.0,62.95,93,19,21,53,72,29,21,22,177,76,42.94,3,1,33.33,27,6,22.22,0,0,0.0,28,3,10.71,9,1,11.11,4,2,50.0,0,0,0,11,2,18.18,1,8,15,2,6,11,58,24,41.38,1,0,10,1,10.0,51,22,43.14,35,13,37.14,2,1,50.0,45,21,13,4,0,141,119,84.4,92,90,97.83,207,191,92.27,33,18,54.55,66,54,81.82,69,59,85.51,0,0,0.0,9,9,100.0,7,15.41,5.6,6.47,19.1,19.76,7.33,0,0
92,92,2020-07-16,9,1,1.02,9,2,22.22,257,179,69.65,35.8,130,40,47,43,75,33,34,8,202,108,53.47,0,0,0.0,17,6,35.29,5,1,20.0,17,2,11.76,2,0,0.0,1,0,0.0,0,0,0,10,4,40.0,5,5,11,0,6,18,50,17,34.0,2,1,17,6,35.29,68,43,63.24,40,21,52.5,4,3,75.0,64,24,10,0,0,114,62,54.39,38,36,94.74,73,56,76.71,49,31,63.27,41,25,60.98,68,41,60.29,3,0,0.0,18,13,72.22,8,14.79,2.6,19.07,13.75,21.5,13.96,0,0
93,93,2020-07-11,3,0,0.09,2,0,0.0,320,246,76.88,34.54,93,27,34,32,56,28,22,6,129,50,38.76,0,0,0.0,17,2,11.76,2,0,0.0,15,0,0.0,2,0,0.0,2,0,0.0,0,0,0,7,2,28.57,2,6,16,1,6,7,33,9,27.27,6,5,24,8,33.33,55,25,45.45,20,11,55.0,11,4,36.36,56,16,7,1,0,124,84,67.74,55,51,92.73,90,73,81.11,39,18,46.15,35,19,54.29,64,33,51.56,11,4,36.36,10,10,100.0,11,15.67,3.76,12.19,16.75,18.96,19.96,0,1
94,94,2020-07-08,13,1,2.67,12,2,16.67,370,292,78.92,46.77,98,22,31,45,86,48,26,12,173,84,48.55,2,0,0.0,26,6,23.08,4,1,25.0,27,5,18.52,6,3,50.0,3,0,0.0,0,0,0,14,4,28.57,4,10,22,4,6,19,54,25,46.3,5,3,17,7,41.18,52,25,48.08,34,17,50.0,3,1,33.33,67,36,7,1,0,131,92,70.23,64,62,96.88,131,109,83.21,56,31,55.36,50,22,44.0,60,38,63.33,16,7,43.75,13,11,84.62,9,15.75,3.27,15.14,12.35,21.66,11.52,0,1
95,95,2020-07-04,3,1,0.61,6,2,33.33,406,340,83.74,43.13,85,20,24,41,63,30,24,9,197,83,42.13,2,1,50.0,22,3,13.64,5,1,20.0,23,2,8.7,2,0,0.0,2,1,50.0,0,0,0,12,3,25.0,2,14,19,2,5,14,71,23,32.39,0,0,12,2,16.67,73,33,45.21,21,13,61.9,1,0,0.0,54,14,13,2,0,118,82,69.49,65,64,98.46,178,161,90.45,39,21,53.85,40,26,65.0,68,50,73.53,10,5,50.0,22,21,95.45,7,15.53,3.94,9.61,19.34,20.36,13.28,0,1
96,96,2020-06-30,3,0,0.45,8,2,25.0,351,297,84.62,39.28,74,11,26,37,49,20,19,10,154,76,49.35,3,1,33.33,26,5,19.23,4,0,0.0,20,3,15.0,4,1,25.0,3,1,33.33,0,0,0,12,5,41.67,5,3,15,2,6,10,61,25,40.98,2,3,13,6,46.15,61,38,62.3,16,5,31.25,4,2,50.0,46,16,10,0,0,121,94,77.69,40,37,92.5,150,137,91.33,37,24,64.86,47,34,72.34,66,52,78.79,7,2,28.57,14,13,92.86,6,16.05,4.13,10.54,17.94,22.97,16.28,0,1
97,97,2020-06-23,3,0,1.13,10,1,10.0,256,201,78.52,38.46,104,22,38,44,70,36,22,12,203,92,45.32,5,0,0.0,25,3,12.0,2,0,0.0,25,3,12.0,7,3,42.86,2,0,0.0,1,0,0,8,1,12.5,0,3,8,1,4,6,63,24,38.1,0,0,9,1,11.11,52,29,55.77,49,23,46.94,3,0,0.0,47,23,13,2,0,97,69,71.13,40,38,95.0,85,76,89.41,45,28,62.22,35,24,68.57,58,34,58.62,1,0,0.0,20,15,75.0,11,13.04,2.56,17.58,24.77,21.58,19.79,0,0
98,98,2020-06-20,6,2,1.19,10,4,40.0,316,247,78.16,42.0,84,21,25,38,63,31,18,14,180,96,53.33,2,0,0.0,25,6,24.0,3,0,0.0,27,4,14.81,10,3,30.0,1,0,0.0,0,0,0,19,5,26.32,4,5,23,4,10,15,55,28,50.91,0,1,12,6,50.0,75,45,60.0,25,12,48.0,11,6,54.55,46,17,13,2,0,107,76,71.03,39,35,89.74,126,107,84.92,33,16,48.48,36,22,61.11,51,30,58.82,6,2,33.33,15,15,100.0,5,15.3,3.33,10.44,16.93,20.42,12.37,0,-1
99,99,2020-03-07,6,0,0.29,7,1,14.29,592,501,84.63,54.96,122,24,33,65,84,40,30,14,217,92,42.4,6,1,16.67,45,6,13.33,0,0,0.0,11,1,9.09,0,0,0.0,3,0,0.0,0,0,0,16,4,25.0,4,8,17,0,8,9,74,19,25.68,0,0,11,1,9.09,73,46,63.01,31,16,51.61,4,2,50.0,44,19,7,3,0,183,138,75.41,107,98,91.59,224,204,91.07,57,30,52.63,78,51,65.38,90,65,72.22,3,1,33.33,33,32,96.97,9,17.91,5.69,9.63,24.71,18.95,13.08,0,0
100,100,2020-02-29,6,0,1.82,21,8,38.1,512,435,84.96,65.26,104,9,34,61,93,32,45,16,245,134,54.69,10,4,40.0,39,13,33.33,8,2,25.0,24,7,29.17,8,4,50.0,2,0,0.0,0,0,0,22,6,27.27,5,14,29,2,15,26,75,29,38.67,1,1,10,3,30.0,85,55,64.71,51,33,64.71,6,4,66.67,40,17,8,2,0,141,116,82.27,66,59,89.39,223,190,85.2,50,31,62.0,61,44,72.13,66,56,84.85,9,4,44.44,26,26,100.0,3,16.8,4.74,9.77,18.06,19.28,4.82,0,1
101,101,2020-02-22,9,1,0.89,6,2,33.33,264,192,72.73,38.75,127,41,57,29,57,36,18,3,204,99,48.53,3,1,33.33,20,2,10.0,1,0,0.0,15,4,26.67,2,1,50.0,2,2,100.0,0,0,0,3,0,0.0,0,1,7,1,1,8,40,10,25.0,2,1,11,3,27.27,67,44,65.67,47,27,57.45,5,3,60.0,79,44,6,2,0,109,59,54.13,30,29,96.67,82,73,89.02,44,22,50.0,30,21,70.0,52,25,48.08,5,1,20.0,32,29,90.63,11,13.84,2.44,16.67,19.78,20.57,13.52,0,0
102,102,2020-02-08,6,1,1.19,11,2,18.18,594,504,84.85,66.01,127,14,38,75,104,35,50,19,202,109,53.96,4,0,0.0,40,8,20.0,1,0,0.0,19,3,15.79,3,1,33.33,4,0,0.0,0,0,0,22,6,27.27,6,6,32,2,17,21,61,28,45.9,2,1,5,2,40.0,37,19,51.35,46,34,73.91,6,3,50.0,31,13,9,2,0,177,135,76.27,85,82,96.47,266,233,87.59,58,39,67.24,67,55,82.09,95,73,76.84,4,0,0.0,22,21,95.45,5,17.45,5.77,9.76,16.7,20.19,7.7,0,0
103,103,2020-02-01,2,3,2.61,19,6,31.58,578,500,86.51,64.92,112,16,47,49,79,35,39,5,204,91,44.61,7,1,14.29,39,14,35.9,0,0,0.0,23,3,13.04,6,2,33.33,3,0,0.0,0,0,0,20,6,30.0,6,12,31,3,11,28,59,21,35.59,1,3,12,6,50.0,42,26,61.9,55,29,52.73,6,3,50.0,41,7,8,1,0,195,152,77.95,90,85,94.44,223,206,92.38,54,35,64.81,70,58,82.86,106,82,77.36,5,4,80.0,20,20,100.0,8,17.46,5.45,9.34,16.36,19.73,10.68,0,0
104,104,2020-01-21,3,1,2.06,21,7,33.33,543,461,84.9,66.09,108,25,42,41,87,41,37,9,198,97,48.99,13,3,23.08,33,9,27.27,2,2,100.0,24,6,25.0,8,3,37.5,2,0,0.0,0,0,0,15,3,20.0,3,10,26,0,10,13,63,25,39.68,1,3,11,4,36.36,60,39,65.0,28,15,53.57,3,1,33.33,37,9,12,1,0,170,127,74.71,68,64,94.12,250,223,89.2,44,27,61.36,62,42,67.74,86,60,69.77,2,1,50.0,33,30,90.91,6,16.42,4.81,8.1,19.86,20.25,5.26,0,-1
105,105,2020-01-18,3,1,1.1,8,2,25.0,467,386,82.66,56.92,109,20,37,52,87,39,35,13,217,93,42.86,2,0,0.0,27,5,18.52,1,0,0.0,29,3,10.34,3,1,33.33,3,1,33.33,0,0,0,9,2,22.22,2,10,24,2,2,21,86,26,30.23,2,1,8,3,37.5,58,35,60.34,35,21,60.0,3,1,33.33,36,17,11,3,0,169,118,69.82,69,61,88.41,163,148,90.8,55,24,43.64,54,34,62.96,82,62,75.61,5,2,40.0,26,23,88.46,9,16.24,4.1,11.78,16.26,20.13,12.81,0,0
106,106,2020-01-11,12,0,1.1,8,1,12.5,402,303,75.37,49.16,119,32,33,54,84,50,28,6,195,98,50.26,3,0,0.0,30,7,23.33,2,0,0.0,16,1,6.25,3,1,33.33,1,0,0.0,0,0,0,11,2,18.18,2,4,19,2,8,16,68,21,30.88,2,1,15,6,40.0,64,44,68.75,39,19,48.72,4,3,75.0,55,25,7,1,0,151,96,63.58,56,53,94.64,128,104,81.25,66,35,53.03,63,38,60.32,87,52,59.77,6,1,16.67,29,24,82.76,7,15.36,3.65,16.42,16.52,20.65,13.9,0,-1
107,107,2020-01-01,13,1,2.11,13,5,38.46,455,366,80.44,48.08,137,16,57,64,97,39,41,17,234,118,50.43,5,1,20.0,31,3,9.68,3,1,33.33,31,6,19.35,5,1,20.0,3,2,66.67,0,0,0,14,3,21.43,3,16,29,2,8,22,83,36,43.37,0,1,16,4,25.0,81,49,60.49,42,22,52.38,5,2,40.0,44,15,8,2,0,161,116,72.05,71,65,91.55,170,145,85.29,59,35,59.32,58,40,68.97,80,60,75.0,3,1,33.33,27,24,88.89,8,16.68,3.58,12.97,18.25,20.79,14.04,0,0
108,108,2019-12-28,6,2,1.15,16,4,25.0,468,401,85.68,54.72,107,17,40,50,78,25,38,15,192,101,52.6,9,1,11.11,34,9,26.47,7,3,42.86,28,4,14.29,9,2,22.22,5,0,0.0,0,0,0,15,1,6.67,2,10,28,5,7,18,62,23,37.1,3,0,10,2,20.0,56,38,67.86,46,25,54.35,5,3,60.0,50,11,9,0,0,144,114,79.17,75,72,96.0,161,144,89.44,43,26,60.47,46,34,73.91,69,53,76.81,13,7,53.85,24,23,95.83,9,17.04,4.07,9.19,20.46,19.07,7.88,0,-1
109,109,2019-12-26,12,1,1.23,11,5,45.45,399,328,82.21,46.46,115,23,47,45,79,44,25,10,194,96,49.48,8,3,37.5,21,5,23.81,2,0,0.0,21,4,19.05,2,1,50.0,6,3,50.0,0,0,0,12,3,25.0,1,3,11,4,5,11,72,29,40.28,0,2,11,4,36.36,70,37,52.86,28,21,75.0,10,1,10.0,60,21,8,2,0,135,92,68.15,58,57,98.28,154,135,87.66,45,27,60.0,55,38,69.09,64,41,64.06,1,1,100.0,17,14,82.35,4,16.39,4.03,11.28,20.94,20.33,9.14,0,-1
110,110,2019-12-21,6,0,0.85,9,2,22.22,629,539,85.69,67.3,127,14,45,68,90,39,36,15,197,101,51.27,5,1,20.0,37,6,16.22,1,0,0.0,25,2,8.0,4,1,25.0,4,0,0.0,0,0,0,18,8,44.44,8,8,28,2,13,14,54,18,33.33,2,1,6,2,33.33,46,33,71.74,53,28,52.83,1,1,100.0,24,5,5,1,0,197,136,69.04,85,85,100.0,261,243,93.1,66,33,50.0,75,48,64.0,86,66,76.74,6,2,33.33,28,28,100.0,8,17.4,5.57,10.49,17.31,20.19,8.57,0,1
111,111,2019-12-16,6,1,2.0,15,9,60.0,585,484,82.74,64.2,120,17,27,76,88,39,29,20,207,86,41.55,8,3,37.5,51,11,21.57,1,0,0.0,19,4,21.05,7,3,42.86,2,1,50.0,0,0,0,31,8,25.81,6,10,32,1,15,20,69,20,28.99,1,1,11,6,54.55,62,32,51.61,48,21,43.75,4,1,25.0,37,14,12,1,0,191,143,74.87,79,75,94.94,239,214,89.54,53,27,50.94,80,61,76.25,99,83,83.84,7,3,42.86,36,33,91.67,5,18.2,5.22,9.06,21.15,20.65,5.67,0,0
112,112,2019-12-08,4,2,1.58,13,4,30.77,552,472,85.51,61.16,101,13,39,49,78,36,33,9,160,71,44.38,5,2,40.0,30,7,23.33,1,0,0.0,17,2,11.76,3,2,66.67,3,0,0.0,0,0,0,11,3,27.27,3,9,21,1,4,17,40,14,35.0,1,2,11,4,36.36,64,34,53.13,27,13,48.15,4,1,25.0,37,9,10,3,0,182,137,75.27,95,87,91.58,195,177,90.77,54,25,46.3,70,52,74.29,81,59,72.84,9,1,11.11,19,18,94.74,3,17.13,5.41,9.78,16.79,19.26,10.71,0,0
113,113,2019-12-05,13,2,1.66,18,7,38.89,389,324,83.29,48.66,93,22,30,41,68,33,23,12,204,94,46.08,7,2,28.57,31,6,19.35,3,2,66.67,30,9,30.0,9,5,55.56,5,1,20.0,0,0,0,13,5,38.46,3,6,22,7,6,22,68,22,32.35,0,1,10,4,40.0,65,34,52.31,39,25,64.1,1,0,0.0,45,21,11,1,0,140,103,73.57,60,54,90.0,124,111,89.52,36,25,69.44,50,36,72.0,63,47,74.6,0,0,0.0,16,16,100.0,5,16.42,3.64,9.25,17.87,18.67,9.11,0,1
114,114,2019-11-30,14,1,0.9,12,6,50.0,584,483,82.71,54.11,103,20,42,41,77,32,34,11,133,52,39.1,7,4,57.14,32,9,28.13,6,0,0.0,12,2,16.67,5,2,40.0,1,0,0.0,0,0,0,13,4,30.77,4,5,23,0,8,7,53,15,28.3,6,2,14,7,50.0,39,20,51.28,19,9,47.37,4,2,50.0,50,13,10,0,0,172,128,74.42,78,68,87.18,240,215,89.58,56,32,57.14,68,49,72.06,105,67,63.81,13,3,23.08,27,26,96.3,4,19.13,5.36,9.59,20.82,18.96,9.87,0,-1
115,115,2019-11-23,11,0,0.78,7,0,0.0,459,378,82.35,52.57,99,10,28,61,60,24,24,12,148,54,36.49,2,0,0.0,43,5,11.63,2,0,0.0,15,2,13.33,6,1,16.67,1,0,0.0,0,0,0,21,3,14.29,3,11,33,4,12,19,57,13,22.81,2,2,18,9,50.0,48,22,45.83,18,8,44.44,1,0,0.0,39,11,9,2,0,142,105,73.94,65,62,95.38,167,141,84.43,46,23,50.0,54,36,66.67,73,57,78.08,10,3,30.0,33,31,93.94,7,17.33,4.33,10.02,14.87,19.65,15.94,0,1
116,116,2019-11-10,3,1,0.86,4,1,25.0,444,369,83.11,59.61,104,19,45,40,54,28,18,8,222,103,46.4,1,0,0.0,25,1,4.0,2,0,0.0,19,3,15.79,2,1,50.0,2,2,100.0,0,0,0,11,2,18.18,2,3,12,1,6,10,69,21,30.43,4,3,19,11,57.89,99,57,57.58,27,13,48.15,2,0,0.0,54,14,13,5,0,150,107,71.33,79,69,87.34,156,146,93.59,45,27,60.0,58,36,62.07,64,47,73.44,2,1,50.0,25,23,92.0,8,15.35,4.31,10.14,11.41,19.6,6.47,0,-1
117,117,2019-11-02,3,2,2.45,20,6,30.0,525,452,86.1,57.13,93,6,32,55,76,25,34,17,247,121,48.99,6,1,16.67,40,13,32.5,3,2,66.67,20,5,25.0,8,3,37.5,1,1,100.0,0,0,0,20,9,45.0,8,13,34,5,10,33,87,36,41.38,3,0,7,0,0.0,88,52,59.09,30,16,53.33,8,3,37.5,26,8,11,0,0,156,119,76.28,75,71,94.67,224,204,91.07,44,20,45.45,62,47,75.81,83,71,85.54,5,3,60.0,18,13,72.22,4,16.82,5.25,8.38,16.52,20.93,10.96,0,-1
118,118,2019-10-26,3,3,1.4,8,4,50.0,521,428,82.15,53.03,101,11,37,53,87,41,32,14,199,96,48.24,3,3,100.0,26,2,7.69,2,0,0.0,21,3,14.29,0,0,0.0,3,0,0.0,1,1,100,11,3,27.27,4,7,26,4,6,12,75,27,36.0,3,2,7,7,100.0,69,40,57.97,26,12,46.15,5,4,80.0,38,12,12,2,0,184,135,73.37,70,67,95.71,166,148,89.16,56,28,50.0,62,40,64.52,86,60,69.77,11,1,9.09,22,22,100.0,7,18.46,4.53,10.75,18.05,18.76,9.24,0,-1
119,119,2019-10-19,3,1,1.46,20,6,30.0,457,391,85.56,45.71,106,31,33,42,66,41,16,9,180,81,45.0,9,1,11.11,25,10,40.0,5,0,0.0,27,6,22.22,5,2,40.0,2,1,50.0,0,0,0,15,4,26.67,1,17,26,4,6,25,43,19,44.19,0,2,22,9,40.91,87,37,42.53,29,17,58.62,7,2,28.57,43,22,17,3,1,160,125,78.13,68,66,97.06,150,130,86.67,43,20,46.51,47,33,70.21,74,54,72.97,3,3,100.0,12,12,100.0,12,18.94,4.44,9.41,21.04,18.36,11.33,0,-1
120,120,2019-10-05,3,3,2.49,17,7,41.18,484,411,84.92,48.88,112,17,31,64,85,28,36,21,209,103,49.28,6,1,16.67,39,13,33.33,6,1,16.67,14,2,14.29,4,1,25.0,3,1,33.33,0,0,0,17,7,41.18,6,13,30,5,13,21,93,31,33.33,1,0,8,3,37.5,71,46,64.79,14,10,71.43,5,4,80.0,59,27,11,2,0,172,137,79.65,91,84,92.31,136,121,88.97,52,35,67.31,61,49,80.33,90,78,86.67,8,5,62.5,21,20,95.24,4,17.43,4.28,10.74,17.03,19.32,6.38,0,-1
121,121,2019-09-28,1,0,0.72,8,1,12.5,505,431,85.35,49.49,91,24,31,36,79,47,20,12,217,101,46.54,3,1,33.33,24,4,16.67,4,0,0.0,13,3,23.08,2,2,100.0,1,0,0.0,0,0,0,12,4,33.33,5,6,21,1,10,12,65,19,29.23,2,2,25,10,40.0,78,49,62.82,20,9,45.0,5,2,40.0,46,19,12,3,0,171,126,73.68,82,78,95.12,193,175,90.67,60,35,58.33,44,26,59.09,86,58,67.44,6,1,16.67,16,16,100.0,5,17.07,5.21,11.88,17.0,20.04,15.73,0,-1
