,Unnamed: 0.2,Date,Scheme,Goals,xG,Shots,Shots on Target,Shot Accuracy,Passes,Passes on Target,Pass Accuracy,"Possession, %",Losses,Low Losses,Medium Losses,High Losses,Recoveries,Low Recoveries,Medium Recoveries,High Recoveries,Duels,Duels won,Duel win %,Shots from outside,Shots from outside on target,Shots from outside accuracy,Positional attacks,Positional attacks with shots,Positional attacks with shots %,Counterattacks,Counterattacks with shots,Counterattacks with shots %,Set pieces,Set pieces with shots,Set pieces with shots %,Corners,Corners with shots,Corners with shots %,Free kicks,Free kicks with shots,Free kicks with shots %,Penalties,Penalties converted,Penalties converted %,Crosses,Crosses accurate,Crosses accurate %,Deep completed crosses,Deep completed passes,Penalty area entries (runs / crosses),Penalty area entries runs,Penalty area entries crosses,Touches in penalty area,Offensive duels,Offensive duels won,Offensive duels won %,Offsides,Conceded goals,Shots against,Shots against on target,Shots against on target %,Defensive duels,Defensive duels won,Defensive duels won %,Aerial duels,Aerial duels won,Aerial duels won %,Sliding tackles,Sliding tackles successful,Sliding tackles successful %,Interceptions,Clearances,Fouls,Yellow cards,Red cards,Forward passes,Forward passes accurate,Forward passes accurate %,Back passes,Back passes accurate,Back passes accurate %,Lateral passes,Lateral passes accurate,Lateral passes accurate %,Long passes,Long passes accurate,Long passes accurate %,Passes to final third,Passes to final third accurate,Passes to final third accurate %,Progressive passes,Progressive passes accurate,Progressive passes accurate %,Smart passes,Smart passes accurate,Smart passes accurate %,Throw ins,Throw ins accurate,Throw ins accurate %,Goal kicks,Match tempo,Average passes per possession,Long pass %,Average shot distance,Average pass length,PPDA,Home,Win
30,30,2022-01-23,3,1,1.62,15,5,33.33,583,481,82.5,59.67,132,20,33,79,116,46,45,25,185,92,49.73,6,0,0.0,41,13,31.71,1,1,100.0,15,1,6.67,5,1,20.0,0,0,0.0,0,0,0,28,10,35.71,8,13,32,10,9,39,66,22,33.33,1,1,15,5,33.33,65,45,69.23,20,8,40.0,9,3,33.33,46,8,8,1,0,176,136,77.27,92,87,94.57,209,180,86.12,46,27,58.7,87,64,73.56,73,59,80.82,2,2,100.0,21,18,85.71,3,16.6,5.35,7.89,17.76,19.21,7.81,0,0
31,31,2022-01-18,4,1,0.78,8,2,25.0,444,365,82.21,42.67,122,32,26,64,94,37,35,22,171,83,48.54,2,0,0.0,39,5,12.82,5,1,20.0,16,2,12.5,5,1,20.0,2,0,0.0,0,0,0,22,9,40.91,8,17,35,5,13,28,61,29,47.54,1,1,14,3,21.43,62,39,62.9,28,8,28.57,1,1,100.0,65,22,7,1,0,156,112,71.79,68,65,95.59,163,144,88.34,49,28,57.14,60,43,71.67,82,62,75.61,5,2,40.0,25,22,88.0,7,17.58,4.53,11.04,17.51,18.65,10.49,1,0
32,32,2022-01-14,13,1,2.43,19,4,21.05,554,464,83.75,65.59,100,6,37,57,89,24,43,22,179,92,51.4,5,0,0.0,41,11,26.83,1,1,100.0,22,6,27.27,9,6,66.67,2,0,0.0,1,0,0,26,9,34.62,9,8,31,4,15,25,51,24,47.06,2,1,4,2,50.0,57,36,63.16,36,16,44.44,0,0,0.0,32,9,10,0,0,154,107,69.48,86,82,95.35,226,207,91.59,51,25,49.02,77,51,66.23,81,61,75.31,3,0,0.0,25,22,88.0,4,17.37,5.38,9.21,16.43,20.5,5.66,1,0
33,33,2022-01-02,3,3,1.25,10,5,50.0,398,321,80.65,47.25,127,25,54,48,104,45,45,14,226,93,41.15,6,2,33.33,21,6,28.57,4,1,25.0,20,3,15.0,5,3,60.0,0,0,0.0,0,0,0,6,4,66.67,3,6,19,1,5,17,46,12,26.09,1,2,16,6,37.5,82,41,50.0,58,26,44.83,8,1,12.5,54,35,12,1,0,145,96,66.21,79,78,98.73,113,95,84.07,40,18,45.0,43,23,53.49,58,40,68.97,4,2,50.0,21,20,95.24,13,18.13,3.86,10.05,19.07,17.88,7.08,0,1
34,34,2021-12-29,11,1,1.78,16,5,31.25,447,367,82.1,53.53,120,25,39,56,104,43,39,22,196,98,50.0,7,3,42.86,36,12,33.33,1,0,0.0,27,4,14.81,8,3,37.5,3,0,0.0,0,0,0,17,6,35.29,6,10,29,3,14,22,62,28,45.16,0,1,10,6,60.0,63,44,69.84,31,14,45.16,5,3,60.0,43,16,7,1,0,159,114,71.7,61,55,90.16,146,127,86.99,35,15,42.86,51,31,60.78,63,44,69.84,4,1,25.0,25,21,84.0,4,16.97,3.6,7.83,19.6,17.79,7.91,0,0
35,35,2021-12-26,13,2,1.12,15,5,33.33,463,378,81.64,51.69,130,24,43,63,109,43,47,19,197,87,44.16,11,4,36.36,31,11,35.48,3,0,0.0,22,1,4.55,6,1,16.67,3,0,0.0,0,0,0,15,7,46.67,7,9,27,5,10,18,56,16,28.57,1,0,15,5,33.33,66,39,59.09,43,21,48.84,3,1,33.33,61,20,9,1,0,170,122,71.76,82,77,93.9,139,122,87.77,35,16,45.71,59,39,66.1,63,41,65.08,10,3,30.0,15,11,73.33,5,17.78,4.25,7.56,22.11,17.33,8.51,1,1
36,36,2021-12-15,10,0,1.75,10,2,20.0,531,447,84.18,58.92,117,14,25,78,95,29,42,24,169,85,50.3,4,0,0.0,47,4,8.51,1,1,100.0,25,4,16.0,7,1,14.29,8,3,37.5,0,0,0,16,3,18.75,2,4,19,4,8,15,70,25,35.71,1,1,8,5,62.5,68,48,70.59,23,8,34.78,4,3,75.0,37,10,12,2,0,175,129,73.71,85,81,95.29,185,167,90.27,37,14,37.84,75,53,70.67,73,56,76.71,1,1,100.0,24,21,87.5,3,18.21,5.01,6.97,19.84,18.76,6.92,1,-1
37,37,2021-12-04,5,1,1.38,12,4,33.33,374,292,78.07,54.25,133,30,55,48,95,42,41,12,201,99,49.25,5,2,40.0,35,8,22.86,1,0,0.0,24,3,12.5,2,2,100.0,3,1,33.33,0,0,0,7,3,42.86,2,9,16,1,3,15,55,23,41.82,0,1,14,4,28.57,71,45,63.38,44,21,47.73,2,0,0.0,40,26,12,2,0,140,92,65.71,66,64,96.97,110,95,86.36,46,24,52.17,36,21,58.33,69,38,55.07,3,1,33.33,37,31,83.78,10,17.56,3.31,12.3,16.95,18.85,5.89,0,0
38,38,2021-12-01,6,1,1.33,11,3,27.27,524,459,87.6,64.74,107,22,36,49,82,32,40,10,209,103,49.28,3,0,0.0,38,6,15.79,0,0,0.0,23,4,17.39,5,3,60.0,3,0,0.0,0,0,0,15,4,26.67,3,17,25,4,9,27,68,28,41.18,0,1,15,6,40.0,77,41,53.25,46,24,52.17,4,2,50.0,32,25,8,1,0,162,136,83.95,90,83,92.22,197,182,92.39,30,20,66.67,60,50,83.33,83,70,84.34,6,4,66.67,17,17,100.0,7,16.61,5.35,5.73,16.37,18.27,6.48,0,0
39,39,2021-11-27,6,0,2.37,16,5,31.25,474,379,79.96,58.56,125,15,52,58,106,34,54,18,222,89,40.09,6,4,66.67,34,13,38.24,4,1,25.0,29,2,6.9,6,0,0.0,4,0,0.0,0,0,0,14,6,42.86,7,13,33,8,8,30,113,38,33.63,2,0,9,4,44.44,52,28,53.85,30,15,50.0,1,0,0.0,55,11,12,1,0,167,109,65.27,79,76,96.2,147,131,89.12,32,17,53.13,54,34,62.96,85,65,76.47,11,3,27.27,20,19,95.0,9,15.62,4.05,6.75,16.51,18.13,6.09,1,0
40,40,2021-11-20,15,0,0.36,6,2,33.33,590,534,90.51,63.38,80,22,24,34,55,19,21,15,210,94,44.76,2,0,0.0,29,5,17.24,1,0,0.0,18,1,5.56,6,0,0.0,1,0,0.0,0,0,0,17,3,17.65,3,5,15,0,9,10,71,24,33.8,0,2,8,5,62.5,61,34,55.74,37,23,62.16,8,6,75.0,36,19,13,3,0,164,139,84.76,94,93,98.94,256,243,94.92,29,16,55.17,54,42,77.78,66,53,80.3,1,1,100.0,20,19,95.0,6,17.84,6.7,4.92,17.46,19.37,9.5,0,-1
41,41,2021-11-06,6,1,1.52,12,5,41.67,648,584,90.12,66.6,84,19,20,45,71,26,31,14,164,74,45.12,4,0,0.0,33,10,30.3,0,0,0.0,16,1,6.25,2,1,50.0,1,0,0.0,1,1,100,16,6,37.5,5,9,27,9,10,21,48,19,39.58,1,1,5,2,40.0,54,25,46.3,26,12,46.15,1,0,0.0,37,28,16,3,1,158,123,77.85,90,86,95.56,304,291,95.72,30,15,50.0,65,50,76.92,49,33,67.35,3,1,33.33,21,20,95.24,3,17.96,7.45,4.63,16.46,18.46,7.03,1,0
42,42,2021-10-30,6,2,1.02,9,6,66.67,444,358,80.63,42.85,99,31,25,43,86,51,26,9,162,79,48.77,5,3,60.0,23,6,26.09,5,2,40.0,14,1,7.14,3,0,0.0,1,0,0.0,0,0,0,12,3,25.0,1,4,22,3,4,13,45,18,40.0,5,2,14,3,21.43,54,34,62.96,26,11,42.31,2,1,50.0,43,12,5,2,0,152,106,69.74,75,71,94.67,143,124,86.71,40,17,42.5,48,29,60.42,71,44,61.97,8,2,25.0,19,15,78.95,7,18.38,4.31,9.01,20.57,19.94,34.42,0,0
43,43,2021-10-23,1,1,1.52,10,5,50.0,482,400,82.99,45.67,103,18,38,47,86,33,36,17,161,82,50.93,3,2,66.67,27,8,29.63,2,1,50.0,18,0,0.0,7,0,0.0,1,0,0.0,1,1,100,19,4,21.05,3,9,23,3,8,16,43,21,48.84,2,4,20,13,65.0,67,37,55.22,19,10,52.63,4,3,75.0,43,6,10,2,0,154,114,74.03,72,66,91.67,182,161,88.46,37,14,37.84,41,24,58.54,62,38,61.29,6,2,33.33,18,18,100.0,5,18.73,4.92,7.68,17.25,20.37,8.83,1,-1
44,44,2021-10-16,5,0,1.45,12,3,25.0,541,477,88.17,61.59,114,32,18,64,86,33,37,16,214,98,45.79,4,1,25.0,39,6,15.38,3,2,66.67,14,4,28.57,4,2,50.0,3,1,33.33,0,0,0,18,7,38.89,6,15,28,2,11,25,57,18,31.58,0,0,15,3,20.0,73,39,53.42,47,25,53.19,6,3,50.0,55,27,14,5,0,154,122,79.22,75,72,96.0,218,203,93.12,34,19,55.88,75,58,77.33,72,61,84.72,3,1,33.33,23,20,86.96,7,17.92,5.58,6.28,14.87,18.48,5.72,0,0
45,45,2021-10-02,5,0,2.45,21,4,19.05,501,425,84.83,55.75,107,13,37,57,85,23,44,18,168,92,54.76,10,3,30.0,37,16,43.24,1,1,100.0,21,4,19.05,8,4,50.0,2,0,0.0,0,0,0,16,6,37.5,5,14,27,4,8,24,43,21,48.84,1,0,7,3,42.86,67,43,64.18,33,18,54.55,3,0,0.0,36,7,7,2,0,161,114,70.81,87,83,95.4,162,148,91.36,40,19,47.5,51,30,58.82,67,49,73.13,0,0,0.0,18,16,88.89,7,18.89,5.45,7.98,18.96,18.93,6.51,1,0
46,46,2021-09-27,12,1,0.92,8,4,50.0,538,458,85.13,55.54,119,30,40,49,90,49,25,16,159,87,54.72,4,1,25.0,16,3,18.75,0,0,0.0,24,5,20.83,5,2,40.0,5,2,40.0,0,0,0,15,6,40.0,5,7,18,3,7,20,40,18,45.0,0,1,8,3,37.5,72,43,59.72,23,12,52.17,3,1,33.33,41,19,10,5,0,173,130,75.14,102,92,90.2,172,158,91.86,64,35,54.69,46,26,56.52,70,46,65.71,4,1,25.0,13,11,84.62,6,16.7,5.33,11.9,17.29,19.01,12.44,0,0
47,47,2021-09-19,11,2,1.67,12,4,33.33,321,252,78.5,39.01,94,28,30,36,83,42,27,14,174,80,45.98,3,0,0.0,13,4,30.77,3,2,66.67,20,3,15.0,4,2,50.0,4,1,25.0,1,1,100,10,3,30.0,2,7,19,3,6,14,59,28,47.46,2,1,13,3,23.08,58,23,39.66,25,17,68.0,2,1,50.0,54,22,8,2,0,123,83,67.48,52,46,88.46,95,83,87.37,37,14,37.84,37,25,67.57,73,44,60.27,2,1,50.0,16,15,93.75,8,17.43,3.24,11.53,16.15,20.34,20.88,1,1
48,48,2021-09-11,9,1,0.24,4,2,50.0,473,392,82.88,58.56,119,17,30,72,81,26,37,18,218,96,44.04,1,0,0.0,31,3,9.68,2,0,0.0,18,1,5.56,5,0,0.0,1,0,0.0,0,0,0,15,2,13.33,1,6,26,1,7,12,84,26,30.95,2,0,7,1,14.29,68,40,58.82,31,12,38.71,3,1,33.33,40,16,12,2,0,148,98,66.22,88,83,94.32,154,140,90.91,58,28,48.28,66,41,62.12,71,54,76.06,12,4,33.33,30,26,86.67,7,16.63,4.73,12.26,19.0,18.91,5.26,0,1
49,49,2021-08-28,11,0,1.37,14,3,21.43,610,540,88.52,64.82,102,20,27,55,96,54,31,11,245,128,52.24,9,2,22.22,35,9,25.71,0,0,0.0,17,3,17.65,4,2,50.0,2,0,0.0,0,0,0,11,4,36.36,4,14,18,2,6,18,93,36,38.71,1,2,13,5,38.46,91,66,72.53,21,8,38.1,0,0,0.0,36,15,7,1,0,178,144,80.9,86,80,93.02,269,254,94.42,42,23,54.76,54,40,74.07,77,57,74.03,1,0,0.0,18,17,94.44,6,18.35,6.29,6.89,19.81,19.35,7.04,1,-1
50,50,2021-08-21,2,2,0.95,12,3,25.0,567,499,88.01,54.25,91,20,19,52,96,47,30,19,205,101,49.27,6,0,0.0,31,7,22.58,4,1,25.0,21,3,14.29,7,2,28.57,1,0,0.0,0,0,0,19,5,26.32,6,9,30,9,9,29,62,28,45.16,2,0,8,1,12.5,75,49,65.33,35,13,37.14,4,2,50.0,41,16,10,4,0,181,150,82.87,90,86,95.56,195,175,89.74,34,19,55.88,40,30,75.0,68,54,79.41,7,2,28.57,13,12,92.31,8,18.18,5.91,6.0,19.69,17.91,10.0,1,1
51,51,2021-08-14,4,2,1.72,14,6,42.86,502,426,84.86,63.22,99,24,28,47,70,43,15,12,177,93,52.54,2,1,50.0,32,9,28.13,0,0,0.0,24,4,16.67,6,4,66.67,3,0,0.0,0,0,0,9,4,44.44,4,8,22,3,4,21,41,16,39.02,0,1,12,3,25.0,56,37,66.07,53,27,50.94,4,4,100.0,38,28,7,1,0,155,108,69.68,80,74,92.5,209,196,93.78,61,29,47.54,56,35,62.5,77,58,75.32,0,0,0.0,24,22,91.67,8,16.38,4.56,12.15,15.8,21.55,9.56,0,1
52,52,2021-05-23,13,0,0.26,5,1,20.0,466,410,87.98,46.92,98,34,27,37,82,44,25,13,143,71,49.65,3,1,33.33,23,4,17.39,0,0,0.0,20,1,5.0,3,0,0.0,0,0,0.0,0,0,0,8,2,25.0,2,5,20,1,8,7,39,15,38.46,1,2,16,5,31.25,70,40,57.14,15,4,26.67,4,3,75.0,52,18,8,0,0,147,113,76.87,61,61,100.0,201,189,94.03,38,22,57.89,43,30,69.77,57,42,73.68,2,0,0.0,5,4,80.0,6,16.73,4.91,8.15,24.9,19.56,15.48,0,-1
53,53,2021-05-18,5,3,2.2,17,4,23.53,576,513,89.06,64.71,82,7,25,50,77,19,37,21,183,104,56.83,9,0,0.0,38,11,28.95,2,1,50.0,17,4,23.53,5,1,20.0,1,0,0.0,0,0,0,17,3,17.65,3,16,27,3,8,32,55,27,49.09,3,2,7,4,57.14,66,41,62.12,31,14,45.16,4,4,100.0,20,8,13,3,0,179,150,83.8,89,85,95.51,228,207,90.79,35,20,57.14,59,45,76.27,63,54,85.71,4,1,25.0,16,16,100.0,2,16.93,6.55,6.08,20.08,18.39,7.81,0,-1
54,54,2021-05-15,11,1,0.58,11,3,27.27,566,493,87.1,53.1,90,17,32,41,67,37,23,7,151,72,47.68,8,2,25.0,27,8,29.63,0,0,0.0,20,3,15.0,3,0,0.0,0,0,0.0,0,0,0,10,1,10.0,1,14,19,3,4,12,39,15,38.46,0,1,15,3,20.0,60,38,63.33,26,6,23.08,4,3,75.0,52,18,7,1,0,159,117,73.58,80,77,96.25,208,198,95.19,39,24,61.54,53,40,75.47,77,56,72.73,7,4,57.14,9,8,88.89,10,16.43,5.72,6.89,21.14,18.32,14.33,0,0
55,55,2021-05-09,2,1,0.34,5,3,60.0,322,271,84.16,43.21,82,26,18,38,65,39,19,7,180,87,48.33,0,0,0.0,20,2,10.0,1,0,0.0,23,3,13.04,5,3,60.0,0,0,0.0,0,0,0,9,0,0.0,0,9,21,2,5,17,63,19,30.16,2,2,15,6,40.0,71,38,53.52,25,20,80.0,5,1,20.0,44,28,7,2,1,83,60,72.29,58,53,91.38,131,117,89.31,38,28,73.68,30,20,66.67,51,38,74.51,4,2,50.0,15,13,86.67,8,13.76,3.54,11.8,12.81,19.95,13.76,0,-1
56,56,2021-05-01,12,2,2.9,17,5,29.41,323,278,86.07,46.69,95,24,28,43,79,31,34,14,190,86,45.26,5,1,20.0,38,12,31.58,1,0,0.0,13,4,30.77,2,0,0.0,3,2,66.67,1,1,100,8,4,50.0,4,8,20,4,5,20,73,27,36.99,0,0,9,1,11.11,61,34,55.74,31,19,61.29,5,4,80.0,59,24,18,1,0,107,81,75.7,68,66,97.06,95,87,91.58,36,24,66.67,39,26,66.67,63,56,88.89,5,2,40.0,16,15,93.75,8,14.41,3.3,11.15,15.48,20.52,5.85,0,-1
57,57,2021-04-24,9,0,2.46,15,5,33.33,597,520,87.1,70.08,111,17,33,61,82,37,28,17,228,110,48.25,5,1,20.0,39,9,23.08,3,2,66.67,27,4,14.81,12,0,0.0,3,0,0.0,0,0,0,14,2,14.29,2,13,30,5,9,25,85,39,45.88,1,1,6,3,50.0,51,26,50.98,26,17,65.38,0,0,0.0,36,12,7,0,0,173,131,75.72,101,100,99.01,232,214,92.24,54,29,53.7,61,37,60.66,68,50,73.53,2,1,50.0,27,26,96.3,2,15.43,5.28,9.05,16.91,18.59,9.06,0,-1
58,58,2021-04-20,7,0,0.97,10,2,20.0,396,319,80.56,35.14,97,21,30,46,70,24,32,14,192,102,53.13,5,1,20.0,31,6,19.35,3,2,66.67,21,1,4.76,3,0,0.0,2,1,50.0,0,0,0,6,0,0.0,1,8,19,5,3,10,44,14,31.82,0,0,7,4,57.14,94,59,62.77,23,13,56.52,7,3,42.86,30,3,9,1,1,125,89,71.2,60,57,95.0,149,128,85.91,44,25,56.82,47,25,53.19,57,38,66.67,1,0,0.0,23,21,91.3,7,18.58,3.88,11.11,20.63,20.27,22.63,0,0
59,59,2021-04-12,12,0,1.73,21,3,14.29,484,412,85.12,57.41,104,17,26,61,86,27,38,21,184,88,47.83,8,0,0.0,30,12,40.0,3,1,33.33,25,6,24.0,10,4,40.0,2,1,50.0,0,0,0,10,2,20.0,2,16,32,5,5,33,51,22,43.14,0,0,7,1,14.29,63,38,60.32,29,12,41.38,1,0,0.0,48,15,12,1,0,147,108,73.47,73,69,94.52,178,160,89.89,36,20,55.56,57,44,77.19,76,62,81.58,6,2,33.33,18,14,77.78,7,16.4,5.04,7.44,18.87,19.38,8.14,0,0
60,60,2021-04-04,9,1,1.25,5,3,60.0,412,330,80.1,42.65,113,23,49,41,82,42,29,11,186,87,46.77,0,0,0.0,21,2,9.52,0,0,0.0,27,3,11.11,6,2,33.33,4,1,25.0,0,0,0,12,3,25.0,4,5,16,3,6,16,60,24,40.0,2,2,15,7,46.67,65,40,61.54,27,12,44.44,5,4,80.0,57,19,7,2,0,148,97,65.54,69,66,95.65,139,120,86.33,44,22,50.0,35,23,65.71,76,42,55.26,11,5,45.45,18,13,72.22,9,17.17,3.65,10.68,8.85,18.5,13.18,0,-1
61,61,2021-03-20,9,3,1.46,10,6,60.0,716,644,89.94,67.86,78,5,22,51,68,24,30,14,181,88,48.62,3,3,100.0,35,6,17.14,1,0,0.0,11,4,36.36,3,0,0.0,0,0,0.0,0,0,0,14,5,35.71,6,12,31,2,9,20,57,23,40.35,2,0,3,1,33.33,69,45,65.22,22,8,36.36,2,1,50.0,20,7,12,0,0,190,152,80.0,104,99,95.19,322,306,95.03,52,32,61.54,65,48,73.85,84,70,83.33,10,2,20.0,20,18,90.0,2,17.47,7.96,7.26,16.05,19.78,8.3,0,-1
62,62,2021-03-14,3,2,0.6,8,6,75.0,302,220,72.85,42.96,123,25,27,71,82,19,48,15,193,99,51.3,3,1,33.33,33,5,15.15,4,0,0.0,20,2,10.0,5,1,20.0,3,0,0.0,0,0,0,16,2,12.5,1,2,25,5,10,13,62,18,29.03,1,1,9,4,44.44,65,45,69.23,33,18,54.55,3,2,66.67,47,27,10,0,0,112,72,64.29,49,47,95.92,94,74,78.72,43,24,55.81,63,39,61.9,53,41,77.36,4,1,25.0,29,19,65.52,4,15.39,2.63,14.24,19.34,21.15,8.15,0,1
63,63,2021-03-06,3,1,1.17,7,2,28.57,330,265,80.3,37.58,104,10,40,54,85,26,42,17,208,95,45.67,1,0,0.0,28,3,10.71,4,1,25.0,22,3,13.64,6,1,16.67,2,2,100.0,0,0,0,11,1,9.09,2,13,17,2,3,24,66,21,31.82,4,2,7,3,42.86,69,43,62.32,25,11,44.0,6,3,50.0,44,14,14,0,0,124,93,75.0,41,37,90.24,101,88,87.13,40,25,62.5,46,30,65.22,59,44,74.58,13,9,69.23,22,18,81.82,8,16.19,3.06,12.12,14.4,19.52,10.07,0,1
64,64,2021-02-27,6,0,3.56,15,6,40.0,537,461,85.85,66.14,97,19,37,41,82,35,34,13,226,115,50.88,5,2,40.0,35,10,28.57,0,0,0.0,22,2,9.09,4,0,0.0,2,0,0.0,2,0,0,16,4,25.0,4,15,31,3,8,26,71,31,43.66,0,1,6,2,33.33,66,47,71.21,45,19,42.22,2,1,50.0,25,15,13,0,0,170,129,75.88,65,61,93.85,231,214,92.64,46,24,52.17,60,49,81.67,95,71,74.74,9,5,55.56,17,13,76.47,8,17.36,5.26,8.57,16.37,19.68,6.23,0,-1
65,65,2021-02-22,5,1,3.72,23,5,21.74,711,632,88.89,72.15,93,1,24,68,75,17,33,25,202,97,48.02,6,0,0.0,56,17,30.36,2,0,0.0,23,6,26.09,13,2,15.38,2,1,50.0,0,0,0,29,16,55.17,16,15,48,1,24,46,73,32,43.84,3,2,3,2,66.67,53,34,64.15,34,12,35.29,4,2,50.0,24,9,10,2,0,174,133,76.44,89,86,96.63,334,311,93.11,41,29,70.73,82,61,74.39,98,87,88.78,6,2,33.33,30,29,96.67,3,18.62,6.41,5.77,14.87,18.45,7.07,0,1
66,66,2021-02-13,5,0,2.31,24,9,37.5,462,388,83.98,57.18,105,21,27,57,85,30,20,35,189,87,46.03,11,5,45.45,32,15,46.88,0,0,0.0,28,6,21.43,9,3,33.33,5,1,20.0,0,0,0,18,10,55.56,10,10,32,3,11,26,57,29,50.88,0,0,4,1,25.0,54,25,46.3,33,11,33.33,3,0,0.0,36,21,16,2,0,152,105,69.08,74,70,94.59,171,160,93.57,49,22,44.9,46,27,58.7,75,60,80.0,3,0,0.0,25,19,76.0,3,16.67,4.2,10.61,17.58,19.27,8.68,0,0
67,67,2021-02-06,5,1,0.62,8,2,25.0,359,299,83.29,54.06,98,24,40,34,85,47,33,5,191,81,42.41,4,1,25.0,22,3,13.64,3,2,66.67,27,3,11.11,7,1,14.29,1,0,0.0,0,0,0,12,3,25.0,3,5,16,1,5,10,36,17,47.22,0,1,17,6,35.29,52,25,48.08,58,19,32.76,2,2,100.0,50,19,10,0,0,134,95,70.9,58,58,100.0,114,106,92.98,45,21,46.67,43,28,65.12,71,55,77.46,6,2,33.33,15,14,93.33,11,13.56,3.66,12.53,17.54,20.8,10.62,0,0
68,68,2021-02-03,7,1,1.88,13,4,30.77,375,307,81.87,39.0,128,41,45,42,85,46,28,11,179,88,49.16,1,0,0.0,24,7,29.17,1,0,0.0,23,6,26.09,3,2,66.67,1,1,100.0,0,0,0,9,3,33.33,3,4,17,1,7,19,61,22,36.07,3,0,11,1,9.09,56,35,62.5,28,15,53.57,2,2,100.0,80,43,6,0,0,134,95,70.9,64,62,96.88,111,94,84.68,43,23,53.49,43,24,55.81,71,48,67.61,7,3,42.86,16,13,81.25,8,16.24,3.21,11.47,14.39,19.5,29.85,0,1
69,69,2021-01-31,5,1,2.46,15,4,26.67,417,352,84.41,45.12,114,21,29,64,88,38,34,16,204,90,44.12,5,1,20.0,30,9,30.0,10,3,30.0,23,3,13.04,9,3,33.33,2,0,0.0,0,0,0,20,8,40.0,8,26,38,3,12,39,71,22,30.99,1,0,8,4,50.0,85,46,54.12,22,12,54.55,7,4,57.14,60,13,10,2,0,147,114,77.55,44,41,93.18,137,122,89.05,40,20,50.0,33,24,72.73,68,57,83.82,15,10,66.67,16,16,100.0,4,16.86,4.05,9.59,14.41,18.02,8.51,0,-1
70,70,2021-01-27,5,0,1.94,15,5,33.33,388,289,74.48,50.12,127,10,49,68,84,20,39,25,254,148,58.27,5,1,20.0,36,9,25.0,4,0,0.0,31,5,16.13,10,2,20.0,4,2,50.0,0,0,0,23,9,39.13,8,11,25,2,12,28,68,33,48.53,3,0,10,3,30.0,84,60,71.43,56,34,60.71,6,3,50.0,54,2,10,2,0,138,83,60.14,52,47,90.38,140,121,86.43,55,26,47.27,52,29,55.77,62,46,74.19,9,4,44.44,22,20,90.91,8,16.75,3.37,14.18,16.65,20.95,6.22,0,0
71,71,2021-01-16,11,1,1.78,8,2,25.0,272,210,77.21,34.76,107,28,34,45,83,44,29,10,208,95,45.67,2,1,50.0,25,5,20.0,2,2,100.0,19,1,5.26,2,0,0.0,3,1,33.33,0,0,0,9,1,11.11,1,18,24,3,7,19,70,26,37.14,0,0,7,2,28.57,73,42,57.53,27,14,51.85,2,0,0.0,54,26,8,1,0,100,64,64.0,40,39,97.5,72,59,81.94,45,22,48.89,39,24,61.54,61,40,65.57,6,1,16.67,27,22,81.48,10,14.64,2.21,16.54,15.07,19.43,21.35,0,1
72,72,2021-01-13,13,0,0.18,4,1,25.0,369,297,80.49,33.31,98,24,34,40,63,30,19,14,201,90,44.78,2,1,50.0,22,1,4.55,2,0,0.0,21,3,14.29,4,1,25.0,2,0,0.0,0,0,0,12,3,25.0,5,4,16,2,6,12,58,18,31.03,2,1,18,7,38.89,92,52,56.52,24,9,37.5,3,0,0.0,48,18,12,2,0,126,87,69.05,56,51,91.07,131,116,88.55,44,26,59.09,36,20,55.56,76,48,63.16,5,3,60.0,12,12,100.0,12,18.96,4.15,11.92,21.04,19.6,15.8,0,-1
73,73,2021-01-02,11,3,2.74,12,4,33.33,524,455,86.83,57.9,94,14,21,59,70,23,35,12,190,98,51.58,3,0,0.0,38,9,23.68,1,0,0.0,17,2,11.76,5,3,60.0,2,0,0.0,1,1,100,19,8,42.11,7,9,29,3,12,23,54,22,40.74,1,3,10,5,50.0,81,47,58.02,33,20,60.61,8,3,37.5,31,16,13,2,0,142,105,73.94,75,72,96.0,250,233,93.2,48,20,41.67,66,43,65.15,60,46,76.67,6,1,16.67,17,16,94.12,4,16.04,5.63,9.16,14.58,20.38,9.39,0,0
74,74,2020-12-29,3,0,1.15,10,2,20.0,479,411,85.8,51.6,103,11,33,59,68,26,29,13,192,90,46.88,4,0,0.0,33,6,18.18,1,1,100.0,14,3,21.43,5,3,60.0,3,0,0.0,0,0,0,24,7,29.17,6,9,26,0,15,15,61,23,37.7,0,1,8,3,37.5,52,29,55.77,48,22,45.83,3,2,66.67,35,13,11,2,0,147,116,78.91,84,80,95.24,195,174,89.23,55,35,63.64,54,40,74.07,75,63,84.0,4,2,50.0,23,22,95.65,8,16.34,5.04,11.48,15.61,21.29,16.91,0,1
75,75,2020-12-27,11,2,1.07,10,4,40.0,546,466,85.35,60.78,111,18,37,56,81,34,39,8,184,85,46.2,5,1,20.0,31,8,25.81,2,0,0.0,17,2,11.76,4,2,50.0,0,0,0.0,0,0,0,14,4,28.57,3,9,28,3,8,18,56,19,33.93,1,2,10,4,40.0,56,37,66.07,37,12,32.43,3,2,66.67,53,16,8,0,0,163,115,70.55,73,72,98.63,229,214,93.45,63,33,52.38,69,46,66.67,77,56,72.73,5,1,20.0,20,19,95.0,7,16.31,5.57,11.54,17.73,21.03,9.77,0,0
