,Unnamed: 0,Date,Scheme,Goals,xG,Shots,Shots on Target,Shot Accuracy,Passes,Passes on Target,Pass Accuracy,"Possession, %",Losses,Low Losses,Medium Losses,High Losses,Recoveries,Low Recoveries,Medium Recoveries,High Recoveries,Duels,Duels won,Duel win %,Shots from outside,Shots from outside on target,Shots from outside accuracy,Positional attacks,Positional attacks with shots,Positional attacks with shots %,Counterattacks,Counterattacks with shots,Counterattacks with shots %,Set pieces,Set pieces with shots,Set pieces with shots %,Corners,Corners with shots,Corners with shots %,Free kicks,Free kicks with shots,Free kicks with shots %,Penalties,Penalties converted,Penalties converted %,Crosses,Crosses accurate,Crosses accurate %,Deep completed crosses,Deep completed passes,Penalty area entries (runs / crosses),Penalty area entries runs,Penalty area entries crosses,Touches in penalty area,Offensive duels,Offensive duels won,Offensive duels won %,Offsides,Conceded goals,Shots against,Shots against on target,Shots against on target %,Defensive duels,Defensive duels won,Defensive duels won %,Aerial duels,Aerial duels won,Aerial duels won %,Sliding tackles,Sliding tackles successful,Sliding tackles successful %,Interceptions,Clearances,Fouls,Yellow cards,Red cards,Forward passes,Forward passes accurate,Forward passes accurate %,Back passes,Back passes accurate,Back passes accurate %,Lateral passes,Lateral passes accurate,Lateral passes accurate %,Long passes,Long passes accurate,Long passes accurate %,Passes to final third,Passes to final third accurate,Passes to final third accurate %,Progressive passes,Progressive passes accurate,Progressive passes accurate %,Smart passes,Smart passes accurate,Smart passes accurate %,Throw ins,Throw ins accurate,Throw ins accurate %,Goal kicks,Match tempo,Average passes per possession,Long pass %,Average shot distance,Average pass length,PPDA,Home,Win
39,39,2021-12-01,4-4-2,2,1.83,13,7,53.85,343,267,77.84,45.0,122,18,44,60,95,29,50,16,242,96,39.67,4,2,50.0,37,9,24.32,0,0,0.0,21,4,19.05,2,2,100.0,2,0,0.0,0,0,0,16,5,31.25,6,11,28,5,8,23,72,28,38.89,1,2,15,5,33.33,64,30,46.88,61,20,32.79,5,1,20.0,49,11,14,1,0,137,100,72.99,45,41,91.11,101,84,83.17,53,36,67.92,51,36,70.59,71,53,74.65,4,1,25.0,21,16,76.19,7,16.74,3.09,15.45,16.6,19.8,8.94,1,0
40,40,2021-11-27,3-4-1-2,0,0.99,9,3,33.33,305,220,72.13,38.74,138,25,36,77,96,48,38,10,196,87,44.39,0,0,0.0,20,5,25.0,2,2,100.0,27,3,11.11,7,2,28.57,0,0,0.0,0,0,0,10,2,20.0,2,1,21,3,6,16,57,13,22.81,1,4,19,6,31.58,71,34,47.89,40,25,62.5,1,0,0.0,52,20,14,1,0,132,77,58.33,40,38,95.0,83,66,79.52,47,13,27.66,57,21,36.84,39,26,66.67,7,1,14.29,17,14,82.35,14,15.95,2.65,15.41,14.81,20.14,15.92,0,-1
41,41,2021-11-20,4-4-2,1,1.37,16,4,25.0,559,476,85.15,64.71,118,16,51,51,108,36,53,19,212,121,57.08,10,3,30.0,32,13,40.63,2,2,100.0,19,1,5.26,7,0,0.0,1,0,0.0,0,0,0,25,10,40.0,10,13,39,4,16,25,78,39,50.0,1,2,8,4,50.0,52,35,67.31,62,37,59.68,4,3,75.0,50,20,8,2,0,158,112,70.89,76,71,93.42,246,224,91.06,57,32,56.14,72,57,79.17,96,70,72.92,1,0,0.0,13,12,92.31,4,15.55,5.53,10.2,19.78,20.41,6.06,0,-1
42,42,2021-11-05,4-4-2,1,1.14,9,3,33.33,417,356,85.37,59.59,131,26,56,49,103,48,39,16,225,98,43.56,4,2,50.0,23,4,17.39,0,0,0.0,30,5,16.67,10,3,30.0,2,1,50.0,0,0,0,18,5,27.78,6,8,21,4,10,19,69,24,34.78,0,0,14,3,21.43,66,45,68.18,61,19,31.15,1,1,100.0,62,26,12,2,0,136,108,79.41,65,63,96.92,155,140,90.32,45,30,66.67,29,23,79.31,73,51,69.86,1,0,0.0,19,17,89.47,9,15.98,3.79,10.79,15.57,20.13,6.57,1,1
43,43,2021-10-30,4-4-2,1,1.79,11,1,9.09,438,358,81.74,57.62,109,20,39,50,95,51,29,15,258,139,53.88,4,1,25.0,24,8,33.33,6,0,0.0,35,3,8.57,8,0,0.0,2,0,0.0,0,0,0,19,6,31.58,6,9,28,4,13,20,76,39,51.32,0,0,7,3,42.86,66,46,69.7,66,35,53.03,3,1,33.33,54,21,6,2,0,163,121,74.23,49,43,87.76,154,134,87.01,50,24,48.0,62,41,66.13,72,57,79.17,9,4,44.44,11,10,90.91,10,15.86,4.06,11.42,15.26,19.61,8.68,0,1
44,44,2021-10-23,4-4-2,2,1.55,16,4,25.0,444,368,82.88,62.46,96,20,36,40,104,46,43,15,231,100,43.29,4,2,50.0,39,8,20.51,4,4,100.0,24,4,16.67,6,2,33.33,1,0,0.0,0,0,0,21,5,23.81,5,11,34,10,9,22,68,25,36.76,1,2,9,4,44.44,54,37,68.52,41,13,31.71,2,0,0.0,34,19,10,1,0,151,116,76.82,57,56,98.25,167,143,85.63,54,31,57.41,57,47,82.46,82,60,73.17,5,2,40.0,31,26,83.87,6,16.19,3.7,12.16,17.93,20.59,6.04,1,0
45,45,2021-10-16,4-4-2,1,2.02,18,4,22.22,340,273,80.29,47.11,112,9,37,66,94,30,45,19,231,119,51.52,11,2,18.18,37,12,32.43,2,2,100.0,26,3,11.54,8,3,37.5,2,0,0.0,0,0,0,11,5,45.45,5,7,22,5,6,22,96,42,43.75,1,0,3,0,0.0,69,41,59.42,41,22,53.66,1,0,0.0,31,11,16,2,0,139,96,69.06,54,51,94.44,99,91,91.92,28,11,39.29,54,31,57.41,53,45,84.91,1,0,0.0,27,24,88.89,4,15.36,2.91,8.24,19.87,19.5,10.29,1,1
46,46,2021-10-02,4-4-2,1,1.14,6,2,33.33,317,254,80.13,42.21,111,19,35,57,73,31,36,6,193,83,43.01,4,1,25.0,21,3,14.29,2,1,50.0,21,1,4.76,2,1,50.0,0,0,0.0,1,1,100,8,2,25.0,2,7,16,5,2,15,64,25,39.06,0,3,19,10,52.63,88,47,53.41,22,5,22.73,5,1,20.0,37,11,13,3,1,123,91,73.98,59,55,93.22,82,68,82.93,35,20,57.14,43,26,60.47,54,37,68.52,1,0,0.0,18,17,94.44,9,15.74,3.23,11.04,20.62,18.77,15.33,0,-1
47,47,2021-09-26,4-4-2,0,1.23,16,6,37.5,502,425,84.66,57.24,101,12,26,63,96,49,27,20,179,85,47.49,10,3,30.0,45,12,26.67,1,1,100.0,17,2,11.76,5,0,0.0,2,1,50.0,0,0,0,26,5,19.23,6,11,38,8,17,25,67,26,38.81,3,1,5,3,60.0,57,35,61.4,34,14,41.18,8,6,75.0,44,10,11,0,0,145,105,72.41,69,66,95.65,193,174,90.16,54,25,46.3,67,45,67.16,80,66,82.5,2,2,100.0,21,20,95.24,3,17.12,4.78,10.76,22.34,19.15,7.19,1,-1
48,48,2021-09-18,4-4-2,0,0.37,7,2,28.57,299,232,77.59,33.8,109,21,37,51,87,33,41,13,195,85,43.59,4,0,0.0,28,6,21.43,1,0,0.0,20,1,5.0,5,0,0.0,2,0,0.0,0,0,0,17,2,11.76,3,5,20,5,8,16,61,22,36.07,0,0,14,1,7.14,61,34,55.74,42,15,35.71,1,0,0.0,40,19,11,2,0,108,81,75.0,54,48,88.89,85,65,76.47,35,18,51.43,38,26,68.42,53,37,69.81,4,2,50.0,17,13,76.47,12,15.67,3.15,11.71,19.85,19.27,16.92,0,0
49,49,2021-09-11,4-1-4-1,0,1.23,11,3,27.27,382,308,80.63,44.22,115,26,42,47,84,47,29,8,171,92,53.8,1,0,0.0,25,5,20.0,3,2,66.67,20,4,20.0,5,3,60.0,1,0,0.0,0,0,0,12,4,33.33,4,7,23,2,7,15,56,28,50.0,0,0,13,3,23.08,63,41,65.08,37,18,48.65,4,0,0.0,44,19,10,3,0,140,100,71.43,44,42,95.45,143,125,87.41,38,18,47.37,43,28,65.12,77,54,70.13,4,3,75.0,14,12,85.71,3,15.54,4.66,9.95,15.35,19.45,16.75,1,0
50,50,2021-08-28,4-4-2,2,4.0,22,6,27.27,498,438,87.95,63.39,95,9,37,49,95,38,36,21,227,105,46.26,10,2,20.0,42,15,35.71,4,1,25.0,22,4,18.18,4,2,50.0,2,1,50.0,1,1,100,15,5,33.33,5,10,32,7,8,24,98,36,36.73,0,2,9,5,55.56,67,47,70.15,36,15,41.67,4,1,25.0,31,15,5,3,0,163,135,82.82,74,73,98.65,204,184,90.2,19,8,42.11,76,66,86.84,95,77,81.05,2,2,100.0,18,15,83.33,6,16.5,4.65,3.82,19.37,18.91,6.4,0,0
51,51,2021-08-22,4-4-2,1,0.4,6,3,50.0,283,211,74.56,39.98,121,25,49,47,94,36,40,18,192,88,45.83,5,2,40.0,20,4,20.0,2,0,0.0,28,0,0.0,7,0,0.0,3,0,0.0,0,0,0,13,2,15.38,1,5,11,4,4,7,56,23,41.07,0,1,15,4,26.67,73,45,61.64,32,11,34.38,8,6,75.0,54,8,12,2,0,104,61,58.65,46,44,95.65,86,68,79.07,33,7,21.21,39,17,43.59,42,23,54.76,2,0,0.0,19,14,73.68,11,15.52,3.01,11.66,24.17,19.33,8.24,1,0
52,52,2021-08-14,4-4-2,1,0.43,5,3,60.0,334,248,74.25,47.81,128,30,42,56,86,32,37,17,195,90,46.15,1,0,0.0,29,3,10.34,1,0,0.0,27,2,7.41,8,1,12.5,3,1,33.33,0,0,0,15,4,26.67,4,4,25,5,13,19,63,23,36.51,0,3,11,5,45.45,61,38,62.3,44,19,43.18,2,0,0.0,43,20,15,0,0,115,72,62.61,47,41,87.23,111,92,82.88,32,12,37.5,51,33,64.71,61,40,65.57,5,0,0.0,27,22,81.48,9,16.19,3.18,9.58,17.79,19.34,6.47,0,-1
53,53,2021-05-23,4-2-3-1,0,0.98,14,5,35.71,513,433,84.41,64.45,114,12,57,45,90,39,41,10,178,82,46.07,6,0,0.0,29,7,24.14,3,1,33.33,18,6,33.33,3,2,66.67,1,1,100.0,0,0,0,12,4,33.33,3,11,25,5,4,18,58,23,39.66,2,3,13,7,53.85,57,31,54.39,39,19,48.72,1,1,100.0,37,14,9,3,0,152,113,74.34,82,74,90.24,180,164,91.11,52,20,38.46,54,39,72.22,66,44,66.67,6,4,66.67,20,17,85.0,6,17.54,5.03,10.14,19.66,17.75,8.53,0,-1
54,54,2021-05-18,4-4-2,0,1.24,18,5,27.78,388,335,86.34,53.96,99,16,29,54,84,29,33,22,204,89,43.63,13,3,23.08,36,10,27.78,0,0,0.0,22,6,27.27,4,1,25.0,5,2,40.0,0,0,0,11,4,36.36,4,10,24,4,5,19,93,32,34.41,3,2,15,7,46.67,57,36,63.16,31,9,29.03,1,1,100.0,48,19,9,0,0,139,107,76.98,63,59,93.65,125,117,93.6,29,18,62.07,49,35,71.43,63,53,84.13,3,0,0.0,22,19,86.36,7,16.15,3.46,7.47,22.47,17.89,8.03,1,-1
55,55,2021-05-15,4-4-2,3,1.74,10,6,60.0,442,382,86.43,46.92,105,13,41,51,73,24,38,11,189,87,46.03,4,2,50.0,27,6,22.22,0,0,0.0,26,3,11.54,6,0,0.0,4,1,25.0,0,0,0,6,3,50.0,3,8,17,5,1,17,68,25,36.76,3,1,8,2,25.0,72,43,59.72,26,13,50.0,5,2,40.0,34,9,9,0,0,139,105,75.54,86,85,98.84,132,118,89.39,36,17,47.22,47,32,68.09,50,35,70.0,1,1,100.0,25,20,80.0,6,17.17,4.29,8.14,15.78,17.66,14.13,1,1
56,56,2021-05-11,4-4-2,3,2.12,13,6,46.15,505,444,87.92,61.8,104,17,41,46,83,26,47,10,210,99,47.14,2,0,0.0,29,7,24.14,3,1,33.33,30,4,13.33,12,3,25.0,2,0,0.0,0,0,0,9,2,22.22,2,9,20,1,4,19,62,24,38.71,1,1,11,4,36.36,95,57,60.0,35,9,25.71,1,0,0.0,50,16,20,2,0,157,125,79.62,84,81,96.43,171,157,91.81,35,19,54.29,41,29,70.73,52,37,71.15,6,2,33.33,17,16,94.12,4,19.36,5.1,6.93,16.53,16.9,4.5,1,1
57,57,2021-05-08,4-4-2,0,1.08,10,5,50.0,471,406,86.2,47.88,103,32,35,36,88,42,28,18,186,81,43.55,6,2,33.33,28,6,21.43,3,1,33.33,28,3,10.71,4,0,0.0,3,0,0.0,0,0,0,13,1,7.69,1,7,16,4,4,13,63,27,42.86,1,2,14,6,42.86,63,28,44.44,31,13,41.94,0,0,0.0,55,15,6,1,0,140,107,76.43,83,81,97.59,160,144,90.0,59,42,71.19,38,29,76.32,72,49,68.06,3,3,100.0,18,18,100.0,9,17.4,4.53,12.53,20.77,18.6,17.19,0,-1
58,58,2021-04-30,4-4-2,1,1.1,5,3,60.0,228,176,77.19,33.27,107,40,39,28,63,38,21,4,219,89,40.64,2,1,50.0,12,2,16.67,2,1,50.0,27,1,3.7,0,0,0.0,3,1,33.33,1,1,100,4,1,25.0,1,2,7,2,2,7,59,16,27.12,1,1,18,9,50.0,56,33,58.93,43,15,34.88,4,1,25.0,55,31,9,1,1,100,62,62.0,34,29,85.29,65,59,90.77,39,21,53.85,35,14,40.0,45,28,62.22,1,1,100.0,20,15,75.0,12,14.75,2.26,17.11,17.86,21.58,22.08,1,0
59,59,2021-04-21,4-4-2,1,1.6,9,5,55.56,336,271,80.65,40.15,119,23,48,48,86,35,40,11,246,128,52.03,5,1,20.0,24,4,16.67,7,2,28.57,25,3,12.0,5,1,20.0,1,0,0.0,0,0,0,9,2,22.22,3,2,15,2,4,11,66,31,46.97,1,2,12,3,25.0,99,61,61.62,30,12,40.0,3,2,66.67,50,14,14,1,0,105,72,68.57,57,50,87.72,107,92,85.98,37,26,70.27,43,29,67.44,46,29,63.04,6,1,16.67,14,13,92.86,8,15.51,3.43,11.01,18.12,18.1,15.22,0,-1
60,60,2021-04-12,4-4-2,0,1.98,13,4,30.77,408,333,81.62,61.16,111,22,32,57,87,30,38,19,232,116,50.0,6,2,33.33,35,4,11.43,3,2,66.67,33,6,18.18,10,2,20.0,3,0,0.0,1,0,0,17,5,29.41,3,15,28,5,4,26,76,41,53.95,2,3,14,6,42.86,76,38,50.0,37,18,48.65,3,0,0.0,35,16,11,2,0,142,108,76.06,54,46,85.19,144,122,84.72,32,18,56.25,62,44,70.97,68,52,76.47,19,10,52.63,20,19,95.0,11,15.81,4.04,7.84,18.93,18.15,10.07,0,-1
61,61,2021-04-04,4-4-2,3,2.38,24,9,37.5,396,319,80.56,54.5,116,24,44,48,110,54,40,16,228,127,55.7,12,2,16.67,32,17,53.13,8,4,50.0,21,2,9.52,6,3,50.0,1,0,0.0,0,0,0,16,4,25.0,4,16,36,7,10,28,64,32,50.0,0,2,6,5,83.33,57,38,66.67,54,34,62.96,4,2,50.0,51,33,11,0,0,142,101,71.13,52,51,98.08,135,110,81.48,40,18,45.0,41,27,65.85,70,43,61.43,3,0,0.0,18,16,88.89,4,15.3,3.77,10.1,18.78,19.02,6.57,1,1
62,62,2021-03-14,4-4-2,1,0.71,9,4,44.44,460,383,83.26,57.04,114,25,48,41,78,45,20,13,193,87,45.08,4,0,0.0,26,4,15.38,1,1,100.0,24,3,12.5,4,1,25.0,2,0,0.0,0,0,0,17,4,23.53,5,6,25,4,11,14,65,20,30.77,1,2,8,6,75.0,62,44,70.97,33,14,42.42,0,0,0.0,41,21,11,0,0,159,114,71.7,62,59,95.16,192,174,90.63,43,21,48.84,53,42,79.25,80,44,55.0,1,0,0.0,22,18,81.82,10,17.66,4.47,9.35,19.46,20.31,13.46,1,-1
63,63,2021-03-10,4-4-2,2,2.03,11,6,54.55,462,398,86.15,43.15,77,25,25,27,58,20,29,9,142,77,54.23,4,2,50.0,21,3,14.29,5,2,40.0,16,3,18.75,5,2,40.0,2,0,0.0,1,1,100,5,0,0.0,0,4,15,4,3,14,34,11,32.35,5,5,17,11,64.71,66,46,69.7,21,12,57.14,2,2,100.0,24,18,4,0,0,130,89,68.46,102,98,96.08,161,153,95.03,47,25,53.19,47,29,61.7,61,35,57.38,6,2,33.33,18,16,88.89,6,18.7,5.19,10.17,18.26,18.43,24.95,0,-1
64,64,2021-03-06,4-4-2,2,1.56,14,7,50.0,366,294,80.33,52.11,113,27,43,43,79,38,30,11,238,121,50.84,8,3,37.5,22,8,36.36,10,2,20.0,26,3,11.54,3,2,66.67,4,0,0.0,1,1,100,10,3,30.0,3,10,23,7,3,20,75,31,41.33,2,0,9,2,22.22,71,46,64.79,40,14,35.0,2,0,0.0,58,22,11,3,0,119,79,66.39,61,56,91.8,122,104,85.25,43,19,44.19,42,23,54.76,59,37,62.71,9,2,22.22,19,16,84.21,8,16.11,3.36,11.75,18.9,18.84,8.27,0,1
65,65,2021-03-01,4-4-2,0,1.41,9,1,11.11,431,364,84.45,50.13,117,20,40,57,83,32,38,13,290,122,42.07,3,0,0.0,21,4,19.05,2,0,0.0,31,5,16.13,10,5,50.0,4,0,0.0,0,0,0,13,3,23.08,3,6,17,1,8,21,70,21,30.0,0,1,5,1,20.0,87,67,77.01,73,13,17.81,5,2,40.0,46,20,9,2,0,152,119,78.29,77,69,89.61,140,125,89.29,39,24,61.54,47,31,65.96,63,45,71.43,5,3,60.0,21,18,85.71,4,16.55,3.81,9.05,15.42,17.92,17.47,0,-1
66,66,2021-02-23,4-4-2,0,1.0,12,6,50.0,325,259,79.69,53.36,101,12,38,51,65,18,33,14,245,109,44.49,5,1,20.0,37,6,16.22,1,1,100.0,22,5,22.73,4,3,75.0,4,1,25.0,0,0,0,10,4,40.0,4,4,19,4,5,17,120,44,36.67,2,3,11,7,63.64,63,40,63.49,22,11,50.0,3,2,66.67,46,10,13,2,0,129,89,68.99,52,49,94.23,77,63,81.82,25,11,44.0,35,22,62.86,46,35,76.09,13,4,30.77,29,27,93.1,8,14.62,2.9,7.69,17.4,16.75,6.02,0,-1
67,67,2021-02-20,4-4-2,1,0.76,3,1,33.33,276,196,71.01,29.71,112,22,53,37,74,40,30,4,224,85,37.95,0,0,0.0,14,3,21.43,3,0,0.0,19,0,0.0,3,1,33.33,0,0,0.0,0,0,0,5,0,0.0,0,1,8,2,2,5,61,14,22.95,0,1,8,3,37.5,80,37,46.25,30,10,33.33,6,3,50.0,46,22,10,1,0,113,64,56.64,40,37,92.5,69,57,82.61,35,15,42.86,35,17,48.57,53,28,52.83,4,2,50.0,23,18,78.26,6,18.01,2.88,12.68,12.48,17.7,21.33,1,0
68,68,2021-02-14,4-4-2,1,0.69,6,3,50.0,430,358,83.26,49.26,97,16,37,44,76,22,45,9,201,104,51.74,3,1,33.33,22,3,13.64,3,2,66.67,21,1,4.76,4,0,0.0,2,0,0.0,0,0,0,9,4,44.44,4,8,18,3,5,16,43,17,39.53,6,2,10,4,40.0,78,53,67.95,33,15,45.45,4,3,75.0,44,16,9,2,0,148,107,72.3,74,69,93.24,129,114,88.37,48,21,43.75,49,28,57.14,52,33,63.46,7,2,28.57,18,13,72.22,7,17.96,4.17,11.16,16.88,17.47,11.96,1,-1
69,69,2021-02-06,4-4-2,2,1.75,14,5,35.71,578,494,85.47,73.02,108,10,37,61,82,27,39,16,222,108,48.65,4,1,25.0,56,7,12.5,0,0,0.0,24,6,25.0,7,2,28.57,4,2,50.0,0,0,0,23,8,34.78,7,9,33,6,13,26,66,26,39.39,5,3,6,5,83.33,77,48,62.34,48,18,37.5,3,2,66.67,39,7,14,1,0,170,130,76.47,78,74,94.87,207,185,89.37,44,18,40.91,83,60,72.29,73,56,76.71,7,4,57.14,19,19,100.0,4,17.95,4.98,7.61,15.62,17.37,4.03,0,-1
70,70,2021-02-02,4-4-2,0,0.65,3,1,33.33,179,133,74.3,23.45,96,43,31,22,59,38,18,3,148,56,37.84,2,1,50.0,6,2,33.33,2,0,0.0,24,0,0.0,3,0,0.0,3,0,0.0,0,0,0,0,0,0.0,0,3,3,0,0,2,36,7,19.44,2,9,24,15,62.5,53,28,52.83,24,10,41.67,3,1,33.33,57,29,6,3,2,76,46,60.53,24,21,87.5,47,44,93.62,28,12,42.86,18,7,38.89,40,14,35.0,3,2,66.67,8,6,75.0,10,18.27,2.03,15.64,19.0,18.1,25.11,0,-1
71,71,2021-01-30,4-4-2,0,2.52,19,5,26.32,466,385,82.62,60.07,113,20,46,47,80,30,38,12,219,108,49.32,9,1,11.11,30,11,36.67,1,1,100.0,26,6,23.08,7,2,28.57,2,1,50.0,0,0,0,19,3,15.79,3,18,30,4,8,35,77,32,41.56,3,1,7,4,57.14,70,48,68.57,35,13,37.14,3,2,66.67,35,17,13,1,0,163,118,72.39,63,60,95.24,173,155,89.6,38,20,52.63,44,27,61.36,79,54,68.35,7,4,57.14,24,22,91.67,5,16.83,4.16,8.15,17.21,20.15,10.45,1,-1
72,72,2021-01-26,4-4-2,1,0.95,12,5,41.67,483,416,86.13,59.2,92,13,41,38,65,28,22,15,187,84,44.92,5,2,40.0,33,8,24.24,0,0,0.0,16,3,18.75,4,1,25.0,2,1,50.0,0,0,0,14,6,42.86,5,3,18,5,10,13,61,28,45.9,2,3,9,4,44.44,66,34,51.52,23,12,52.17,3,2,66.67,32,22,11,1,0,123,95,77.24,84,79,94.05,187,169,90.37,36,20,55.56,42,30,71.43,61,42,68.85,2,1,50.0,23,21,91.3,5,17.97,5.03,7.45,18.11,18.45,9.39,1,-1
73,73,2021-01-16,4-4-2,0,0.92,7,3,42.86,475,390,82.11,53.39,128,22,56,50,89,31,39,19,210,88,41.9,4,1,25.0,28,4,14.29,3,1,33.33,26,3,11.54,5,1,20.0,1,0,0.0,0,0,0,12,4,33.33,4,12,27,2,7,17,73,29,39.73,1,2,16,5,31.25,68,30,44.12,36,15,41.67,3,2,66.67,46,13,11,2,0,147,97,65.99,87,84,96.55,158,146,92.41,64,28,43.75,48,27,56.25,73,45,61.64,5,2,40.0,23,15,65.22,8,17.57,4.8,13.47,18.99,18.69,11.23,0,-1
74,74,2021-01-04,4-4-2,1,0.5,7,3,42.86,325,236,72.62,33.84,130,39,58,33,82,48,32,2,242,118,48.76,6,2,33.33,11,3,27.27,2,2,100.0,24,2,8.33,1,0,0.0,4,1,25.0,0,0,0,3,0,0.0,0,1,8,1,3,4,75,31,41.33,6,0,16,1,6.25,86,52,60.47,35,15,42.86,2,2,100.0,72,32,5,1,0,124,74,59.68,66,61,92.42,86,65,75.58,60,28,46.67,41,19,46.34,70,27,38.57,3,1,33.33,17,14,82.35,14,17.19,2.75,18.46,25.96,20.1,20.19,1,1
75,75,2020-12-29,4-4-2,0,0.6,7,3,42.86,554,471,85.02,65.36,113,17,41,55,73,24,38,11,193,80,41.45,4,1,25.0,27,3,11.11,3,1,33.33,23,3,13.04,4,1,25.0,3,0,0.0,0,0,0,14,2,14.29,3,8,26,2,8,13,56,24,42.86,3,0,6,3,50.0,56,32,57.14,37,8,21.62,2,1,50.0,60,7,16,3,0,178,129,72.47,97,92,94.85,209,191,91.39,53,21,39.62,63,45,71.43,84,58,69.05,5,3,60.0,23,21,91.3,2,16.94,5.77,9.57,20.44,19.01,5.82,1,0
76,76,2020-12-26,4-4-2,0,0.07,3,1,33.33,386,300,77.72,51.91,125,28,41,56,86,34,38,14,254,132,51.97,2,1,50.0,29,1,3.45,0,0,0.0,22,1,4.55,3,1,33.33,6,0,0.0,0,0,0,11,1,9.09,1,1,18,1,5,7,61,19,31.15,4,0,8,2,25.0,105,73,69.52,34,18,52.94,3,2,66.67,39,22,12,0,0,138,87,63.04,53,49,92.45,147,123,83.67,51,21,41.18,55,28,50.91,59,39,66.1,4,0,0.0,28,23,82.14,3,16.72,3.78,13.21,21.39,21.54,9.22,0,0
77,77,2020-12-19,4-4-2,0,1.1,10,3,30.0,482,408,84.65,49.52,106,19,34,53,74,30,33,11,229,127,55.46,3,1,33.33,30,6,20.0,2,1,50.0,23,2,8.7,6,3,50.0,2,0,0.0,0,0,0,16,7,43.75,7,8,27,3,8,25,64,35,54.69,3,1,11,5,45.45,99,66,66.67,24,9,37.5,2,1,50.0,35,11,9,2,0,150,116,77.33,84,78,92.86,155,136,87.74,60,31,51.67,56,38,67.86,79,57,72.15,5,1,20.0,21,21,100.0,6,17.12,4.92,12.45,17.49,19.43,17.4,1,-1
78,78,2020-12-16,4-4-2,1,1.17,15,4,26.67,611,535,87.56,63.8,97,9,36,52,86,32,34,20,183,84,45.9,9,2,22.22,30,7,23.33,3,2,66.67,24,7,29.17,7,1,14.29,4,2,50.0,0,0,0,17,3,17.65,3,13,36,7,14,20,53,30,56.6,1,1,9,5,55.56,59,31,52.54,39,13,33.33,3,1,33.33,39,9,13,3,0,160,116,72.5,86,84,97.67,254,235,92.52,49,31,63.27,61,45,73.77,53,45,84.91,9,5,55.56,18,17,94.44,4,18.41,6.23,8.02,21.55,17.7,10.56,0,0
79,79,2020-12-13,4-4-2,3,1.61,14,5,35.71,539,464,86.09,67.05,88,12,29,47,78,33,29,16,210,115,54.76,5,2,40.0,29,7,24.14,4,1,25.0,26,5,19.23,8,2,25.0,5,2,40.0,0,0,0,11,1,9.09,1,8,27,4,5,20,60,31,51.67,4,0,3,0,0.0,63,42,66.67,41,21,51.22,2,1,50.0,36,21,8,0,0,153,113,73.86,81,80,98.77,236,216,91.53,45,17,37.78,46,28,60.87,70,47,67.14,8,4,50.0,19,18,94.74,4,16.31,5.56,8.35,17.96,20.16,5.44,1,1
80,80,2020-12-07,4-4-2,2,1.04,8,3,37.5,400,321,80.25,53.42,115,22,33,60,73,29,31,13,241,118,48.96,3,0,0.0,34,4,11.76,1,1,100.0,23,2,8.7,3,2,66.67,2,0,0.0,1,1,100,14,4,28.57,4,6,30,5,8,14,78,26,33.33,2,1,11,4,36.36,75,50,66.67,42,22,52.38,3,2,66.67,40,16,12,3,0,131,82,62.6,60,56,93.33,148,132,89.19,40,17,42.5,53,35,66.04,60,47,78.33,5,1,20.0,23,21,91.3,7,16.35,3.77,10.0,18.7,19.21,9.12,0,1
81,81,2020-11-29,4-4-2,2,0.91,10,5,50.0,492,407,82.72,49.29,122,24,39,59,84,39,31,14,220,98,44.55,6,3,50.0,32,5,15.63,1,0,0.0,22,4,18.18,5,3,60.0,4,0,0.0,0,0,0,9,0,0.0,0,4,15,4,5,12,77,30,38.96,0,3,14,7,50.0,69,35,50.72,31,14,45.16,4,2,50.0,55,22,12,1,0,155,113,72.9,94,86,91.49,140,127,90.71,46,26,56.52,51,35,68.63,67,44,65.67,3,1,33.33,18,16,88.89,7,19.47,4.47,9.35,20.26,17.73,10.7,1,-1
82,82,2020-11-23,4-4-2,1,1.26,7,2,28.57,491,424,86.35,52.92,90,14,51,25,87,35,42,10,218,94,43.12,1,0,0.0,21,5,23.81,1,0,0.0,27,2,7.41,4,0,0.0,5,1,20.0,0,0,0,8,4,50.0,4,6,13,1,4,16,62,29,46.77,1,1,19,8,42.11,84,39,46.43,37,12,32.43,5,2,40.0,50,14,13,0,0,158,120,75.95,80,77,96.25,169,154,91.12,61,38,62.3,38,25,65.79,71,50,70.42,5,2,40.0,17,16,94.12,8,18.36,5.34,12.42,14.93,17.5,11.63,0,0
83,83,2020-11-06,4-4-2,2,1.69,15,8,53.33,542,468,86.35,61.06,107,20,43,44,83,32,35,16,192,103,53.65,7,3,42.86,31,10,32.26,2,1,50.0,22,4,18.18,7,3,42.86,1,0,0.0,0,0,0,6,1,16.67,1,8,20,4,3,15,72,26,36.11,4,0,4,2,50.0,84,58,69.05,20,11,55.0,6,6,100.0,46,12,12,1,0,156,111,71.15,109,102,93.58,176,162,92.05,39,15,38.46,42,22,52.38,68,41,60.29,14,6,42.86,24,21,87.5,3,18.19,4.93,7.2,17.12,17.18,5.93,1,1
