,Date,Scheme,Goals,xG,Shots,Shots on Target,Shot Accuracy,Passes,Passes on Target,Pass Accuracy,"Possession, %",Losses,Low Losses,Medium Losses,High Losses,Recoveries,Low Recoveries,Medium Recoveries,High Recoveries,Duels,Duels won,Duel win %,Shots from outside,Shots from outside on target,Shots from outside accuracy,Positional attacks,Positional attacks with shots,Positional attacks with shots %,Counterattacks,Counterattacks with shots,Counterattacks with shots %,Set pieces,Set pieces with shots,Set pieces with shots %,Corners,Corners with shots,Corners with shots %,Free kicks,Free kicks with shots,Free kicks with shots %,Penalties,Penalties converted,Penalties converted %,Crosses,Crosses accurate,Crosses accurate %,Deep completed crosses,Deep completed passes,Penalty area entries (runs / crosses),Penalty area entries runs,Penalty area entries crosses,Touches in penalty area,Offensive duels,Offensive duels won,Offensive duels won %,Offsides,Conceded goals,Shots against,Shots against on target,Shots against on target %,Defensive duels,Defensive duels won,Defensive duels won %,Aerial duels,Aerial duels won,Aerial duels won %,Sliding tackles,Sliding tackles successful,Sliding tackles successful %,Interceptions,Clearances,Fouls,Yellow cards,Red cards,Forward passes,Forward passes accurate,Forward passes accurate %,Back passes,Back passes accurate,Back passes accurate %,Lateral passes,Lateral passes accurate,Lateral passes accurate %,Long passes,Long passes accurate,Long passes accurate %,Passes to final third,Passes to final third accurate,Passes to final third accurate %,Progressive passes,Progressive passes accurate,Progressive passes accurate %,Smart passes,Smart passes accurate,Smart passes accurate %,Throw ins,Throw ins accurate,Throw ins accurate %,Goal kicks,Match tempo,Average passes per possession,Long pass %,Average shot distance,Average pass length,PPDA,Home,Home Win
30,2022-01-22,4-4-2,0,0.47,6,1,16.67,383,302,78.85,42.6,121,23,57,41,94,40,45,9,199,76,38.19,3,1,33.33,23,3,13.04,3,0,0.0,27,3,11.11,3,2,66.67,3,1,33.33,0,0,0,11,1,9.09,0,2,8,0,4,7,62,18,29.03,1,1,18,3,16.67,59,27,45.76,42,13,30.95,3,1,33.33,48,15,8,1,0,149,104,69.8,62,55,88.71,106,96,90.57,51,27,52.94,41,24,58.54,56,31,55.36,1,0,0.0,20,19,95.0,14,17.44,3.87,13.32,19.14,18.31,13.52,0,1
31,2022-01-16,4-2-3-1,2,2.3,15,5,33.33,354,265,74.86,51.78,126,24,43,59,105,34,51,20,255,115,45.1,2,1,50.0,36,8,22.22,2,1,50.0,22,6,27.27,4,4,100.0,1,0,0.0,0,0,0,23,7,30.43,7,12,31,3,14,26,131,53,40.46,1,3,18,5,27.78,51,30,58.82,40,22,55.0,2,1,50.0,64,14,6,3,0,135,99,73.33,58,50,86.21,97,70,72.16,37,23,62.16,46,33,71.74,81,56,69.14,8,4,50.0,31,30,96.77,10,13.7,3.08,10.45,12.35,18.98,8.05,1,-1
32,2022-01-12,4-2-3-1,2,1.79,14,5,35.71,536,474,88.43,61.51,97,7,43,47,76,22,41,13,170,72,42.35,5,1,20.0,32,8,25.0,4,1,25.0,26,5,19.23,11,3,27.27,3,1,33.33,0,0,0,21,6,28.57,5,14,29,7,9,23,62,26,41.94,3,0,6,3,50.0,41,20,48.78,36,16,44.44,1,1,100.0,40,9,9,0,0,174,141,81.03,81,81,100.0,184,168,91.3,43,26,60.47,55,44,80.0,86,76,88.37,9,7,77.78,26,24,92.31,5,16.86,5.1,8.02,16.5,19.38,9.62,1,1
33,2022-01-01,4-4-1-1,3,2.74,11,5,45.45,338,262,77.51,37.94,102,30,22,50,70,38,22,10,191,91,47.64,2,0,0.0,34,10,29.41,0,0,0.0,13,0,0.0,1,0,0.0,1,0,0.0,1,1,100,16,8,50.0,8,3,20,4,13,15,35,10,28.57,2,2,21,6,28.57,83,49,59.04,41,21,51.22,2,0,0.0,50,24,16,2,0,128,88,68.75,50,43,86.0,118,98,83.05,44,20,45.45,57,36,63.16,66,44,66.67,3,2,66.67,23,21,91.3,10,17.54,3.48,13.02,12.37,21.68,15.61,0,-1
34,2021-12-28,4-2-3-1,4,2.67,12,6,50.0,406,321,79.06,54.05,131,21,50,60,122,55,46,21,230,109,47.39,3,0,0.0,28,8,28.57,3,2,66.67,24,1,4.17,5,1,20.0,1,0,0.0,1,1,100,17,5,29.41,4,9,26,9,11,20,72,32,44.44,1,1,12,5,41.67,63,36,57.14,54,19,35.19,1,1,100.0,50,15,12,1,0,157,108,68.79,55,51,92.73,125,107,85.6,49,22,44.9,47,25,53.19,67,40,59.7,7,2,28.57,26,24,92.31,12,17.05,3.38,12.07,15.07,17.9,5.23,0,-1
35,2021-12-26,4-2-3-1,2,1.2,10,4,40.0,454,374,82.38,53.96,103,10,27,66,98,43,37,18,197,97,49.24,6,1,16.67,39,4,10.26,2,1,50.0,22,4,18.18,10,4,40.0,3,0,0.0,0,0,0,27,7,25.93,9,7,42,10,19,21,70,25,35.71,2,3,10,6,60.0,51,26,50.98,55,31,56.36,5,3,60.0,31,10,10,3,0,179,137,76.54,66,62,93.94,153,134,87.58,36,24,66.67,83,62,74.7,95,73,76.84,2,0,0.0,20,19,95.0,2,17.39,4.41,7.93,20.46,20.02,8.96,1,-1
36,2021-12-15,4-2-3-1,0,0.6,6,0,0.0,376,313,83.24,43.94,105,25,43,37,86,47,26,13,206,94,45.63,4,0,0.0,28,3,10.71,2,0,0.0,14,2,14.29,2,0,0.0,2,1,50.0,0,0,0,14,2,14.29,3,3,14,0,9,11,63,23,36.51,0,2,18,7,38.89,68,37,54.41,40,20,50.0,5,2,40.0,47,18,9,1,1,122,89,72.95,64,59,92.19,136,120,88.24,40,23,57.5,39,27,69.23,54,37,68.52,0,0,0.0,28,23,82.14,6,17.2,3.88,10.64,20.4,20.09,12.48,0,1
37,2021-12-12,4-2-3-1,0,0.97,14,3,21.43,434,344,79.26,58.34,129,23,51,55,101,56,33,12,247,114,46.15,8,0,0.0,35,9,25.71,2,1,50.0,36,4,11.11,14,1,7.14,2,1,50.0,0,0,0,27,4,14.81,5,8,38,14,15,32,79,36,45.57,1,0,9,1,11.11,49,26,53.06,64,29,45.31,5,0,0.0,35,12,11,1,0,153,108,70.59,48,46,95.83,145,121,83.45,54,23,42.59,48,30,62.5,68,46,67.65,2,1,50.0,23,22,95.65,11,17.14,3.74,12.44,20.02,18.34,8.28,0,0
38,2021-12-04,5-4-1,3,1.63,12,6,50.0,319,247,77.43,40.85,99,28,42,29,76,36,31,9,168,70,41.67,3,2,66.67,18,8,44.44,0,0,0.0,16,3,18.75,1,1,100.0,3,0,0.0,1,1,100,12,3,25.0,3,5,11,2,6,15,58,20,34.48,3,2,18,6,33.33,58,27,46.55,36,17,47.22,2,0,0.0,62,17,10,1,0,114,75,65.79,48,45,93.75,103,86,83.5,40,25,62.5,29,16,55.17,61,37,60.66,0,0,0.0,20,17,85.0,5,16.22,3.43,12.54,19.11,19.3,10.85,1,1
39,2021-12-01,4-2-3-1,1,1.02,15,6,40.0,261,202,77.39,35.26,105,18,47,40,80,38,27,15,209,104,49.76,6,3,50.0,22,5,22.73,6,4,66.67,24,6,25.0,9,5,55.56,3,0,0.0,0,0,0,19,5,26.32,6,4,24,5,13,20,77,36,46.75,1,1,11,3,27.27,68,40,58.82,46,22,47.83,2,1,50.0,49,18,10,1,0,95,69,72.63,37,36,97.3,89,73,82.02,28,17,60.71,23,18,78.26,49,34,69.39,4,2,50.0,23,18,78.26,8,15.19,2.78,10.73,21.33,20.37,12.61,1,0
40,2021-11-28,4-4-1-1,1,0.21,4,3,75.0,307,242,78.83,30.6,94,20,35,39,68,27,22,19,177,97,54.8,4,3,75.0,18,3,16.67,1,0,0.0,22,0,0.0,4,0,0.0,2,0,0.0,0,0,0,19,4,21.05,6,6,21,1,12,11,57,26,45.61,4,2,17,8,47.06,72,48,66.67,23,11,47.83,2,2,100.0,50,26,7,0,0,113,76,67.26,48,48,100.0,87,75,86.21,40,18,45.0,40,27,67.5,64,39,60.94,3,2,66.67,9,6,66.67,9,16.61,3.53,13.03,24.83,19.88,16.65,0,1
41,2021-11-20,4-2-3-1,0,0.53,8,2,25.0,467,408,87.37,47.05,93,21,29,43,65,24,29,12,167,69,41.32,5,2,40.0,29,7,24.14,0,0,0.0,19,1,5.26,3,0,0.0,1,0,0.0,0,0,0,21,7,33.33,6,6,23,4,11,13,64,23,35.94,0,1,16,5,31.25,52,24,46.15,29,14,48.28,1,0,0.0,45,5,9,1,0,155,124,80.0,59,59,100.0,201,181,90.05,37,23,62.16,51,37,72.55,71,56,78.87,3,3,100.0,17,14,82.35,11,17.46,5.49,7.92,20.19,19.77,12.85,0,1
42,2021-11-07,4-2-3-1,3,1.19,7,3,42.86,292,222,76.03,33.52,123,36,48,39,97,55,32,10,169,82,48.52,2,1,50.0,20,2,10.0,9,2,22.22,15,3,20.0,3,2,66.67,1,0,0.0,0,0,0,15,5,33.33,4,4,20,6,10,10,56,25,44.64,3,2,15,5,33.33,60,34,56.67,40,18,45.0,3,2,66.67,64,31,11,1,0,103,61,59.22,37,37,100.0,97,82,84.54,46,21,45.65,44,26,59.09,53,28,52.83,4,3,75.0,15,13,86.67,10,16.09,3.17,15.75,15.58,21.12,15.18,1,1
43,2021-10-31,4-2-3-1,4,3.21,20,9,45.0,452,389,86.06,54.55,109,21,48,40,73,32,31,10,174,76,43.68,8,2,25.0,20,9,45.0,6,4,66.67,19,4,21.05,6,2,33.33,4,1,25.0,0,0,0,11,4,36.36,3,7,18,8,4,21,58,20,34.48,0,1,7,2,28.57,58,36,62.07,39,14,35.9,1,0,0.0,45,21,13,2,0,140,101,72.14,57,56,98.25,182,168,92.31,46,25,54.35,51,38,74.51,62,46,74.19,1,0,0.0,21,15,71.43,7,18.34,4.97,10.18,17.83,18.67,5.83,0,-1
44,2021-10-24,4-2-3-1,1,1.4,12,3,25.0,365,303,83.01,39.55,112,19,52,41,91,43,38,10,198,94,47.47,3,0,0.0,31,10,32.26,2,0,0.0,8,2,25.0,2,2,100.0,1,0,0.0,0,0,0,11,4,36.36,4,7,23,3,9,21,70,22,31.43,1,0,6,4,66.67,72,48,66.67,33,15,45.45,5,2,40.0,42,15,11,2,0,141,99,70.21,50,49,98.0,126,114,90.48,46,24,52.17,34,21,61.76,64,45,70.31,4,2,50.0,21,20,95.24,3,15.87,3.97,12.6,15.27,19.29,16.52,1,1
45,2021-10-17,4-4-1-1,1,1.58,16,3,18.75,530,453,85.47,58.07,120,30,32,58,93,43,38,12,232,106,45.69,4,0,0.0,35,9,25.71,1,1,100.0,21,6,28.57,9,4,44.44,0,0,0.0,0,0,0,23,6,26.09,7,8,34,4,15,31,90,28,31.11,2,0,16,2,12.5,72,52,72.22,47,16,34.04,4,2,50.0,50,20,2,2,0,180,139,77.22,82,79,96.34,208,188,90.38,39,22,56.41,82,58,70.73,103,89,86.41,4,1,25.0,23,22,95.65,13,17.88,5.1,7.36,18.18,21.07,9.84,0,-1
46,2021-10-03,4-2-3-1,1,1.75,18,5,27.78,413,321,77.72,58.78,118,8,48,62,90,25,52,13,187,92,49.2,8,2,25.0,36,12,33.33,0,0,0.0,27,5,18.52,10,4,40.0,3,0,0.0,0,0,0,26,12,46.15,13,9,33,4,16,26,46,23,50.0,2,2,11,5,45.45,53,29,54.72,55,28,50.91,4,2,50.0,30,6,16,2,0,156,100,64.1,62,58,93.55,134,118,88.06,54,23,42.59,66,42,63.64,85,57,67.06,1,1,100.0,16,15,93.75,6,18.03,4.05,13.08,17.04,21.32,6.93,1,-1
47,2021-09-25,4-2-3-1,2,1.86,18,6,33.33,334,281,84.13,46.17,100,21,33,46,66,29,31,6,199,90,45.23,9,2,22.22,31,11,35.48,3,3,100.0,24,2,8.33,7,1,14.29,5,1,20.0,0,0,0,12,1,8.33,1,8,17,5,6,25,86,38,44.19,0,1,16,6,37.5,43,26,60.47,45,17,37.78,3,2,66.67,34,18,6,2,0,119,92,77.31,55,52,94.55,99,90,90.91,38,21,55.26,48,39,81.25,66,51,77.27,6,4,66.67,23,21,91.3,6,14.62,3.09,11.38,20.0,19.62,24.92,0,-1
48,2021-09-19,4-4-2,1,1.99,13,4,30.77,383,317,82.77,38.71,85,28,26,31,68,40,16,12,164,94,57.32,7,2,28.57,19,5,26.32,6,3,50.0,19,4,21.05,2,2,100.0,0,0,0.0,1,0,0,17,4,23.53,4,8,26,1,11,17,37,20,54.05,1,2,17,10,58.82,60,40,66.67,31,15,48.39,8,5,62.5,53,24,6,0,0,115,82,71.3,47,44,93.62,159,142,89.31,37,18,48.65,37,24,64.86,66,42,63.64,4,3,75.0,13,12,92.31,10,18.34,4.51,9.66,19.82,19.87,21.0,1,-1
49,2021-09-11,4-2-3-1,0,1.07,13,3,23.08,550,478,86.91,55.78,110,17,27,66,92,38,39,15,171,77,45.03,8,0,0.0,29,5,17.24,5,1,20.0,21,5,23.81,4,1,25.0,5,1,20.0,0,0,0,19,7,36.84,7,2,23,3,16,13,63,22,34.92,2,0,11,3,27.27,56,28,50.0,37,19,51.35,4,1,25.0,46,17,12,2,1,165,135,81.82,71,62,87.32,224,202,90.18,49,25,51.02,73,55,75.34,91,80,87.91,5,0,0.0,10,10,100.0,7,17.75,6.4,8.91,21.43,18.89,7.32,0,0
50,2021-08-28,4-2-3-1,2,1.84,14,5,35.71,375,298,79.47,41.52,109,12,35,62,79,36,28,15,209,102,48.8,3,0,0.0,37,14,37.84,3,0,0.0,18,0,0.0,5,0,0.0,4,1,25.0,0,0,0,26,9,34.62,7,13,32,4,12,32,65,17,26.15,1,2,8,2,25.0,85,61,71.76,44,18,40.91,2,2,100.0,27,11,10,1,0,143,104,72.73,52,46,88.46,132,113,85.61,44,23,52.27,56,42,75.0,68,53,77.94,3,2,66.67,32,28,87.5,6,18.73,3.68,11.73,15.68,21.16,13.04,1,0
51,2021-08-23,4-2-3-1,4,2.62,17,7,41.18,505,440,87.13,51.46,93,14,26,53,86,36,33,17,161,83,51.55,4,2,50.0,37,8,21.62,3,2,66.67,21,7,33.33,10,3,30.0,3,0,0.0,0,0,0,23,9,39.13,9,6,25,2,14,24,58,27,46.55,2,1,4,1,25.0,45,30,66.67,41,20,48.78,2,1,50.0,26,6,7,0,0,157,120,76.43,84,83,98.81,195,182,93.33,45,29,64.44,58,42,72.41,75,61,81.33,3,2,66.67,23,21,91.3,3,17.33,5.1,8.91,14.95,20.65,17.33,1,1
52,2021-08-15,4-2-3-1,4,2.23,16,9,56.25,452,379,83.85,49.63,93,19,25,49,72,29,34,9,173,88,50.87,6,1,16.67,40,12,30.0,3,1,33.33,21,1,4.76,6,1,16.67,1,0,0.0,1,0,0,16,2,12.5,2,11,30,8,4,26,45,19,42.22,2,2,14,3,21.43,67,39,58.21,39,21,53.85,3,2,66.67,30,17,3,0,0,125,91,72.8,60,55,91.67,181,159,87.85,38,15,39.47,55,41,74.55,69,54,78.26,2,0,0.0,21,19,90.48,12,17.19,4.61,8.41,17.89,18.04,17.13,0,-1
53,2021-05-23,4-2-3-1,3,1.67,13,7,53.85,282,209,74.11,35.55,119,17,51,51,90,36,42,12,178,90,50.56,2,1,50.0,30,8,26.67,5,3,60.0,22,2,9.09,2,0,0.0,3,2,66.67,0,0,0,14,3,21.43,1,3,18,4,8,15,57,26,45.61,5,0,14,5,35.71,58,35,60.34,39,20,51.28,7,4,57.14,54,11,5,0,0,111,68,61.26,44,43,97.73,83,66,79.52,38,18,47.37,48,31,64.58,48,34,70.83,2,1,50.0,22,19,86.36,12,17.47,2.94,13.48,17.42,20.73,10.65,1,1
54,2021-05-19,4-2-3-1,3,3.09,20,9,45.0,315,239,75.87,46.14,125,26,53,46,93,50,30,13,208,99,47.6,5,1,20.0,28,8,28.57,2,2,100.0,28,8,28.57,8,5,62.5,1,0,0.0,1,0,0,20,5,25.0,6,8,25,3,12,25,42,21,50.0,1,1,14,4,28.57,71,40,56.34,65,26,40.0,0,0,0.0,57,25,12,2,0,122,79,64.75,34,33,97.06,112,96,85.71,40,19,47.5,37,27,72.97,68,39,57.35,1,1,100.0,24,18,75.0,11,17.19,2.94,12.7,16.75,19.61,8.3,0,-1
55,2021-05-15,4-2-3-1,1,1.86,15,3,20.0,536,454,84.7,46.9,92,17,33,42,90,47,34,9,151,69,45.7,8,2,25.0,34,8,23.53,9,3,33.33,15,4,26.67,3,2,66.67,1,0,0.0,0,0,0,24,9,37.5,9,13,31,1,15,31,60,22,36.67,2,1,11,3,27.27,39,24,61.54,26,16,61.54,4,2,50.0,42,4,5,0,0,165,126,76.36,83,77,92.77,199,180,90.45,36,17,47.22,63,50,79.37,74,57,77.03,5,4,80.0,14,14,100.0,7,17.62,5.36,6.72,18.45,17.51,17.0,0,0
56,2021-05-09,4-2-3-1,0,0.66,8,0,0.0,604,538,89.07,61.24,97,7,13,77,87,37,30,20,198,81,40.91,1,0,0.0,49,7,14.29,0,0,0.0,21,1,4.76,5,1,20.0,2,0,0.0,0,0,0,36,9,25.0,9,11,42,1,26,16,74,20,27.03,2,1,6,3,50.0,55,33,60.0,41,14,34.15,9,7,77.78,25,8,8,2,0,186,160,86.02,91,89,97.8,244,220,90.16,37,21,56.76,94,81,86.17,111,100,90.09,0,0,0.0,23,22,95.65,5,18.3,5.44,6.13,16.66,21.29,8.0,1,-1
57,2021-05-03,4-2-3-1,2,2.25,20,4,20.0,530,440,83.02,57.55,125,32,46,47,101,63,32,6,207,110,53.14,8,0,0.0,27,9,33.33,7,5,71.43,19,5,26.32,4,1,25.0,2,0,0.0,0,0,0,26,9,34.62,11,14,40,4,19,34,48,25,52.08,2,1,8,2,25.0,54,31,57.41,65,39,60.0,2,0,0.0,66,30,8,1,0,177,130,73.45,74,65,87.84,180,154,85.56,48,22,45.83,50,32,64.0,81,58,71.6,4,1,25.0,23,19,82.61,9,17.15,4.73,9.06,17.44,18.19,9.77,0,-1
58,2021-04-24,3-4-1-2,0,0.87,10,2,20.0,424,356,83.96,43.82,105,13,37,55,91,27,49,15,233,116,49.79,5,2,40.0,35,8,22.86,2,0,0.0,21,1,4.76,4,1,25.0,4,1,25.0,0,0,0,16,5,31.25,5,2,12,0,10,9,72,32,44.44,3,1,18,6,33.33,60,36,60.0,54,27,50.0,3,1,33.33,40,12,8,0,1,144,107,74.31,72,68,94.44,131,119,90.84,36,25,69.44,57,47,82.46,66,45,68.18,4,0,0.0,27,23,85.19,7,17.83,4.04,8.49,22.26,17.91,19.22,1,-1
59,2021-04-17,3-4-1-2,2,1.61,16,6,37.5,514,437,85.02,64.02,91,10,24,57,64,16,28,20,210,94,44.76,8,0,0.0,44,8,18.18,3,2,66.67,22,5,22.73,8,2,25.0,6,3,50.0,1,1,100,23,7,30.43,8,5,27,2,14,18,70,27,38.57,0,3,16,9,56.25,71,41,57.75,41,13,31.71,5,2,40.0,37,2,7,1,1,141,107,75.89,60,58,96.67,218,195,89.45,60,32,53.33,62,40,64.52,73,62,84.93,5,1,20.0,39,35,89.74,3,16.5,4.67,11.67,18.63,19.84,6.83,0,1
60,2021-04-11,3-4-1-2,3,0.79,3,3,100.0,348,280,80.46,36.48,123,40,40,43,82,37,40,5,217,99,45.62,0,0,0.0,20,2,10.0,2,1,50.0,19,0,0.0,1,0,0.0,2,0,0.0,0,0,0,7,1,14.29,3,6,12,1,5,7,70,31,44.29,3,2,14,5,35.71,64,35,54.69,52,20,38.46,5,2,40.0,59,19,7,3,0,132,90,68.18,55,53,96.36,112,99,88.39,49,23,46.94,43,28,65.12,76,43,56.58,1,0,0.0,21,15,71.43,5,16.66,3.31,14.08,12.44,20.12,22.29,1,1
61,2021-04-05,4-4-1-1,3,1.25,9,6,66.67,287,222,77.35,35.61,112,26,44,42,60,30,24,6,209,112,53.59,1,1,100.0,23,3,13.04,4,3,75.0,24,3,12.5,2,1,50.0,1,0,0.0,0,0,0,13,6,46.15,6,3,15,5,7,15,64,32,50.0,1,2,20,5,25.0,70,42,60.0,45,23,51.11,4,2,50.0,47,20,9,4,0,100,69,69.0,44,39,88.64,76,64,84.21,27,10,37.04,29,15,51.72,46,34,73.91,5,3,60.0,20,18,90.0,16,15.57,2.96,9.41,13.74,16.64,19.09,0,-1
62,2021-03-21,4-2-3-1,3,2.1,12,4,33.33,326,261,80.06,37.57,98,22,29,47,77,39,27,11,186,79,42.47,1,1,100.0,27,10,37.04,0,0,0.0,14,2,14.29,3,0,0.0,1,0,0.0,0,0,0,15,7,46.67,7,9,23,6,9,20,44,14,31.82,1,3,15,9,60.0,57,27,47.37,46,23,50.0,1,1,100.0,42,11,17,3,0,129,92,71.32,39,35,89.74,104,90,86.54,40,18,45.0,42,28,66.67,71,51,71.83,2,2,100.0,21,17,80.95,5,17.25,3.29,12.27,13.38,20.69,15.75,1,0
63,2021-03-14,3-5-2,0,0.38,4,0,0.0,403,334,82.88,37.44,101,23,29,49,71,34,24,13,178,93,52.25,1,0,0.0,23,3,13.04,2,1,50.0,18,0,0.0,2,0,0.0,0,0,0.0,0,0,0,19,6,31.58,7,8,24,4,11,16,61,29,47.54,2,1,13,4,30.77,58,38,65.52,35,16,45.71,4,3,75.0,44,17,3,0,0,143,105,73.43,52,50,96.15,148,133,89.86,28,12,42.86,43,25,58.14,64,43,67.19,1,1,100.0,19,18,94.74,4,17.99,4.03,6.95,14.06,19.66,14.83,0,1
64,2021-03-08,4-4-1-1,2,3.0,16,5,31.25,257,192,74.71,34.38,96,11,38,47,66,33,23,10,187,86,45.99,8,2,25.0,25,6,24.0,7,2,28.57,25,5,20.0,6,3,50.0,4,2,50.0,1,0,0,8,2,25.0,1,2,14,3,5,14,68,24,35.29,1,0,15,2,13.33,58,33,56.9,31,16,51.61,5,4,80.0,57,15,9,1,0,115,79,68.7,33,29,87.88,81,64,79.01,32,13,40.63,34,19,55.88,44,29,65.91,4,0,0.0,14,13,92.86,15,15.45,2.32,12.45,18.22,20.96,16.55,1,1
65,2021-02-27,5-3-2,1,1.46,6,2,33.33,372,312,83.87,36.37,88,18,34,36,60,24,27,9,174,72,41.38,2,1,50.0,19,4,21.05,6,1,16.67,18,1,5.56,2,0,0.0,4,0,0.0,0,0,0,10,4,40.0,4,3,11,0,7,11,49,17,34.69,1,2,9,3,33.33,69,35,50.72,30,12,40.0,5,2,40.0,50,21,11,1,0,121,93,76.86,58,57,98.28,125,109,87.2,46,34,73.91,33,21,63.64,65,43,66.15,3,1,33.33,9,9,100.0,7,17.19,4.13,12.37,13.41,18.9,18.59,0,1
66,2021-02-21,4-2-3-1,2,1.74,7,4,57.14,240,167,69.58,32.5,119,26,36,57,66,27,33,6,212,103,48.58,0,0,0.0,22,4,18.18,6,1,16.67,23,2,8.7,5,2,40.0,1,0,0.0,0,0,0,9,1,11.11,1,3,13,3,3,11,57,20,35.09,1,1,19,4,21.05,85,47,55.29,41,23,56.1,6,3,50.0,42,20,14,4,0,98,53,54.08,38,35,92.11,62,51,82.26,40,18,45.0,53,29,54.72,44,26,59.09,2,1,50.0,20,15,75.0,15,15.32,2.58,16.67,10.91,22.42,19.35,1,1
67,2021-02-15,5-4-1,3,2.09,13,9,69.23,395,342,86.58,45.61,86,10,30,46,71,32,32,7,187,92,49.2,4,3,75.0,27,7,25.93,6,1,16.67,25,2,8.0,7,2,28.57,3,0,0.0,1,1,100,8,1,12.5,1,6,27,10,7,15,69,22,31.88,1,0,7,5,71.43,50,36,72.0,40,20,50.0,4,1,25.0,36,14,11,0,0,140,110,78.57,57,54,94.74,148,134,90.54,36,18,50.0,39,25,64.1,54,44,81.48,5,2,40.0,16,16,100.0,8,16.5,3.99,9.11,16.26,19.71,13.8,1,1
68,2021-02-06,4-2-3-1,0,0.6,5,1,20.0,330,256,77.58,38.52,108,20,45,43,67,32,27,8,194,95,48.97,2,1,50.0,24,2,8.33,1,0,0.0,26,2,7.69,3,1,33.33,5,1,20.0,0,0,0,9,4,44.44,4,0,14,2,7,14,54,20,37.04,4,0,18,3,16.67,68,35,51.47,41,24,58.54,1,1,100.0,42,21,10,3,1,132,79,59.85,56,51,91.07,111,101,90.99,54,22,40.74,39,25,64.1,58,38,65.52,4,1,25.0,20,20,100.0,14,17.25,3.27,16.36,15.95,20.3,20.89,0,0
69,2021-02-03,4-2-3-1,3,2.57,20,10,50.0,354,293,82.77,40.05,89,21,38,30,79,39,30,10,198,97,48.99,9,4,44.44,27,11,40.74,4,4,100.0,21,3,14.29,3,1,33.33,2,0,0.0,0,0,0,15,8,53.33,8,7,22,1,13,20,53,23,43.4,1,1,8,1,12.5,77,42,54.55,29,17,58.62,1,0,0.0,45,28,15,1,0,140,100,71.43,50,48,96.0,103,94,91.26,50,31,62.0,50,39,78.0,79,60,75.95,3,2,66.67,17,14,82.35,8,17.89,3.85,14.12,18.1,18.89,16.26,0,-1
70,2021-01-31,4-2-3-1,1,1.12,7,2,28.57,352,278,78.98,34.36,83,16,37,30,57,31,21,5,127,62,48.82,2,0,0.0,21,3,14.29,1,1,100.0,22,3,13.64,6,2,33.33,1,1,100.0,0,0,0,17,5,29.41,6,2,16,0,12,12,35,16,45.71,2,3,14,5,35.71,50,28,56.0,24,11,45.83,4,2,50.0,54,12,8,2,0,129,86,66.67,57,53,92.98,118,103,87.29,38,17,44.74,31,20,64.52,72,42,58.33,5,2,40.0,8,7,87.5,9,18.21,3.96,10.8,14.36,21.42,29.19,1,-1
71,2021-01-26,4-2-3-1,3,3.44,16,6,37.5,444,366,82.43,40.54,113,17,43,53,87,38,41,8,250,123,49.2,8,2,25.0,33,9,27.27,8,4,50.0,16,3,18.75,4,1,25.0,1,1,100.0,0,0,0,9,4,44.44,3,6,13,4,4,23,79,40,50.63,2,2,6,3,50.0,95,61,64.21,49,14,28.57,5,2,40.0,50,15,8,0,0,164,117,71.34,71,67,94.37,149,136,91.28,59,36,61.02,60,37,61.67,83,64,77.11,4,2,50.0,27,26,96.3,7,18.5,4.27,13.29,14.68,20.21,9.77,0,-1
72,2021-01-19,4-2-3-1,2,1.49,14,6,42.86,539,453,84.04,57.79,118,16,39,63,86,43,29,14,191,79,41.36,6,1,16.67,30,10,33.33,1,1,100.0,21,2,9.52,3,1,33.33,3,1,33.33,0,0,0,24,7,29.17,8,6,29,1,19,20,75,25,33.33,2,1,6,3,50.0,40,21,52.5,44,20,45.45,2,1,50.0,36,10,10,0,0,183,140,76.5,61,58,95.08,213,186,87.32,57,32,56.14,61,41,67.21,83,64,77.11,3,1,33.33,25,23,92.0,8,17.92,5.08,10.58,17.5,19.17,12.94,1,1
73,2021-01-16,4-2-3-1,1,2.11,15,5,33.33,351,271,77.21,48.79,127,26,42,59,96,46,34,16,254,132,51.97,3,1,33.33,33,6,18.18,4,2,50.0,22,6,27.27,7,5,71.43,2,0,0.0,0,0,0,27,13,48.15,11,5,32,11,14,29,86,43,50.0,5,0,11,2,18.18,63,36,57.14,72,35,48.61,3,1,33.33,46,21,12,2,0,140,95,67.86,49,45,91.84,113,98,86.73,45,25,55.56,58,35,60.34,67,47,70.15,6,1,16.67,19,13,68.42,7,14.34,3.22,12.82,13.87,22.47,9.3,1,1
74,2021-01-01,4-4-1-1,1,1.77,11,5,45.45,392,312,79.59,41.52,119,28,40,51,79,44,26,9,207,101,48.79,4,2,50.0,30,5,16.67,3,1,33.33,21,4,19.05,4,2,50.0,2,0,0.0,0,0,0,13,4,30.77,4,9,20,4,7,19,62,21,33.87,0,0,7,2,28.57,64,39,60.94,47,27,57.45,2,1,50.0,63,14,7,0,0,145,104,71.72,52,46,88.46,134,117,87.31,40,22,55.0,50,33,66.0,71,51,71.83,9,3,33.33,17,14,82.35,5,16.72,3.88,10.2,16.96,19.32,20.0,0,-1
