,Unnamed: 0,Date,Scheme,Goals,xG,Shots,Shots on Target,Shot Accuracy,Passes,Passes on Target,Pass Accuracy,"Possession, %",Losses,Low Losses,Medium Losses,High Losses,Recoveries,Low Recoveries,Medium Recoveries,High Recoveries,Duels,Duels won,Duel win %,Shots from outside,Shots from outside on target,Shots from outside accuracy,Positional attacks,Positional attacks with shots,Positional attacks with shots %,Counterattacks,Counterattacks with shots,Counterattacks with shots %,Set pieces,Set pieces with shots,Set pieces with shots %,Corners,Corners with shots,Corners with shots %,Free kicks,Free kicks with shots,Free kicks with shots %,Penalties,Penalties converted,Penalties converted %,Crosses,Crosses accurate,Crosses accurate %,Deep completed crosses,Deep completed passes,Penalty area entries (runs / crosses),Penalty area entries runs,Penalty area entries crosses,Touches in penalty area,Offensive duels,Offensive duels won,Offensive duels won %,Offsides,Conceded goals,Shots against,Shots against on target,Shots against on target %,Defensive duels,Defensive duels won,Defensive duels won %,Aerial duels,Aerial duels won,Aerial duels won %,Sliding tackles,Sliding tackles successful,Sliding tackles successful %,Interceptions,Clearances,Fouls,Yellow cards,Red cards,Forward passes,Forward passes accurate,Forward passes accurate %,Back passes,Back passes accurate,Back passes accurate %,Lateral passes,Lateral passes accurate,Lateral passes accurate %,Long passes,Long passes accurate,Long passes accurate %,Passes to final third,Passes to final third accurate,Passes to final third accurate %,Progressive passes,Progressive passes accurate,Progressive passes accurate %,Smart passes,Smart passes accurate,Smart passes accurate %,Throw ins,Throw ins accurate,Throw ins accurate %,Goal kicks,Match tempo,Average passes per possession,Long pass %,Average shot distance,Average pass length,PPDA,Home,Win
84,84,2020-06-22,4-4-2,0,0.0,1,0,0.0,294,248,84.35,28.95,82,11,30,41,47,21,20,6,121,54,44.63,1,0,0.0,11,0,0.0,1,0,0.0,16,0,0.0,1,0,0.0,2,0,0.0,0,0,0,3,0,0.0,1,0,9,0,3,1,40,19,47.5,2,5,18,7,38.89,36,19,52.78,30,9,30.0,8,5,62.5,42,15,7,1,0,98,64,65.31,62,62,100.0,90,81,90.0,50,28,56.0,30,11,36.67,41,30,73.17,2,0,0.0,13,13,100.0,12,17.78,4.2,17.01,29.88,19.93,37.43,0,-1
85,85,2020-03-07,4-4-2,1,4.01,19,8,42.11,372,286,76.88,46.1,132,15,44,73,102,26,62,14,215,97,45.12,9,4,44.44,40,13,32.5,2,1,50.0,18,3,16.67,3,2,66.67,5,1,20.0,0,0,0,24,11,45.83,6,10,32,1,17,20,80,27,33.75,2,1,11,2,18.18,52,29,55.77,47,28,59.57,6,3,50.0,48,17,16,5,0,148,90,60.81,48,46,95.83,120,103,85.83,71,30,42.25,73,39,53.42,71,56,78.87,1,1,100.0,26,25,96.15,5,16.12,3.15,19.09,17.15,21.29,8.92,1,0
86,86,2020-02-29,4-4-2,0,0.37,5,1,20.0,288,211,73.26,45.88,136,32,47,57,95,35,42,18,216,108,50.0,2,0,0.0,27,2,7.41,1,0,0.0,24,3,12.5,7,2,28.57,4,0,0.0,0,0,0,10,3,30.0,3,1,14,3,4,6,58,20,34.48,3,0,21,4,19.05,54,39,72.22,63,38,60.32,6,0,0.0,49,19,9,3,0,118,65,55.08,39,37,94.87,81,71,87.65,53,21,39.62,58,28,48.28,53,42,79.25,1,0,0.0,28,21,75.0,7,14.21,2.48,18.4,17.19,20.99,10.08,0,0
87,87,2020-02-22,4-4-2,3,3.16,16,10,62.5,304,220,72.37,39.95,117,17,29,71,91,33,36,22,186,106,56.99,9,5,55.56,29,7,24.14,8,5,62.5,22,2,9.09,7,0,0.0,3,1,33.33,1,1,100,17,3,17.65,3,6,27,5,10,15,57,26,45.61,1,0,12,5,41.67,59,44,74.58,35,19,54.29,9,3,33.33,36,18,9,4,0,127,75,59.06,38,35,92.11,95,75,78.95,65,27,41.54,66,37,56.06,58,44,75.86,4,1,25.0,18,15,83.33,7,17.26,3.01,21.38,19.05,22.27,10.88,1,1
88,88,2020-02-15,4-4-2,2,0.57,9,5,55.56,284,190,66.9,39.49,135,31,38,66,86,44,36,6,208,100,48.08,4,1,25.0,22,5,22.73,2,1,50.0,15,2,13.33,3,1,33.33,1,0,0.0,0,0,0,9,2,22.22,2,4,17,6,5,11,51,19,37.25,3,1,8,2,25.0,66,36,54.55,43,23,53.49,6,3,50.0,57,34,12,2,0,113,55,48.67,49,42,85.71,81,59,72.84,67,26,38.81,56,21,37.5,56,30,53.57,2,1,50.0,40,33,82.5,5,14.13,2.22,23.59,21.64,21.65,8.74,0,1
89,89,2020-02-02,4-4-2,0,2.39,13,2,15.38,326,247,75.77,43.79,105,8,41,56,86,25,38,23,181,103,56.91,4,1,25.0,31,7,22.58,5,1,20.0,25,5,20.0,5,0,0.0,5,3,60.0,0,0,0,29,9,31.03,10,6,30,2,17,20,51,18,35.29,4,0,14,3,21.43,60,40,66.67,44,29,65.91,6,4,66.67,41,20,8,1,0,110,69,62.73,59,54,91.53,99,82,82.83,55,29,52.73,51,32,62.75,68,54,79.41,3,1,33.33,25,20,80.0,8,15.28,2.99,16.87,14.2,23.36,9.82,1,0
90,90,2020-01-22,4-4-2,2,0.92,5,2,40.0,252,177,70.24,29.04,133,24,37,72,81,43,26,12,192,82,42.71,1,0,0.0,22,1,4.55,1,0,0.0,22,3,13.64,2,0,0.0,4,3,75.0,0,0,0,9,2,22.22,3,2,17,1,7,4,43,16,37.21,2,0,21,7,33.33,72,40,55.56,58,19,32.76,5,2,40.0,61,25,7,2,0,109,69,63.3,37,30,81.08,68,50,73.53,42,19,45.24,51,25,49.02,56,35,62.5,3,0,0.0,19,15,78.95,11,15.65,2.19,16.67,13.3,22.02,15.72,0,1
91,91,2020-01-19,4-4-2,2,1.55,8,5,62.5,364,288,79.12,44.81,119,21,36,62,83,38,31,14,208,99,47.6,3,1,33.33,36,6,16.67,0,0,0.0,18,1,5.56,4,1,25.0,4,0,0.0,0,0,0,15,4,26.67,5,5,22,1,9,9,64,22,34.38,1,1,18,8,44.44,58,35,60.34,52,32,61.54,7,5,71.43,41,24,14,1,0,135,91,67.41,61,58,95.08,115,97,84.35,62,33,53.23,51,28,54.9,66,54,81.82,1,0,0.0,31,27,87.1,6,16.09,3.17,17.03,16.21,21.73,10.03,1,1
92,92,2020-01-11,4-4-1-1,0,0.54,6,2,33.33,266,202,75.94,35.85,105,27,35,43,63,24,30,9,177,82,46.33,3,1,33.33,22,2,9.09,0,0,0.0,19,2,10.53,3,2,66.67,4,0,0.0,0,0,0,8,3,37.5,2,0,6,0,4,6,54,16,29.63,5,3,16,7,43.75,53,32,60.38,37,20,54.05,5,3,60.0,50,23,4,3,0,100,63,63.0,54,49,90.74,76,65,85.53,45,21,46.67,47,25,53.19,56,41,73.21,0,0,0.0,17,17,100.0,10,14.81,2.61,16.92,19.04,22.12,26.29,0,-1
93,93,2020-01-01,4-4-2,1,2.03,15,1,6.67,500,420,84.0,59.23,112,12,38,62,90,28,43,19,196,101,51.53,5,0,0.0,53,10,18.87,0,0,0.0,23,4,17.39,8,2,25.0,3,0,0.0,0,0,0,36,15,41.67,16,8,38,2,26,29,53,27,50.94,2,2,10,6,60.0,44,25,56.82,56,28,50.0,7,4,57.14,32,14,12,1,0,160,124,77.5,86,81,94.19,182,158,86.81,55,36,65.45,78,64,82.05,94,81,86.17,7,3,42.86,29,29,100.0,5,17.55,4.67,11.0,17.13,20.81,7.03,1,-1
94,94,2019-12-28,4-4-2,0,0.17,6,1,16.67,277,206,74.37,40.67,96,12,35,49,69,35,27,7,174,83,47.7,4,1,25.0,20,2,10.0,2,0,0.0,24,1,4.17,5,1,20.0,5,1,20.0,0,0,0,19,6,31.58,8,1,18,2,11,10,44,21,47.73,5,2,14,5,35.71,58,33,56.9,42,19,45.24,8,3,37.5,39,16,17,4,0,115,70,60.87,35,33,94.29,89,72,80.9,61,31,50.82,45,24,53.33,69,45,65.22,0,0,0.0,18,17,94.44,9,14.65,2.64,22.02,22.64,23.71,9.71,1,-1
95,95,2019-12-26,4-4-2,0,0.42,5,0,0.0,218,153,70.18,33.27,112,34,28,50,67,39,22,6,197,97,49.24,3,0,0.0,15,1,6.67,0,0,0.0,24,3,12.5,2,1,50.0,7,2,28.57,0,0,0,5,1,20.0,1,1,9,0,2,5,35,16,45.71,1,1,20,5,25.0,67,36,53.73,63,33,52.38,9,5,55.56,54,32,14,0,0,100,58,58.0,36,35,97.22,52,40,76.92,54,27,50.0,51,26,50.98,51,34,66.67,2,0,0.0,18,18,100.0,8,14.58,2.25,24.77,17.39,22.98,15.55,0,-1
96,96,2019-12-21,4-4-2,1,0.46,2,1,50.0,229,154,67.25,35.51,117,25,36,56,71,36,29,6,172,75,43.6,1,0,0.0,17,1,5.88,2,1,50.0,25,0,0.0,5,0,0.0,5,0,0.0,0,0,0,12,3,25.0,3,1,17,0,7,4,44,13,29.55,0,0,4,0,0.0,53,28,52.83,45,23,51.11,2,0,0.0,62,13,20,4,0,100,55,55.0,34,32,94.12,69,48,69.57,53,21,39.62,44,19,43.18,53,35,66.04,0,0,0.0,31,27,87.1,9,15.57,2.03,23.14,14.99,24.3,8.53,0,1
97,97,2019-12-14,4-4-2,1,1.58,8,3,37.5,349,279,79.94,46.69,106,17,42,47,92,41,39,12,237,116,48.95,1,1,100.0,23,4,17.39,3,1,33.33,23,3,13.04,4,2,50.0,3,0,0.0,0,0,0,9,3,33.33,3,4,17,1,7,14,56,19,33.93,3,0,8,0,0.0,66,39,59.09,65,35,53.85,6,3,50.0,48,28,15,0,0,121,76,62.81,50,43,86.0,124,114,91.94,47,26,55.32,53,39,73.58,78,52,66.67,4,1,25.0,17,17,100.0,10,16.71,3.49,13.47,11.35,21.37,8.23,1,1
98,98,2019-12-07,4-4-2,0,1.15,7,1,14.29,474,391,82.49,51.74,124,12,49,63,95,37,44,14,220,105,47.73,2,0,0.0,30,3,10.0,2,1,50.0,18,2,11.11,1,0,0.0,3,1,33.33,0,0,0,15,7,46.67,6,2,21,0,11,9,75,28,37.33,2,5,13,7,53.85,61,34,55.74,56,29,51.79,2,2,100.0,37,9,8,1,0,156,108,69.23,75,70,93.33,178,159,89.33,59,33,55.93,57,30,52.63,76,59,77.63,5,1,20.0,24,24,100.0,5,16.82,4.43,12.45,16.55,21.3,11.15,0,-1
99,99,2019-12-03,4-4-1-1,1,0.33,3,2,66.67,226,151,66.81,23.41,99,22,35,42,55,30,19,6,147,80,54.42,1,1,100.0,19,1,5.26,0,0,0.0,15,1,6.67,3,0,0.0,1,0,0.0,0,0,0,7,1,14.29,1,2,15,1,4,9,26,12,46.15,0,4,15,8,53.33,56,37,66.07,31,19,61.29,4,1,25.0,54,10,9,1,0,94,53,56.38,29,26,89.66,69,51,73.91,47,22,46.81,40,22,55.0,54,25,46.3,2,1,50.0,22,20,90.91,7,17.27,2.66,20.8,17.14,23.03,18.5,1,-1
100,100,2019-11-30,4-4-2,0,2.55,14,4,28.57,344,247,71.8,46.54,132,15,48,69,101,31,53,17,213,110,51.64,3,1,33.33,36,8,22.22,1,0,0.0,19,6,31.58,5,3,60.0,5,1,20.0,0,0,0,18,4,22.22,4,6,25,1,9,22,54,25,46.3,1,2,5,2,40.0,59,33,55.93,53,25,47.17,4,2,50.0,46,23,13,2,0,118,69,58.47,42,39,92.86,124,92,74.19,69,33,47.83,59,29,49.15,69,52,75.36,4,1,25.0,24,20,83.33,7,15.2,3.02,20.06,14.04,22.93,7.79,1,-1
101,101,2019-11-23,4-4-2,3,3.04,10,5,50.0,221,160,72.4,36.71,114,26,37,51,92,47,31,14,199,82,41.21,4,0,0.0,14,6,42.86,0,0,0.0,25,3,12.0,5,1,20.0,4,2,50.0,1,1,100,10,1,10.0,2,4,11,1,7,8,44,17,38.64,2,0,13,4,30.77,60,26,43.33,58,28,48.28,2,0,0.0,45,28,13,3,0,101,62,61.39,36,30,83.33,61,49,80.33,53,26,49.06,39,22,56.41,47,32,68.09,1,0,0.0,15,15,100.0,9,15.16,2.35,23.98,15.17,22.89,11.17,0,1
102,102,2019-11-09,4-4-2,3,1.49,14,11,78.57,292,212,72.6,39.42,106,14,39,53,92,40,40,12,211,104,49.29,5,4,80.0,26,7,26.92,4,1,25.0,24,6,25.0,11,5,45.45,4,2,50.0,0,0,0,16,4,25.0,6,8,24,1,12,16,60,26,43.33,7,0,7,4,57.14,53,19,35.85,48,31,64.58,4,3,75.0,53,16,17,2,0,128,81,63.28,62,60,96.77,65,40,61.54,56,30,53.57,58,33,56.9,78,55,70.51,5,2,40.0,19,17,89.47,5,16.34,2.63,19.18,18.26,24.35,8.52,1,1
103,103,2019-11-02,4-4-2,0,1.05,7,2,28.57,443,359,81.04,53.33,110,20,36,54,97,48,38,11,225,106,47.11,1,0,0.0,33,3,9.09,0,0,0.0,22,3,13.64,6,2,33.33,2,0,0.0,0,0,0,16,6,37.5,7,6,29,0,10,11,45,19,42.22,0,3,11,6,54.55,53,30,56.6,66,27,40.91,3,0,0.0,42,19,12,2,0,144,90,62.5,60,58,96.67,172,156,90.7,73,35,47.95,69,40,57.97,76,59,77.63,5,1,20.0,28,26,92.86,10,16.33,3.89,16.48,13.1,22.35,8.32,0,-1
104,104,2019-10-26,4-4-2,2,1.66,11,4,36.36,382,295,77.23,39.77,110,14,30,66,94,23,53,18,221,100,45.25,3,3,100.0,31,6,19.35,5,2,40.0,15,3,20.0,5,2,40.0,3,1,33.33,0,0,0,17,3,17.65,3,5,21,2,11,17,61,20,32.79,1,4,17,7,41.18,75,41,54.67,38,19,50.0,4,1,25.0,54,19,7,3,0,124,77,62.1,59,53,89.83,140,119,85.0,63,31,49.21,67,35,52.24,65,51,78.46,6,0,0.0,13,12,92.31,3,17.14,3.5,16.49,15.75,21.6,12.16,1,-1
105,105,2019-10-19,4-4-2,1,1.8,13,4,30.77,291,223,76.63,37.13,102,28,28,46,70,28,27,15,169,74,43.79,5,0,0.0,42,6,14.29,0,0,0.0,19,4,21.05,4,0,0.0,5,3,60.0,0,0,0,17,5,29.41,6,7,23,0,9,15,56,17,30.36,3,2,21,4,19.05,49,27,55.1,35,15,42.86,2,2,100.0,53,23,10,3,0,100,71,71.0,45,38,84.44,95,74,77.89,35,16,45.71,48,34,70.83,51,39,76.47,3,0,0.0,35,31,88.57,10,17.21,2.83,12.03,16.86,18.69,14.35,0,-1
106,106,2019-10-05,4-4-2,1,0.79,10,3,30.0,307,228,74.27,39.88,112,17,39,56,86,37,40,9,201,95,47.26,3,0,0.0,21,6,28.57,4,1,25.0,23,2,8.7,7,1,14.29,2,0,0.0,0,0,0,17,4,23.53,4,7,21,3,9,14,38,13,34.21,5,0,9,2,22.22,48,30,62.5,77,37,48.05,2,1,50.0,47,22,5,2,0,118,71,60.17,42,38,90.48,104,88,84.62,55,30,54.55,52,28,53.85,60,47,78.33,0,0,0.0,23,21,91.3,6,17.32,2.77,17.92,18.48,23.12,22.29,1,1
107,107,2019-09-28,4-4-2,2,1.32,8,3,37.5,251,186,74.1,37.63,101,25,32,44,70,27,37,6,235,86,36.6,3,1,33.33,22,4,18.18,3,0,0.0,19,2,10.53,3,1,33.33,2,0,0.0,0,0,0,12,6,50.0,6,2,14,1,6,9,56,14,25.0,0,2,16,3,18.75,72,31,43.06,46,22,47.83,5,1,20.0,54,14,16,4,0,99,62,62.63,46,43,93.48,69,56,81.16,46,21,45.65,47,22,46.81,64,48,75.0,3,1,33.33,21,19,90.48,13,15.72,2.82,18.33,14.33,22.47,10.04,0,0
108,108,2019-09-21,4-4-2,2,1.76,12,5,41.67,356,283,79.49,41.83,119,22,27,70,80,29,31,20,202,100,49.5,5,1,20.0,38,7,18.42,2,1,50.0,22,3,13.64,7,1,14.29,3,2,66.67,0,0,0,20,6,30.0,5,13,28,0,14,21,61,20,32.79,1,0,12,2,16.67,74,49,66.22,24,10,41.67,4,2,50.0,42,15,10,0,0,129,89,68.99,58,55,94.83,118,99,83.9,44,22,50.0,67,42,62.69,64,55,85.94,2,1,50.0,23,21,91.3,7,17.19,3.3,12.36,14.29,20.18,10.03,1,1
109,109,2019-09-14,4-4-2,1,1.02,7,1,14.29,261,189,72.41,39.65,124,32,45,47,80,35,34,11,260,118,45.38,2,1,50.0,22,2,9.09,4,1,25.0,30,2,6.67,6,1,16.67,0,0,0.0,0,0,0,16,4,25.0,4,3,16,0,10,9,75,25,33.33,2,1,13,5,38.46,71,44,61.97,53,27,50.94,3,2,66.67,52,25,7,2,0,92,60,65.22,39,34,87.18,76,51,67.11,49,31,63.27,39,26,66.67,55,38,69.09,8,4,50.0,31,28,90.32,12,14.02,2.21,18.77,18.99,21.1,9.63,0,0
110,110,2019-08-31,4-4-2,0,1.11,7,2,28.57,295,203,68.81,35.54,110,16,47,47,94,46,41,7,190,92,48.42,3,0,0.0,20,5,25.0,2,0,0.0,26,2,7.69,6,0,0.0,6,1,16.67,0,0,0,7,0,0.0,0,1,18,2,4,5,43,24,55.81,5,3,15,7,46.67,54,28,51.85,46,21,45.65,2,2,100.0,70,18,10,0,0,138,84,60.87,47,41,87.23,66,50,75.76,65,32,49.23,49,21,42.86,70,44,62.86,7,2,28.57,18,17,94.44,5,17.12,2.32,22.03,18.66,21.03,13.39,1,-1
111,111,2019-08-25,4-4-2,1,1.79,11,3,27.27,292,221,75.68,38.03,130,23,35,72,96,39,41,16,214,97,45.33,6,2,33.33,21,7,33.33,5,2,40.0,19,2,10.53,3,1,33.33,3,0,0.0,0,0,0,17,9,52.94,9,5,21,2,15,11,44,16,36.36,1,1,15,3,20.0,60,37,61.67,68,24,35.29,8,4,50.0,53,19,11,2,0,121,77,63.64,43,40,93.02,94,81,86.17,62,37,59.68,57,39,68.42,73,56,76.71,2,0,0.0,12,11,91.67,11,14.2,2.92,21.23,17.92,23.15,13.15,0,0
112,112,2019-08-17,4-4-2,1,1.67,15,4,26.67,215,165,76.74,30.41,82,18,15,49,70,29,19,22,229,123,53.71,4,0,0.0,35,9,25.71,2,1,50.0,28,5,17.86,7,3,42.86,9,3,33.33,0,0,0,27,13,48.15,12,7,25,3,17,29,50,22,44.0,1,2,15,9,60.0,83,58,69.88,40,18,45.0,3,2,66.67,52,38,12,1,0,81,56,69.14,31,27,87.1,66,51,77.27,38,22,57.89,42,31,73.81,55,47,85.45,2,1,50.0,14,14,100.0,6,15.28,1.99,17.67,17.09,21.95,9.58,0,-1
113,113,2019-08-10,4-4-1-1,3,0.78,10,4,40.0,299,207,69.23,49.99,125,16,55,54,102,39,54,9,266,145,54.51,3,1,33.33,26,5,19.23,0,0,0.0,21,4,19.05,2,2,100.0,1,0,0.0,0,0,0,15,6,40.0,4,2,17,1,11,14,56,27,48.21,5,0,11,3,27.27,66,49,74.24,61,26,42.62,11,6,54.55,52,31,6,0,0,132,73,55.3,43,39,90.7,78,56,71.79,65,29,44.62,56,23,41.07,71,46,64.79,5,0,0.0,36,32,88.89,6,13.73,2.32,21.74,18.17,22.3,8.41,1,1
114,114,2019-05-12,4-4-2,1,2.5,12,5,41.67,353,277,78.47,39.54,102,28,19,55,72,29,25,18,168,86,51.19,2,1,50.0,32,7,21.88,1,1,100.0,13,4,30.77,4,3,75.0,1,0,0.0,0,0,0,21,9,42.86,8,9,28,1,10,25,42,22,52.38,3,3,17,6,35.29,68,33,48.53,33,17,51.52,5,2,40.0,50,15,11,5,0,111,70,63.06,63,56,88.89,136,117,86.03,58,28,48.28,64,34,53.13,68,54,79.41,6,1,16.67,16,16,100.0,9,16.18,3.64,16.43,12.1,23.05,12.97,1,-1
115,115,2019-05-03,4-4-2,0,0.65,5,1,20.0,361,281,77.84,40.59,119,30,32,57,84,45,24,15,253,120,47.43,2,0,0.0,25,1,4.0,3,0,0.0,16,4,25.0,1,0,0.0,4,2,50.0,0,0,0,12,4,33.33,5,7,23,1,10,12,74,22,29.73,2,2,18,8,44.44,84,49,58.33,51,27,52.94,3,1,33.33,50,13,9,2,0,149,106,71.14,58,52,89.66,106,88,83.02,70,40,57.14,65,45,69.23,92,65,70.65,6,3,50.0,26,22,84.62,9,17.86,3.31,19.39,16.02,22.06,27.31,0,-1
116,116,2019-04-28,4-4-2,0,0.02,1,0,0.0,229,159,69.43,31.32,128,35,32,61,66,33,22,11,188,83,44.15,0,0,0.0,27,1,3.7,0,0,0.0,20,0,0.0,0,0,0.0,3,0,0.0,0,0,0,13,1,7.69,1,4,19,0,8,7,53,20,37.74,2,1,23,7,30.43,60,34,56.67,47,16,34.04,4,1,25.0,70,33,5,1,0,93,59,63.44,40,34,85.0,55,39,70.91,55,36,65.45,55,31,56.36,58,45,77.59,1,1,100.0,26,22,84.62,11,13.53,2.27,24.02,14.86,22.7,15.4,1,-1
117,117,2019-04-22,4-4-2,2,0.66,4,3,75.0,185,127,68.65,25.83,112,49,26,37,69,40,19,10,222,102,45.95,3,2,66.67,14,1,7.14,2,1,50.0,19,2,10.53,1,1,100.0,3,1,33.33,0,0,0,6,1,16.67,1,4,8,0,4,5,56,19,33.93,2,2,21,9,42.86,74,39,52.7,42,19,45.24,6,5,83.33,68,50,4,1,0,85,47,55.29,35,31,88.57,39,31,79.49,48,28,58.33,36,22,61.11,61,34,55.74,3,3,100.0,19,18,94.74,14,13.25,1.78,25.95,26.15,22.75,21.82,0,0
118,118,2019-04-13,4-4-2,2,2.39,14,8,57.14,264,178,67.42,47.73,115,23,36,56,99,45,33,21,244,111,45.49,4,2,50.0,36,5,13.89,0,0,0.0,23,8,34.78,8,5,62.5,6,2,33.33,0,0,0,13,4,30.77,3,7,21,0,7,20,59,24,40.68,3,0,15,2,13.33,55,29,52.73,69,32,46.38,4,3,75.0,63,21,7,2,0,121,67,55.37,38,34,89.47,70,54,77.14,45,20,44.44,42,24,57.14,60,37,61.67,5,1,20.0,33,31,93.94,8,13.99,2.26,17.05,14.68,21.7,5.52,1,1
119,119,2019-04-06,4-4-2,3,1.27,11,4,36.36,263,204,77.57,41.1,106,14,23,69,80,36,31,13,212,92,43.4,4,1,25.0,27,3,11.11,4,0,0.0,26,6,23.08,6,3,50.0,7,1,14.29,0,0,0,21,8,38.1,7,9,24,1,13,15,46,19,41.3,4,1,10,4,40.0,58,30,51.72,64,27,42.19,4,2,50.0,37,23,17,3,0,106,71,66.98,56,52,92.86,75,61,81.33,57,32,56.14,63,38,60.32,68,58,85.29,4,1,25.0,23,20,86.96,13,14.53,2.39,21.67,18.14,24.78,10.26,0,1
120,120,2019-03-30,4-4-2,2,0.28,5,1,20.0,277,205,74.01,41.37,106,19,46,41,78,35,35,8,238,110,46.22,2,0,0.0,22,2,9.09,0,0,0.0,19,3,15.79,1,0,0.0,5,4,80.0,0,0,0,6,1,16.67,1,2,11,1,5,8,55,18,32.73,1,0,9,1,11.11,74,40,54.05,60,31,51.67,7,3,42.86,58,29,12,1,0,104,66,63.46,43,38,88.37,76,59,77.63,48,30,62.5,46,31,67.39,60,42,70.0,1,0,0.0,27,20,74.07,9,13.03,2.69,17.33,21.38,21.75,9.79,1,1
121,121,2019-03-16,4-4-2,1,1.37,13,3,23.08,476,393,82.56,58.33,92,12,30,50,93,34,35,24,231,108,46.75,4,1,25.0,49,8,16.33,0,0,0.0,26,4,15.38,9,2,22.22,5,1,20.0,0,0,0,33,10,30.3,12,16,35,1,20,23,62,23,37.1,3,2,7,4,57.14,50,33,66.0,60,31,51.67,6,2,33.33,34,6,9,1,0,161,123,76.4,63,59,93.65,178,159,89.33,62,36,58.06,77,56,72.73,120,95,79.17,5,3,60.0,30,28,93.33,5,16.73,4.14,13.03,17.31,23.2,8.86,1,-1
122,122,2019-03-10,4-4-2,2,0.39,3,1,33.33,266,193,72.56,33.75,122,34,38,50,90,36,44,10,249,114,45.78,2,0,0.0,24,2,8.33,1,0,0.0,18,0,0.0,3,1,33.33,1,0,0.0,0,0,0,13,6,46.15,6,5,17,1,10,9,70,24,34.29,7,4,22,5,22.73,73,50,68.49,48,18,37.5,5,2,40.0,48,23,7,0,0,124,78,62.9,38,35,92.11,66,53,80.3,56,25,44.64,58,33,56.9,65,44,67.69,7,3,42.86,29,23,79.31,13,15.82,2.33,21.05,24.22,21.56,21.22,0,-1
123,123,2019-03-02,4-4-2,1,2.12,16,4,25.0,417,325,77.94,53.23,141,16,36,89,100,40,33,27,264,113,42.8,6,1,16.67,48,13,27.08,0,0,0.0,24,1,4.17,8,2,25.0,5,0,0.0,0,0,0,39,13,33.33,10,11,39,0,26,20,59,14,23.73,2,3,10,4,40.0,79,43,54.43,61,31,50.82,5,2,40.0,42,15,9,1,0,142,96,67.61,57,50,87.72,159,132,83.02,83,51,61.45,80,54,67.5,84,72,85.71,2,1,50.0,39,37,94.87,9,16.52,3.39,19.9,18.23,24.17,8.15,1,-1
124,124,2019-02-26,4-4-2,0,0.8,8,1,12.5,323,243,75.23,44.37,120,22,45,53,92,44,34,14,254,109,42.91,2,0,0.0,30,4,13.33,1,1,100.0,21,3,14.29,7,3,42.86,4,1,25.0,0,0,0,16,7,43.75,6,5,20,0,10,13,67,21,31.34,3,2,12,4,33.33,53,38,71.7,80,37,46.25,2,1,50.0,50,16,8,3,0,128,80,62.5,43,37,86.05,112,99,88.39,67,34,50.75,51,29,56.86,78,55,70.51,0,0,0.0,33,29,87.88,8,15.07,2.52,20.74,14.76,23.9,11.32,0,-1
125,125,2019-02-23,4-4-2,2,1.39,8,3,37.5,207,133,64.25,34.84,106,32,15,59,79,27,29,23,228,113,49.56,2,0,0.0,35,6,17.14,0,0,0.0,24,1,4.17,7,1,14.29,5,1,20.0,0,0,0,17,2,11.76,4,7,21,2,9,15,54,23,42.59,4,1,17,6,35.29,76,49,64.47,47,20,42.55,7,2,28.57,48,37,9,1,0,91,49,53.85,32,27,84.38,51,34,66.67,64,34,53.13,50,24,48.0,57,40,70.18,4,1,25.0,28,27,96.43,8,12.6,1.78,30.92,16.1,25.08,10.52,1,1
126,126,2019-02-09,4-4-2,3,1.73,9,5,55.56,216,152,70.37,31.48,99,29,32,38,77,47,20,10,220,90,40.91,3,1,33.33,25,6,24.0,4,0,0.0,16,2,12.5,3,1,33.33,1,1,100.0,1,1,100,7,0,0.0,0,6,14,3,1,8,51,19,37.25,0,1,12,7,58.33,49,30,61.22,68,27,39.71,3,2,66.67,61,56,7,1,0,109,68,62.39,30,27,90.0,50,42,84.0,58,29,50.0,46,26,56.52,62,41,66.13,1,1,100.0,25,22,88.0,11,14.71,1.91,26.85,17.04,25.15,26.25,0,1
127,127,2019-02-02,4-4-2,1,2.6,13,6,46.15,446,330,73.99,52.4,144,14,49,81,109,36,54,19,244,117,47.95,1,0,0.0,42,8,19.05,6,0,0.0,19,4,21.05,4,2,50.0,3,1,33.33,1,1,100,33,10,30.3,11,9,38,1,17,20,71,29,40.85,3,1,11,4,36.36,58,35,60.34,79,35,44.3,4,2,50.0,53,9,9,3,0,188,122,64.89,74,67,90.54,110,88,80.0,91,49,53.85,91,62,68.13,116,86,74.14,13,4,30.77,34,30,88.24,8,16.26,3.54,20.4,12.88,23.86,10.88,1,0
128,128,2019-01-29,4-4-2,2,0.76,5,4,80.0,211,155,73.46,28.55,101,41,26,34,63,38,18,7,217,112,51.61,3,2,66.67,16,4,25.0,1,0,0.0,22,1,4.55,3,0,0.0,2,0,0.0,0,0,0,6,2,33.33,3,2,11,1,6,8,42,17,40.48,4,2,23,9,39.13,84,51,60.71,47,23,48.94,7,5,71.43,68,45,8,3,0,93,62,66.67,42,35,83.33,49,36,73.47,43,26,60.47,36,18,50.0,54,36,66.67,6,2,33.33,18,17,94.44,12,13.71,2.01,20.38,18.76,21.65,16.9,0,0
